code_year,prv,provider_name,ref_year,type,TEQSA_type,ownership,profit,affiliation,affil_status,eftsl_sum,primary_bfoe,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,sessional_prop,senior_prop,ssr_all,ssr_salaried,success_dom,success_int,success_all,attrition_dom,attrition_int,attrition_all
4360-2014,PRV12165,Perth Bible College Inc,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,39.917,soc_cult,1.0,0.0,0.0,0.085,0.148,0.212,0.001,15.569,19.754,84.8,93.66,86.14,49.02,0.0,48.08
4368-2014,PRV12017,Campion Institute Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,97.75,soc_cult,1.0,0.0,0.0,0.0,0.014,0.523,0.001,24.095,50.492,95.2,100.0,95.27,16.67,66.67,21.21
4380-2014,PRV12022,INSEARCH Limited,2014,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1620.583,mge_com,0.405,2.035,0.723,0.0,0.696,0.542,0.132,25.073,54.726,76.6,78.45,77.89,18.41,17.27,17.59
4382-2014,PRV12114,Australian Guild of Music Education Inc.,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,15.544,creat_art,1.0,0.0,0.0,0.0,0.0,0.501,0.0,30.345,60.763,71.68,77.178,71.68,33.33,35.635,33.33
4388-2014,PRV12026,Australian Academy of Music and Performing Arts,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,144.0,creat_art,1.0,0.0,0.0,0.035,0.097,0.356,0.107,22.917,35.608,82.93,87.73,83.4,17.86,0.0,16.67
4393-2014,PRV12136,The MIECAT Institute Inc.,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,58.25,soc_cult,1.0,0.0,0.0,1.0,0.0,0.098,0.207,13.698,15.187,95.65,98.453,95.65,13.11,2.561,13.11
4395-2014,PRV12087,Adelaide Central School of Art Incorporated,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,93.875,creat_art,1.0,0.0,0.0,0.0,0.0,0.395,0.021,22.932,37.928,91.6,95.424,91.6,23.81,30.783,23.81
4402-2014,PRV12155,Leo Cussen Institute,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,397.0,soc_cult,1.0,0.0,0.0,1.0,0.028,0.27,0.133,16.727,22.905,97.91,100.0,97.97,13.87,50.0,16.38
4407-2014,PRV12006,Alphacrucis College Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,361.125,soc_cult,0.953,0.32,0.091,0.226,0.292,0.26,0.119,16.191,21.891,86.21,91.2,87.67,27.42,0.0,27.27
4412-2014,PRV12034,Morling College Ltd,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,69.0,education,0.612,0.963,0.475,1.0,0.107,0.118,0.106,16.775,19.03,92.53,87.72,92.02,39.13,25.0,38.66
4419-2014,PRV12036,National Art School,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,378.15,creat_art,1.0,0.0,0.0,0.0,0.008,0.339,0.099,24.079,36.405,94.44,82.46,94.35,14.11,25.577,14.11
4428-2014,PRV12035,Nan Tien Institute Limited,2014,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,16.875,soc_cult,0.733,0.837,0.391,1.0,0.23,0.078,0.185,14.722,15.972,94.17,89.66,93.18,27.27,0.0,25.0
7041-2014,PRV12177,Sydney Institute of Health Sciences Pty. Limited,2014,other,not_for_profit,private,not_for_profit,NUHEP,current,61.376,health,1.0,0.0,0.0,0.0,0.0,0.372,0.0,23.68,37.721,85.92,89.531,85.92,38.46,37.418,38.46
2148-2015,PRV12052,The National Institute of Dramatic Art,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,231.667,creat_art,1.0,0.0,0.0,0.06,0.018,0.24,0.075,16.943,22.283,97.03,100.0,97.09,23.61,0.0,22.97
2170-2015,PRV12133,Marcus Oldham College,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,175.5,agri_env,1.0,0.0,0.0,0.049,0.0,0.378,0.11,21.123,33.975,97.68,100.0,97.68,6.6,17.224,6.6
2252-2015,PRV12015,Avondale College Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1014.0,education,0.48,1.777,0.639,0.085,0.047,0.327,0.102,22.127,32.877,90.24,93.03,90.37,18.31,0.0,17.92
2271-2015,PRV12011,"Australian Film, Television and Radio School",2015,government,not_for_profit,public,not_for_profit,NUHEP,current,200.96,creat_art,1.0,0.0,0.0,0.053,0.0,0.391,0.131,21.859,35.891,96.03,99.087,96.03,2.59,13.469,2.59
4332-2015,PRV12045,Sydney College of Divinity Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,517.0,soc_cult,1.0,0.0,0.0,0.288,0.216,0.349,0.084,18.046,27.717,91.45,94.9,92.2,22.05,18.97,21.59
4333-2015,PRV12074,Christian Heritage College,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,488.725,soc_cult,0.516,1.299,0.561,0.165,0.055,0.658,0.0,30.14,88.008,83.34,94.34,83.95,26.48,85.0,29.91
4334-2015,PRV12103 ,Tabor College Incorporated,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,376.496,soc_cult,0.553,1.04,0.5,0.258,0.0,0.421,0.039,25.141,43.427,88.47,93.353,88.47,27.07,35.77,27.07
4335-2015,PRV12010,Australian College of Theology Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1388.156,soc_cult,1.0,0.0,0.0,0.447,0.052,0.289,0.098,20.104,28.273,89.93,88.79,89.87,22.78,19.51,22.67
4337-2015,PRV12149,Eastern College Australia Incorporated,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,148.067,soc_cult,0.618,0.959,0.472,0.52,0.077,0.347,0.097,21.171,32.44,88.31,95.59,88.88,25.96,27.27,26.09
4338-2015,PRV12033,Moore Theological College Council,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,313.114,soc_cult,1.0,0.0,0.0,0.061,0.042,0.249,0.099,17.148,22.841,97.99,99.01,98.03,18.42,0.0,18.1
4340-2015,PRV12139,Monash College Pty Ltd,2015,pathway,not_for_profit,private,not_for_profit,NUHEP,current,1984.375,mge_com,0.677,1.405,0.505,0.0,0.963,0.579,0.117,24.755,58.852,83.36,79.94,80.07,11.43,10.38,10.41
4341-2015,PRV12127,Harvest Bible College Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,203.754,soc_cult,1.0,0.0,0.0,0.39,0.141,0.325,0.109,19.417,28.78,76.16,89.05,77.98,28.95,0.0,28.21
4343-2015,PRV12050,The Australian Institute of Music Limited,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,1171.705,creat_art,0.861,0.582,0.239,0.037,0.054,0.44,0.08,26.19,46.766,79.49,86.78,79.89,23.79,17.5,23.5
4346-2015,PRV12064,Excelsia College,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,228.148,education,0.48,1.448,0.61,0.638,0.009,0.346,0.116,21.759,33.276,92.96,100.0,93.03,18.31,33.33,18.57
4347-2015,PRV12047,Australian College of Christian Studies Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,20.0,soc_cult,1.0,0.0,0.0,0.0,0.038,0.711,0.0,27.824,96.211,92.86,100.0,93.13,9.09,100.0,16.67
4355-2015,PRV12088,Adelaide College of Divinity Incorporated,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,28.167,soc_cult,1.0,0.0,0.0,0.126,0.0,0.351,0.0,23.866,36.756,80.31,83.619,80.31,50.0,41.045,50.0
4359-2015,PRV12048,The College of Law Limited,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,1604.855,soc_cult,1.0,0.0,0.0,1.0,0.035,0.187,0.145,15.486,19.051,93.14,95.5,93.22,21.54,21.31,21.54
4360-2015,PRV12165,Perth Bible College Inc,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,26.251,soc_cult,1.0,0.0,0.0,0.129,0.225,0.341,0.0,25.038,37.966,71.55,70.42,71.29,48.84,0.0,43.75
4368-2015,PRV12017,Campion Institute Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,86.75,soc_cult,1.0,0.0,0.0,0.0,0.023,0.413,0.099,21.86,37.26,95.43,100.0,95.53,7.32,18.066,7.32
4380-2015,PRV12022,INSEARCH Limited,2015,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2036.567,mge_com,0.376,2.104,0.741,0.0,0.685,0.528,0.15,22.86,48.424,80.17,82.1,81.49,14.98,18.04,17.07
4382-2015,PRV12114,Australian Guild of Music Education Inc.,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,10.238,creat_art,1.0,0.0,0.0,0.0,0.0,0.379,0.0,24.033,38.685,83.44,86.645,83.44,44.44,40.093,44.44
4388-2015,PRV12026,Australian Academy of Music and Performing Arts,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,179.65,creat_art,1.0,0.0,0.0,0.049,0.027,0.497,0.003,24.876,49.409,88.96,92.78,89.07,23.64,50.0,25.42
4395-2015,PRV12087,Adelaide Central School of Art Incorporated,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,99.292,creat_art,1.0,0.0,0.0,0.0,0.0,0.399,0.018,21.565,35.872,95.57,98.909,95.57,22.95,31.69,22.95
4402-2015,PRV12155,Leo Cussen Institute,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,431.0,soc_cult,1.0,0.0,0.0,1.0,0.114,0.148,0.26,12.914,15.163,99.74,100.0,99.77,0.0,0.0,0.0
4407-2015,PRV12006,Alphacrucis College Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,387.738,soc_cult,0.926,0.449,0.14,0.213,0.326,0.308,0.133,15.908,22.997,81.76,90.65,84.72,28.99,0.0,28.9
4412-2015,PRV12034,Morling College Ltd,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,55.312,education,0.624,0.955,0.469,1.0,0.077,0.198,0.068,18.601,23.197,96.53,86.76,95.77,39.39,50.0,39.6
4419-2015,PRV12036,National Art School,2015,other,not_for_profit,private,not_for_profit,NUHEP,current,428.1,creat_art,1.0,0.0,0.0,0.0,0.006,0.431,0.08,22.644,39.819,93.04,100.0,93.08,10.23,20.009,10.23
4428-2015,PRV12035,Nan Tien Institute Limited,2015,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,19.625,soc_cult,0.535,0.996,0.498,1.0,0.242,0.322,0.125,15.276,22.538,88.6,100.0,91.1,28.13,40.0,29.73
2170-2016,PRV12133,Marcus Oldham College,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,186.875,agri_env,1.0,0.0,0.0,0.08,0.0,0.187,0.046,19.403,23.858,98.61,100.0,98.61,9.26,16.147,9.26
2252-2016,PRV12015,Avondale College Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,930.5,education,0.431,1.95,0.683,0.093,0.058,0.169,0.111,29.582,35.599,89.33,74.18,88.45,17.81,12.5,17.65
4333-2016,PRV12074,Christian Heritage College,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,478.025,soc_cult,0.503,1.333,0.571,0.201,0.077,0.444,0.0,29.537,53.104,84.63,87.36,84.85,24.52,85.71,28.4
4334-2016,PRV12103 ,Tabor College Incorporated,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,433.08,soc_cult,0.525,1.067,0.508,0.276,0.0,0.258,0.0,24.415,32.891,87.42,93.77,87.42,24.1,30.443,24.1
4337-2016,PRV12149,Eastern College Australia Incorporated,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,117.625,soc_cult,0.734,0.835,0.39,0.425,0.123,0.153,0.07,19.243,22.731,86.03,94.44,87.06,25.22,10.0,24.0
4340-2016,PRV12139,Monash College Pty Ltd,2016,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2375.625,mge_com,0.614,1.53,0.565,0.0,0.972,0.38,0.055,23.187,37.405,86.43,80.76,80.92,9.46,14.97,14.71
4341-2016,PRV12127,Harvest Bible College Ltd,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,229.25,soc_cult,1.0,0.0,0.0,0.367,0.16,0.278,0.044,21.02,29.1,75.93,89.76,78.16,22.71,18.18,22.48
4343-2016,PRV12050,The Australian Institute of Music Limited,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,1067.575,creat_art,0.864,0.574,0.235,0.044,0.07,0.27,0.019,25.693,35.212,79.52,83.45,79.8,25.18,19.05,24.88
4346-2016,PRV12064,Excelsia College,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,129.91,creat_art,0.552,1.434,0.593,0.453,0.0,0.115,0.063,20.189,22.809,91.88,96.757,91.88,24.1,17.83,24.1
4347-2016,PRV12047,Australian College of Christian Studies Ltd,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,19.75,soc_cult,1.0,0.0,0.0,0.0,0.006,0.438,0.0,26.118,46.478,94.96,95.115,94.96,16.67,100.0,23.08
4360-2016,PRV12165,Perth Bible College Inc,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,33.543,soc_cult,1.0,0.0,0.0,0.067,0.082,0.213,0.0,21.125,26.846,84.06,90.91,84.67,45.83,50.0,46.15
4368-2016,PRV12017,Campion Institute Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,89.875,soc_cult,1.0,0.0,0.0,0.0,0.011,0.434,0.0,24.903,44.001,96.05,100.0,96.09,17.39,100.0,24.0
4380-2016,PRV12022,INSEARCH Limited,2016,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2396.269,mge_com,0.375,2.117,0.742,0.0,0.664,0.371,0.099,20.72,32.949,81.21,86.84,84.95,16.08,11.17,12.7
4395-2016,PRV12087,Adelaide Central School of Art Incorporated,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,93.333,creat_art,1.0,0.0,0.0,0.0,0.0,0.231,0.0,21.074,27.417,93.72,98.403,93.72,18.0,22.871,18.0
4407-2016,PRV12006,Alphacrucis College Limited,2016,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,499.9,soc_cult,0.761,0.919,0.376,0.153,0.474,0.209,0.0,29.983,37.888,82.74,65.28,74.45,33.74,18.411,33.74
4419-2016,PRV12036,National Art School,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,446.43,creat_art,1.0,0.0,0.0,0.12,0.01,0.127,0.105,25.833,29.584,91.52,61.63,91.23,11.65,22.311,11.65
7041-2016,PRV12177,Sydney Institute of Health Sciences Pty. Limited,2016,other,not_for_profit,private,not_for_profit,NUHEP,current,106.126,health,1.0,0.0,0.0,0.0,0.057,0.232,0.018,20.357,26.504,95.72,97.92,95.85,13.45,20.519,13.45
2148-2017,PRV12052,The National Institute of Dramatic Art,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,219.351,creat_art,1.0,0.0,0.0,0.226,0.049,0.199,0.146,16.631,20.762,97.82,100.0,97.93,9.68,0.0,9.28
2170-2017,PRV12133,Marcus Oldham College,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,195.625,agri_env,1.0,0.0,0.0,0.092,0.0,0.284,0.097,19.47,27.209,98.49,100.0,98.49,10.78,18.285,10.78
2252-2017,PRV12015,Avondale College Limited,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,906.375,education,0.388,2.04,0.709,0.095,0.087,0.278,0.122,23.444,32.47,89.19,75.44,87.99,19.04,35.14,20.3
2271-2017,PRV12011,"Australian Film, Television and Radio School",2017,government,not_for_profit,public,not_for_profit,NUHEP,current,430.369,creat_art,1.0,0.0,0.0,0.221,0.0,0.266,0.128,19.114,26.057,96.63,99.878,96.63,7.89,12.838,7.89
4332-2017,PRV12045,Sydney College of Divinity Ltd,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,590.388,soc_cult,1.0,0.0,0.0,0.338,0.177,0.283,0.085,18.0,25.095,89.44,93.89,90.23,23.08,19.57,22.67
4333-2017,PRV12074,Christian Heritage College,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,464.225,soc_cult,0.49,1.392,0.591,0.233,0.114,0.393,0.051,29.138,47.981,88.75,73.1,86.94,23.92,60.0,27.68
4334-2017,PRV12103 ,Tabor College Incorporated,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,427.996,soc_cult,0.557,1.036,0.499,0.307,0.001,0.333,0.039,22.313,33.43,90.83,100.0,90.84,27.13,32.219,27.13
4335-2017,PRV12010,Australian College of Theology Limited,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,1492.021,soc_cult,1.0,0.0,0.0,0.468,0.054,0.185,0.113,18.069,22.167,92.78,90.02,92.64,21.25,14.89,21.02
4337-2017,PRV12149,Eastern College Australia Incorporated,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,101.875,soc_cult,0.777,0.766,0.347,0.416,0.201,0.255,0.099,21.098,28.332,90.64,85.51,89.69,26.32,26.32,26.32
4338-2017,PRV12033,Moore Theological College Council,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,277.743,soc_cult,1.0,0.0,0.0,0.063,0.049,0.17,0.092,15.719,18.931,99.58,100.0,99.6,20.0,0.0,19.42
4340-2017,PRV12139,Monash College Pty Ltd,2017,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2650.75,mge_com,0.589,1.712,0.599,0.0,0.964,0.474,0.147,21.257,40.437,84.22,81.8,81.89,10.91,14.57,14.45
4341-2017,PRV12127,Harvest Bible College Ltd,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,211.125,soc_cult,1.0,0.0,0.0,0.337,0.143,0.344,0.102,20.684,31.537,78.35,90.46,80.08,22.5,14.29,22.16
4343-2017,PRV12050,The Australian Institute of Music Limited,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,1228.918,creat_art,0.864,0.574,0.235,0.033,0.085,0.325,0.083,24.379,36.135,82.06,84.35,82.26,25.94,12.96,25.0
4346-2017,PRV12064,Excelsia College,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,136.991,creat_art,0.514,1.413,0.594,0.517,0.0,0.241,0.148,22.039,29.04,88.74,92.972,88.74,18.09,16.054,18.09
4347-2017,PRV12047,Australian College of Christian Studies Ltd,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,41.25,soc_cult,1.0,0.0,0.0,0.0,0.012,0.234,0.0,18.094,23.612,89.13,100.0,89.26,52.63,37.782,52.63
4355-2017,PRV12088,Adelaide College of Divinity Incorporated,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,49.166,soc_cult,1.0,0.0,0.0,0.329,0.005,0.342,0.073,21.329,32.426,84.02,100.0,84.11,19.05,16.804,19.05
4359-2017,PRV12048,The College of Law Limited,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,2298.335,soc_cult,1.0,0.0,0.0,1.0,0.057,0.112,0.17,13.529,15.234,96.65,98.69,96.77,15.99,18.18,16.08
4360-2017,PRV12165,Perth Bible College Inc,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,44.417,soc_cult,1.0,0.0,0.0,0.107,0.049,0.646,0.0,34.101,96.259,80.84,75.0,80.53,21.95,100.0,23.81
4368-2017,PRV12017,Campion Institute Limited,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,81.5,soc_cult,1.0,0.0,0.0,0.0,0.012,0.282,0.118,19.774,27.553,93.17,100.0,93.25,9.38,0.0,9.09
4380-2017,PRV12022,INSEARCH Limited,2017,pathway,not_for_profit,private,not_for_profit,NUHEP,current,2411.952,mge_com,0.376,2.086,0.735,0.0,0.675,0.47,0.108,23.706,44.69,83.93,84.59,84.37,17.14,10.25,12.71
4382-2017,PRV12114,Australian Guild of Music Education Inc.,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,10.0,creat_art,1.0,0.0,0.0,0.0,0.0,0.47,0.158,30.412,57.387,73.95,79.261,73.95,0.0,8.223,0.0
4388-2017,PRV12026,Australian Academy of Music and Performing Arts,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,96.7,creat_art,1.0,0.0,0.0,0.063,0.046,0.393,0.093,22.624,37.282,86.38,97.73,86.9,11.11,16.097,11.11
4395-2017,PRV12087,Adelaide Central School of Art Incorporated,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,94.25,creat_art,1.0,0.0,0.0,0.0,0.0,0.312,0.0,20.579,29.894,93.87,97.357,93.87,31.37,34.525,31.37
4407-2017,PRV12006,Alphacrucis College Limited,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,886.112,soc_cult,0.826,0.789,0.297,0.128,0.286,0.351,0.042,25.127,38.695,84.25,74.55,81.44,30.26,46.15,37.26
4412-2017,PRV12034,Morling College Ltd,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,74.375,education,0.516,0.999,0.499,1.0,0.059,0.215,0.084,18.395,23.443,95.54,94.29,95.46,28.44,50.0,29.57
4419-2017,PRV12036,National Art School,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,524.976,creat_art,1.0,0.0,0.0,0.145,0.005,0.254,0.123,18.981,25.444,92.08,100.0,92.12,11.54,0.0,11.43
4426-2017,PRV12130,"John Paul II Institute for Marriage and Family, Melbourne",2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,33.125,soc_cult,1.0,0.0,0.0,1.0,0.215,0.263,0.263,14.436,19.584,78.67,100.0,82.02,4.08,0.0,3.85
4428-2017,PRV12035,Nan Tien Institute Limited,2017,faith_based,not_for_profit,private,not_for_profit,NUHEP,current,25.75,health,0.553,0.992,0.494,0.937,0.228,0.26,0.095,15.314,20.683,86.84,97.56,89.12,34.48,44.44,36.84
6043-2017,PRV14003,The Cairnmillar Institute,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,165.25,soc_cult,1.0,0.0,0.0,1.0,0.023,0.084,0.253,13.395,14.626,98.34,100.0,98.37,0.91,1.0,0.91
7041-2017,PRV12177,Sydney Institute of Health Sciences Pty. Limited,2017,other,not_for_profit,private,not_for_profit,NUHEP,current,130.876,health,1.0,0.0,0.0,0.0,0.057,0.198,0.129,22.809,28.454,90.44,74.58,89.53,17.14,0.0,16.67
4336-2013,PRV12009,Navitas Professional Institute Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,1987.427,soc_cult,1.0,0.0,0.0,0.294,0.034,0.441,0.017,21.95,39.27,77.27,86.33,77.58,37.27,25.0,37.03
4339-2013,PRV12128,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,2013,for_profit,for_profit,private,for_profit,NUHEP,current,2233.75,mge_com,1.0,0.0,0.0,0.378,0.955,0.687,0.154,15.688,50.153,55.96,66.57,66.07,37.68,33.94,34.14
4344-2013,PRV12102,South Australian Institute of Business and Technology Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,649.5,mge_com,0.445,2.078,0.721,0.0,0.721,0.708,0.132,26.519,90.707,61.19,67.75,65.92,29.13,21.9,24.19
4348-2013,PRV12137,Melbourne Institute of Business and Technology Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,2141.625,mge_com,0.568,1.803,0.613,0.0,0.583,0.665,0.041,33.802,100.918,67.93,62.47,64.74,28.8,16.75,22.36
4349-2013,PRV12046,Sydney Institute of Business and Technology Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,2317.625,mge_com,0.774,1.093,0.38,0.0,0.737,0.648,0.23,21.744,61.75,67.35,73.48,71.87,10.84,10.1,10.31
4350-2013,PRV12078,Queensland Institute of Business & Technology Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,1716.125,mge_com,0.66,1.678,0.538,0.0,0.767,0.687,0.219,20.399,65.262,60.16,72.7,69.78,25.33,18.08,19.77
4352-2013,PRV12066,ACPE Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,853.758,health,0.415,1.963,0.717,0.067,0.014,0.443,0.04,22.596,40.59,83.46,99.25,83.67,32.87,16.67,32.68
4361-2013,PRV12070,Australian College of Natural Medicine Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,2315.435,health,1.0,0.0,0.0,0.0,0.023,0.405,0.077,21.922,36.842,79.3,85.37,79.45,26.16,0.0,26.09
4362-2013,PRV12099,ICHM Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,344.427,mge_com,1.0,0.0,0.0,0.0,0.569,0.506,0.117,15.602,31.604,88.81,89.63,89.28,13.83,22.22,19.03
4364-2013,PRV12166,Edith Cowan College Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,450.375,mge_com,0.324,2.388,0.787,0.0,0.842,0.795,0.041,29.991,146.1,62.97,68.08,67.27,35.48,16.79,18.77
4365-2013,PRV12157,Colleges of Business and Technology (WA) Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,713.438,mge_com,0.374,2.285,0.76,0.0,0.715,0.551,0.2,16.829,37.448,75.18,80.82,79.21,18.02,30.89,27.99
4367-2013,PRV12138,Melbourne Institute of Technology Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,887.085,mge_com,0.611,1.118,0.497,0.34,0.72,0.612,0.303,14.117,36.416,59.47,76.33,71.62,20.4,23.08,22.3
4371-2013,PRV12042,SAE Institute Pty Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,1652.761,creat_art,1.0,0.0,0.0,0.0,0.063,0.533,0.054,29.735,63.723,68.12,65.17,67.94,29.24,20.27,28.72
4375-2013,PRV12058,Think: Colleges Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,2583.792,mge_com,0.422,2.02,0.714,0.027,0.097,0.468,0.052,23.979,45.043,80.36,89.61,81.26,33.81,20.16,32.87
4377-2013,PRV12027,UOWC Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,102.625,mge_com,0.995,0.044,0.01,0.0,0.798,0.663,0.0,37.355,110.714,79.14,59.23,63.22,6.67,10.53,9.72
4378-2013,PRV12029,JMC Pty. Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,2638.08,creat_art,0.833,0.65,0.278,0.0,0.041,0.544,0.03,25.151,55.202,82.88,89.96,83.19,28.28,37.978,28.28
4381-2013,PRV12025,"International College of Management, Sydney Pty. Limited",2013,for_profit,for_profit,private,for_profit,NUHEP,current,641.304,mge_com,0.951,0.284,0.094,0.0,0.359,0.567,0.099,22.732,52.496,76.22,80.89,77.89,21.11,19.51,20.5
4384-2013,PRV12094,Kaplan Business School Pty Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,1415.25,mge_com,1.0,0.0,0.0,0.264,0.881,0.67,0.233,16.505,50.003,49.93,60.21,58.99,25.81,34.97,34.22
4386-2013,PRV12031,Macleay College Pty Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,239.416,mge_com,0.572,0.985,0.49,0.0,0.014,0.848,0.0,37.353,246.125,76.04,78.05,76.07,24.39,100.0,24.7
4387-2013,PRV12039,Raffles College Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,738.0,mge_com,0.407,1.792,0.682,0.168,0.681,0.471,0.127,15.526,29.361,100.0,100.0,100.0,12.5,7.03,8.01
4391-2013,PRV12096,Educational Enterprises Australia Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,255.625,mge_com,0.751,1.012,0.397,0.0,0.967,0.657,0.132,22.128,64.424,75.0,74.05,74.08,16.67,18.96,18.89
4396-2013,PRV12113,Academy of Design Australia Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,235.4,creat_art,1.0,0.0,0.0,0.0,0.029,0.661,0.0,24.327,71.677,90.44,96.83,90.62,17.44,80.0,23.96
