code_year,prv,provider_name,ref_year,type,TEQSA_type,ownership,profit,affiliation,affil_status,eftsl_sum,primary_bfoe,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,sessional_prop,senior_prop,ssr_all,ssr_salaried,success_dom,success_int,success_all,attrition_dom,attrition_int,attrition_all
4401-2013,PRV12065,Whitehouse Institute Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,461.5,creat_art,1.0,0.0,0.0,0.0,0.039,0.529,0.042,21.365,45.321,93.5,98.61,93.7,15.63,40.0,16.83
4405-2013,PRV12083,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,2013,for_profit,for_profit,private,for_profit,NUHEP,current,105.875,soc_cult,1.0,0.0,0.0,0.0,0.0,0.605,0.0,30.308,76.634,68.19,73.969,68.19,37.08,44.611,37.08
4411-2013,PRV12146,Acknowledge Education Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,111.375,mge_com,1.0,0.0,0.0,0.0,0.948,0.599,0.0,25.616,63.92,78.95,67.94,68.5,28.57,41.18,40.22
4415-2013,PRV12059,Top Education Group Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,725.25,mge_com,1.0,0.0,0.0,0.0,0.968,0.583,0.207,14.895,35.722,70.29,70.94,70.92,9.09,28.38,27.9
4417-2013,PRV12186,Navitas Bundoora Pty Ltd,2013,pathway,for_profit,private,for_profit,NUHEP,current,453.5,mge_com,0.676,1.391,0.504,0.0,0.745,0.761,0.056,32.11,134.377,62.43,63.17,62.98,30.77,18.29,20.0
4420-2013,PRV12051,Kent Institute Australia Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,28.5,mge_com,1.0,0.0,0.0,0.0,1.0,0.813,0.0,25.521,136.199,60.258,63.23,63.23,42.427,40.117,35.208
4421-2013,PRV12100,Le Cordon Bleu Australia Pty Limited,2013,for_profit,for_profit,private,for_profit,NUHEP,current,336.605,mge_com,1.0,0.0,0.0,0.224,0.915,0.652,0.004,16.505,47.419,84.65,87.62,87.36,34.326,33.413,24.855
4424-2013,PRV12030,Kaplan Higher Education Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,878.635,mge_com,0.958,0.318,0.082,0.883,0.125,0.187,0.248,19.583,24.074,87.55,64.93,84.72,10.689,14.385,16.347
4425-2013,PRV12090,Australian Institute of Business Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,310.125,mge_com,1.0,0.0,0.0,1.0,0.073,0.262,0.203,17.899,24.261,80.33,77.14,80.09,18.854,18.155,22.495
7014-2013,PRV12084,Jazz Music Institute Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,48.675,creat_art,1.0,0.0,0.0,0.0,0.041,0.392,0.111,18.071,29.737,93.16,100.0,93.45,12.5,0.0,11.54
7035-2013,PRV12200,Photography Holdings Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,54.5,creat_art,1.0,0.0,0.0,0.0,0.0,0.533,0.0,24.632,52.794,85.32,89.789,85.32,29.741,41.295,28.386
7124-2013,PRV12005,Academy of Information Technology Pty Ltd,2013,for_profit,for_profit,private,for_profit,NUHEP,current,228.5,creat_art,0.989,0.087,0.022,0.0,0.592,0.667,0.039,24.794,74.469,74.5,74.33,74.4,24.32,35.006,24.32
4336-2014,PRV12009,Navitas Professional Institute Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,2504.103,soc_cult,1.0,0.0,0.0,0.263,0.027,0.366,0.0,27.327,43.076,78.44,89.01,78.73,36.94,28.57,36.74
4339-2014,PRV12128,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,2014,for_profit,for_profit,private,for_profit,NUHEP,current,3018.625,mge_com,1.0,0.0,0.0,0.527,0.968,0.562,0.0,31.052,70.95,69.27,65.89,66.0,41.35,31.97,32.41
4344-2014,PRV12102,South Australian Institute of Business and Technology Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,953.226,mge_com,0.394,2.153,0.747,0.0,0.722,0.716,0.0,34.717,122.239,57.43,65.47,63.23,35.43,22.27,25.66
4348-2014,PRV12137,Melbourne Institute of Business and Technology Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,2417.75,mge_com,0.559,1.887,0.632,0.0,0.629,0.614,0.0,40.468,104.706,66.91,60.13,62.64,24.46,17.43,20.45
4349-2014,PRV12046,Sydney Institute of Business and Technology Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,2403.125,mge_com,0.737,1.212,0.429,0.0,0.7,0.647,0.15,26.757,75.721,60.41,72.87,69.14,13.75,12.13,12.54
4350-2014,PRV12078,Queensland Institute of Business & Technology Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,1998.0,mge_com,0.644,1.778,0.558,0.0,0.77,0.666,0.053,28.383,84.916,61.98,72.38,69.99,29.06,19.96,21.96
4352-2014,PRV12066,ACPE Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,788.163,health,0.341,2.087,0.748,0.076,0.015,0.436,0.0,31.34,55.609,83.13,93.57,83.28,29.2,33.33,29.23
4361-2014,PRV12070,Australian College of Natural Medicine Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,2505.819,health,1.0,0.0,0.0,0.0,0.021,0.418,0.0,28.969,49.775,80.11,89.87,80.32,31.75,28.57,31.7
4362-2014,PRV12099,ICHM Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,364.672,mge_com,1.0,0.0,0.0,0.0,0.556,0.453,0.0,26.705,48.777,93.43,88.58,90.86,17.39,6.98,10.61
4364-2014,PRV12166,Edith Cowan College Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,579.875,mge_com,0.321,2.439,0.797,0.0,0.906,0.719,0.0,37.658,133.962,61.15,60.87,60.9,24.68,18.25,19.31
4365-2014,PRV12157,Colleges of Business and Technology (WA) Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,775.062,mge_com,0.329,2.28,0.765,0.0,0.743,0.594,0.016,28.381,69.852,75.35,78.64,77.79,19.5,19.39,19.42
4367-2014,PRV12138,Melbourne Institute of Technology Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,779.747,mge_com,0.57,1.213,0.529,0.353,0.724,0.617,0.054,25.332,66.116,64.05,76.0,72.71,31.58,22.45,24.85
4371-2014,PRV12042,SAE Institute Pty Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,2094.655,creat_art,1.0,0.0,0.0,0.0,0.059,0.392,0.0,28.717,47.224,79.24,85.07,79.56,30.05,15.52,29.33
4375-2014,PRV12058,Think: Colleges Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,2757.065,mge_com,0.341,2.107,0.743,0.028,0.077,0.39,0.0,29.815,48.886,79.91,89.91,80.68,33.75,17.07,33.04
4377-2014,PRV12027,UOWC Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,63.75,mge_com,0.996,0.037,0.008,0.0,0.816,0.573,0.07,19.723,46.223,67.02,74.28,72.94,21.05,37.97,34.69
4378-2014,PRV12029,JMC Pty. Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,2689.745,creat_art,0.847,0.616,0.259,0.0,0.04,0.411,0.0,29.381,49.857,84.45,89.501,84.45,26.93,24.894,26.93
4381-2014,PRV12025,"International College of Management, Sydney Pty. Limited",2014,for_profit,for_profit,private,for_profit,NUHEP,current,701.352,mge_com,0.947,0.301,0.101,0.019,0.232,0.467,0.0,29.727,55.729,79.28,82.83,80.1,24.38,13.07,20.41
4384-2014,PRV12094,Kaplan Business School Pty Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,1536.625,mge_com,1.0,0.0,0.0,0.397,0.919,0.66,0.0,27.148,79.901,58.27,63.58,63.14,33.67,29.84,30.32
4386-2014,PRV12031,Macleay College Pty Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,286.666,mge_com,0.628,0.952,0.467,0.0,0.017,0.378,0.0,28.691,46.112,81.38,93.22,81.59,27.0,0.0,26.59
4387-2014,PRV12039,Raffles College Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,726.875,mge_com,0.422,1.718,0.661,0.197,0.661,0.46,0.0,28.985,53.694,90.52,82.06,85.01,12.61,20.36,17.77
4391-2014,PRV12096,Educational Enterprises Australia Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,353.5,mge_com,0.687,1.121,0.461,0.0,0.975,0.623,0.0,37.554,99.653,78.87,71.74,71.92,33.33,19.29,19.77
4392-2014,PRV12075,Gestalt Therapy Brisbane Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,29.25,soc_cult,1.0,0.0,0.0,1.0,0.0,0.175,0.104,18.969,23.004,96.09,100.0,96.09,7.69,3.854,7.69
4396-2014,PRV12113,Academy of Design Australia Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,215.9,creat_art,1.0,0.0,0.0,0.0,0.026,0.233,0.0,26.42,34.436,91.99,75.0,91.53,24.3,0.0,23.42
4401-2014,PRV12065,Whitehouse Institute Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,433.666,creat_art,1.0,0.0,0.0,0.006,0.029,0.522,0.0,31.05,64.945,93.32,90.02,93.23,16.77,66.67,17.65
4405-2014,PRV12083,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,2014,for_profit,for_profit,private,for_profit,NUHEP,current,114.125,soc_cult,1.0,0.0,0.0,0.0,0.002,0.3,0.0,24.161,34.517,81.99,100.0,82.04,49.22,26.804,49.22
4409-2014,PRV12021,Group Colleges Australia Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,490.918,mge_com,1.0,0.0,0.0,0.015,1.0,0.808,0.0,25.407,132.461,48.236,62.98,62.98,48.542,34.48,34.48
4411-2014,PRV12146,Acknowledge Education Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,156.875,mge_com,1.0,0.0,0.0,0.0,0.978,0.499,0.0,32.537,64.919,77.78,63.49,63.84,20.0,40.91,39.78
4417-2014,PRV12186,Navitas Bundoora Pty Ltd,2014,pathway,for_profit,private,for_profit,NUHEP,current,649.875,mge_com,0.565,1.528,0.589,0.0,0.675,0.525,0.0,33.34,70.218,77.11,71.12,73.07,33.85,35.15,34.85
4420-2014,PRV12051,Kent Institute Australia Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,234.0,mge_com,1.0,0.0,0.0,0.0,1.0,0.777,0.0,24.801,111.056,54.856,67.63,67.63,42.816,29.49,29.49
4421-2014,PRV12100,Le Cordon Bleu Australia Pty Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,395.745,mge_com,1.0,0.0,0.0,0.249,0.885,0.571,0.006,21.765,50.719,82.69,86.62,86.16,18.18,8.72,9.94
4424-2014,PRV12030,Kaplan Higher Education Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,806.584,mge_com,0.949,0.355,0.097,0.849,0.15,0.178,0.0,26.454,32.185,92.89,68.56,89.22,34.67,40.0,35.32
4425-2014,PRV12090,Australian Institute of Business Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,1540.625,mge_com,1.0,0.0,0.0,0.998,0.052,0.308,0.111,25.423,36.746,78.45,85.85,78.86,8.45,5.56,8.38
7001-2014,PRV12187,Australian College of the Arts Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,151.083,creat_art,0.705,0.875,0.416,0.0,0.0,0.457,0.0,32.143,59.247,81.59,87.82,81.59,25.51,27.415,25.51
7014-2014,PRV12084,Jazz Music Institute Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,57.1,creat_art,1.0,0.0,0.0,0.0,0.018,0.419,0.0,26.291,45.268,93.54,100.0,93.65,12.5,20.892,12.5
7035-2014,PRV12200,Photography Holdings Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,87.72,creat_art,1.0,0.0,0.0,0.0,0.0,0.317,0.0,23.881,34.975,95.57,99.319,95.57,27.12,25.904,27.12
7116-2014,PRV12044,Study Group Australia Pty Limited,2014,for_profit,for_profit,private,for_profit,NUHEP,current,144.788,mge_com,0.887,0.509,0.201,0.0,0.869,0.809,0.0,31.081,162.499,61.97,84.47,82.73,100.0,28.0,28.71
7124-2014,PRV12005,Academy of Information Technology Pty Ltd,2014,for_profit,for_profit,private,for_profit,NUHEP,current,253.125,creat_art,0.87,0.557,0.226,0.0,0.481,0.547,0.0,32.701,72.154,74.67,71.9,73.33,22.22,21.962,22.22
4336-2015,PRV12009,Navitas Professional Institute Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,2663.601,soc_cult,1.0,0.0,0.0,0.296,0.031,0.454,0.004,24.112,44.139,81.36,90.71,81.65,27.07,31.25,27.15
4339-2015,PRV12128,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,2015,for_profit,for_profit,private,for_profit,NUHEP,current,4568.625,mge_com,0.988,0.094,0.024,0.562,0.981,0.544,0.0,30.479,66.904,74.82,64.37,64.57,38.03,33.58,33.68
4344-2015,PRV12102,South Australian Institute of Business and Technology Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,957.367,mge_com,0.399,2.151,0.746,0.0,0.736,0.699,0.104,26.415,87.826,55.39,66.45,63.53,35.23,30.01,31.44
4348-2015,PRV12137,Melbourne Institute of Business and Technology Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,2327.0,mge_com,0.532,1.934,0.651,0.0,0.606,0.62,0.016,34.488,90.805,67.78,61.14,63.76,27.13,29.45,28.57
4349-2015,PRV12046,Sydney Institute of Business and Technology Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,2279.5,mge_com,0.764,1.138,0.395,0.0,0.749,0.655,0.205,20.834,60.308,60.8,74.95,71.4,21.1,12.0,14.88
4350-2015,PRV12078,Queensland Institute of Business & Technology Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,1928.75,mge_com,0.601,1.941,0.607,0.0,0.723,0.624,0.11,23.605,62.805,67.52,76.62,74.1,29.98,20.21,22.7
4352-2015,PRV12066,ACPE Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,700.505,health,0.272,2.153,0.765,0.101,0.021,0.589,0.0,31.747,77.326,79.69,87.83,79.86,25.93,55.56,26.51
4361-2015,PRV12070,Australian College of Natural Medicine Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,2565.994,health,1.0,0.0,0.0,0.0,0.02,0.427,0.0,25.347,44.217,81.28,84.11,81.34,31.59,25.0,31.54
4362-2015,PRV12099,ICHM Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,274.0,mge_com,1.0,0.0,0.0,0.0,0.603,0.491,0.11,19.614,38.522,86.29,83.94,84.92,6.06,21.74,15.19
4364-2015,PRV12166,Edith Cowan College Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,543.25,mge_com,0.269,2.457,0.804,0.0,0.941,0.751,0.067,27.384,109.818,58.33,65.86,65.42,33.33,23.21,24.19
4365-2015,PRV12157,Colleges of Business and Technology (WA) Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,800.088,mge_com,0.347,2.282,0.762,0.0,0.74,0.607,0.17,24.853,63.313,70.87,75.64,74.4,10.19,9.32,9.56
4367-2015,PRV12138,Melbourne Institute of Technology Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,744.709,mge_com,0.555,1.256,0.543,0.332,0.677,0.587,0.151,20.577,49.857,65.08,76.61,72.89,28.21,23.94,25.31
4371-2015,PRV12042,SAE Institute Pty Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,2545.153,creat_art,0.819,0.681,0.296,0.0,0.064,0.476,0.0,26.319,50.208,79.69,87.63,80.2,32.81,28.41,32.55
4375-2015,PRV12058,Think: Colleges Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,2569.638,mge_com,0.292,2.135,0.754,0.019,0.0,0.682,0.0,32.161,101.015,79.19,100.0,79.2,34.68,93.46,37.89
4377-2015,PRV12027,UOWC Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,114.125,mge_com,0.878,0.534,0.214,0.0,0.683,0.623,0.0,32.61,86.385,75.0,67.74,70.03,25.0,17.14,19.15
4378-2015,PRV12029,JMC Pty. Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,2618.972,creat_art,0.845,0.623,0.262,0.0,0.041,0.349,0.034,20.412,31.379,84.38,99.77,85.02,30.53,0.0,30.5
4381-2015,PRV12025,"International College of Management, Sydney Pty. Limited",2015,for_profit,for_profit,private,for_profit,NUHEP,current,745.655,mge_com,0.932,0.357,0.126,0.081,0.396,0.604,0.013,23.261,58.671,84.03,88.56,85.82,22.37,55.17,24.33
4384-2015,PRV12094,Kaplan Business School Pty Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,1640.375,mge_com,1.0,0.0,0.0,0.474,0.927,0.662,0.015,21.918,64.775,62.81,68.94,68.49,42.53,30.69,31.63
4386-2015,PRV12031,Macleay College Pty Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,280.416,mge_com,0.596,0.973,0.482,0.0,0.028,0.842,0.235,25.951,164.438,50.0,100.0,64.71,2.93,33.33,3.41
4387-2015,PRV12039,Raffles College Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,531.125,mge_com,0.45,1.67,0.644,0.255,0.615,0.505,0.11,23.299,47.108,82.77,83.29,83.09,15.38,12.18,13.07
4391-2015,PRV12096,Educational Enterprises Australia Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,387.0,mge_com,0.679,1.202,0.482,0.0,0.988,0.68,0.174,22.037,68.875,63.16,69.6,69.52,20.0,19.1,19.12
4392-2015,PRV12075,Gestalt Therapy Brisbane Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,28.344,soc_cult,1.0,0.0,0.0,1.0,0.0,0.21,0.186,16.759,21.218,90.97,95.245,90.97,8.0,5.914,8.0
4396-2015,PRV12113,Academy of Design Australia Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,197.8,creat_art,1.0,0.0,0.0,0.0,0.022,0.676,0.0,28.596,88.17,91.61,100.0,91.8,23.46,100.0,24.39
4401-2015,PRV12065,Whitehouse Institute Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,371.49,creat_art,1.0,0.0,0.0,0.041,0.038,0.369,0.048,22.762,36.062,93.42,86.6,93.16,17.96,22.22,18.18
4405-2015,PRV12083,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,2015,for_profit,for_profit,private,for_profit,NUHEP,current,215.625,soc_cult,1.0,0.0,0.0,0.113,0.005,0.425,0.0,22.532,39.192,79.76,100.0,79.86,41.96,34.439,41.96
4409-2015,PRV12021,Group Colleges Australia Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,483.125,mge_com,1.0,0.0,0.0,0.184,1.0,0.767,0.0,25.715,110.466,51.274,57.91,57.91,50.094,41.47,41.47
4411-2015,PRV12146,Acknowledge Education Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,218.375,mge_com,1.0,0.0,0.0,0.0,0.986,0.721,0.0,26.118,93.519,58.33,60.93,60.89,46.138,43.23,43.23
4417-2015,PRV12186,Navitas Bundoora Pty Ltd,2015,pathway,for_profit,private,for_profit,NUHEP,current,757.875,mge_com,0.536,1.689,0.617,0.0,0.661,0.536,0.091,24.591,53.045,80.17,78.24,78.9,17.33,25.22,22.6
4421-2015,PRV12100,Le Cordon Bleu Australia Pty Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,431.99,mge_com,1.0,0.0,0.0,0.24,0.917,0.559,0.107,16.071,36.475,83.46,87.62,87.28,15.79,7.65,8.47
4424-2015,PRV12030,Kaplan Higher Education Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,757.391,mge_com,0.962,0.274,0.074,0.893,0.102,0.258,0.086,24.789,33.404,83.5,62.84,81.38,29.37,40.17,30.83
4425-2015,PRV12090,Australian Institute of Business Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,3196.643,mge_com,1.0,0.0,0.0,0.999,0.082,0.255,0.151,19.937,26.76,80.64,81.61,80.72,19.2,12.12,19.08
4453-2015,PRV13002,Australasian College of Health and Wellness,2015,for_profit,for_profit,private,for_profit,NUHEP,current,15.625,health,1.0,0.0,0.0,0.0,0.0,0.546,0.0,31.253,68.842,68.1,74.302,68.1,33.667,40.068,35.267
4458-2015,PRV12071,Australian Institute of Management Education and Training Pty Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,1.875,mge_com,1.0,0.0,0.0,1.0,0.0,0.26,0.087,19.875,26.854,80.0,85.491,80.0,29.452,23.374,30.263
7001-2015,PRV12187,Australian College of the Arts Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,216.082,creat_art,0.686,0.898,0.431,0.0,0.015,0.558,0.0,27.322,61.822,81.63,100.0,81.92,25.56,34.52,25.56
7014-2015,PRV12084,Jazz Music Institute Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,60.112,creat_art,1.0,0.0,0.0,0.0,0.0,0.5,0.096,25.764,51.568,89.56,94.426,89.56,0.0,18.583,0.0
7116-2015,PRV12044,Study Group Australia Pty Limited,2015,for_profit,for_profit,private,for_profit,NUHEP,current,316.875,mge_com,0.763,0.789,0.361,0.0,0.79,0.663,0.251,14.848,44.091,55.87,76.32,72.29,26.67,23.31,24.16
7124-2015,PRV12005,Academy of Information Technology Pty Ltd,2015,for_profit,for_profit,private,for_profit,NUHEP,current,306.792,creat_art,0.774,0.771,0.35,0.0,0.555,0.817,0.148,35.548,194.429,33.22,46.19,40.42,28.05,29.09,28.47
4336-2016,PRV12009,Navitas Professional Institute Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,2781.077,soc_cult,1.0,0.0,0.0,0.3,0.037,0.317,0.0,24.727,36.19,79.94,95.03,80.49,30.97,20.31,30.65
4339-2016,PRV12128,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,2016,for_profit,for_profit,private,for_profit,NUHEP,current,7054.125,mge_com,0.98,0.143,0.04,0.577,0.991,0.48,0.0,32.301,62.09,72.54,66.11,66.16,44.64,32.03,32.17
4344-2016,PRV12102,South Australian Institute of Business and Technology Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,996.079,mge_com,0.363,2.209,0.765,0.0,0.735,0.632,0.07,27.569,74.964,55.55,69.24,65.65,32.28,26.44,28.09
4348-2016,PRV12137,Melbourne Institute of Business and Technology Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,2424.75,mge_com,0.517,1.963,0.662,0.0,0.608,0.583,0.006,34.909,83.749,62.38,63.46,63.04,26.23,25.99,26.09
4349-2016,PRV12046,Sydney Institute of Business and Technology Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,961.0,mge_com,0.732,1.247,0.438,0.0,0.776,0.587,0.118,23.501,56.915,63.6,76.72,73.78,23.22,14.57,16.66
4350-2016,PRV12078,Queensland Institute of Business & Technology Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,1851.375,mge_com,0.577,2.011,0.631,0.0,0.694,0.572,0.073,24.606,57.475,65.88,80.93,76.33,30.94,14.37,19.21
4352-2016,PRV12066,ACPE Limited,2016,for_profit,for_profit,private,for_profit,NUHEP,current,637.98,health,0.333,2.167,0.762,0.019,0.016,0.651,0.0,37.904,108.453,77.31,93.98,77.58,23.96,87.5,25.18
4361-2016,PRV12070,Australian College of Natural Medicine Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,2820.856,health,1.0,0.0,0.0,0.0,0.018,0.375,0.0,28.534,45.638,78.42,88.44,78.6,25.94,18.18,25.82
4362-2016,PRV12099,ICHM Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,390.375,mge_com,1.0,0.0,0.0,0.0,0.618,0.431,0.0,24.706,43.45,87.43,85.83,86.45,22.22,16.42,18.09
4364-2016,PRV12166,Edith Cowan College Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,541.625,health,0.267,2.424,0.797,0.0,0.937,0.719,0.042,29.97,106.702,56.13,67.05,66.36,29.63,14.6,15.45
4365-2016,PRV12157,Colleges of Business and Technology (WA) Pty Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,1202.512,mge_com,0.307,2.37,0.786,0.0,0.664,0.575,0.075,28.799,67.714,67.94,76.93,73.91,17.27,8.32,10.83
4367-2016,PRV12138,Melbourne Institute of Technology Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,1245.313,info_tech,0.478,1.25,0.55,0.406,0.816,0.51,0.0,25.65,52.389,75.11,78.23,77.66,30.9,20.26,23.59
4371-2016,PRV12042,SAE Institute Pty Limited,2016,for_profit,for_profit,private,for_profit,NUHEP,current,2662.625,creat_art,1.0,0.0,0.0,0.0,0.083,0.319,0.0,26.403,38.755,81.96,86.31,82.32,28.62,13.1,27.68
4375-2016,PRV12058,Think: Colleges Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,2311.905,health,0.364,2.109,0.743,0.021,0.122,0.373,0.0,29.998,47.874,79.66,85.45,80.37,32.91,29.025,32.91
4377-2016,PRV12027,UOWC Ltd,2016,pathway,for_profit,private,for_profit,NUHEP,current,145.875,mge_com,0.706,0.874,0.415,0.0,0.685,0.42,0.0,26.01,44.842,94.02,88.74,90.4,18.92,15.12,16.26
4378-2016,PRV12029,JMC Pty. Limited,2016,for_profit,for_profit,private,for_profit,NUHEP,current,2579.04,creat_art,0.854,0.599,0.249,0.0,0.065,0.366,0.0,25.718,40.558,84.05,99.7,84.74,27.48,20.893,27.48
4381-2016,PRV12025,"International College of Management, Sydney Pty. Limited",2016,for_profit,for_profit,private,for_profit,NUHEP,current,790.892,mge_com,0.935,0.346,0.121,0.123,0.469,0.415,0.0,23.905,40.884,83.88,85.44,84.61,21.28,24.22,22.57
4384-2016,PRV12094,Kaplan Business School Pty Limited,2016,for_profit,for_profit,private,for_profit,NUHEP,current,1626.125,mge_com,1.0,0.0,0.0,0.45,0.942,0.501,0.031,20.507,41.137,72.05,75.82,75.61,25.47,24.19,24.31
4386-2016,PRV12031,Macleay College Pty Limited,2016,for_profit,for_profit,private,for_profit,NUHEP,current,306.915,mge_com,0.601,0.97,0.48,0.0,0.023,0.355,0.0,29.737,46.131,81.86,86.75,81.97,25.5,12.5,25.1
4387-2016,PRV12039,Raffles College Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,170.812,creat_art,0.464,1.787,0.673,0.0,0.0,0.277,0.058,20.731,28.686,81.81,87.729,81.81,21.51,81.33,58.44
4391-2016,PRV12096,Educational Enterprises Australia Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,413.125,mge_com,0.618,1.318,0.539,0.0,0.987,0.676,0.0,39.099,120.55,72.09,73.5,73.48,60.0,16.85,17.44
4396-2016,PRV12113,Academy of Design Australia Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,218.1,creat_art,1.0,0.0,0.0,0.0,0.027,0.247,0.0,24.551,32.621,88.47,87.93,88.45,22.35,0.0,21.84
4401-2016,PRV12065,Whitehouse Institute Pty Ltd,2016,for_profit,for_profit,private,for_profit,NUHEP,current,331.313,creat_art,1.0,0.0,0.0,0.052,0.048,0.355,0.0,26.315,40.79,93.85,90.01,93.66,28.93,63.64,31.18
