ref_year,provider_code,code_year,provider_name,Course_level,primary_BFOE,citizenship,EFTSL
2017,3030,3030-2017,Deakin University,Undergrad,04 Architecture and Building,Domestic,642.875
2017,3030,3030-2017,Deakin University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,402.25
2017,3030,3030-2017,Deakin University,Undergrad,06 Health,Domestic,6113.32375
2017,3030,3030-2017,Deakin University,Undergrad,07 Education,Domestic,3299
2017,3030,3030-2017,Deakin University,Undergrad,08 Management and Commerce,Domestic,3471.09375
2017,3030,3030-2017,Deakin University,Undergrad,09 Society and Culture,Domestic,7896.585
2017,3030,3030-2017,Deakin University,Undergrad,10 Creative Arts,Domestic,1135.51875
2017,3030,3030-2017,Deakin University,Postgrad by course,01 Natural and Physical Sciences,International,26.125
2017,3030,3030-2017,Deakin University,Postgrad by course,02 Information Technology,International,820.375
2017,3030,3030-2017,Deakin University,Postgrad by course,03 Engineering and Related Technologies,International,598.125
2017,3030,3030-2017,Deakin University,Postgrad by course,04 Architecture and Building,International,548.5
2017,3030,3030-2017,Deakin University,Postgrad by course,06 Health,International,276.125
2017,3030,3030-2017,Deakin University,Postgrad by course,07 Education,International,150.5
2017,3030,3030-2017,Deakin University,Postgrad by course,08 Management and Commerce,International,1595.5
2017,3030,3030-2017,Deakin University,Postgrad by course,09 Society and Culture,International,91.25
2017,3030,3030-2017,Deakin University,Postgrad by course,10 Creative Arts,International,95.125
2017,3030,3030-2017,Deakin University,Undergrad,01 Natural and Physical Sciences,International,163.625
2017,3030,3030-2017,Deakin University,Undergrad,02 Information Technology,International,445.775
2017,3030,3030-2017,Deakin University,Undergrad,03 Engineering and Related Technologies,International,225.25
2017,3030,3030-2017,Deakin University,Undergrad,04 Architecture and Building,International,121.375
2017,3030,3030-2017,Deakin University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,57.5
2017,3030,3030-2017,Deakin University,Undergrad,06 Health,International,603.5
2017,3030,3030-2017,Deakin University,Undergrad,07 Education,International,52.75
2017,3030,3030-2017,Deakin University,Undergrad,08 Management and Commerce,International,1946.125
2017,3030,3030-2017,Deakin University,Undergrad,09 Society and Culture,International,261.25
2017,3030,3030-2017,Deakin University,Undergrad,10 Creative Arts,International,177.5
2017,3032,3032-2017,Griffith University,Postgrad by course,01 Natural and Physical Sciences,Domestic,18.875
2017,3032,3032-2017,Griffith University,Postgrad by course,02 Information Technology,Domestic,26
2017,3032,3032-2017,Griffith University,Postgrad by course,03 Engineering and Related Technologies,Domestic,34.625
2017,3032,3032-2017,Griffith University,Postgrad by course,04 Architecture and Building,Domestic,47.25
2017,3032,3032-2017,Griffith University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,9.75
2017,3032,3032-2017,Griffith University,Postgrad by course,06 Health,Domestic,1432.7
2017,3032,3032-2017,Griffith University,Postgrad by course,07 Education,Domestic,533.25
2017,3032,3032-2017,Griffith University,Postgrad by course,08 Management and Commerce,Domestic,620.5
2017,3032,3032-2017,Griffith University,Postgrad by course,09 Society and Culture,Domestic,568
2017,3032,3032-2017,Griffith University,Postgrad by course,10 Creative Arts,Domestic,84.375
2017,3032,3032-2017,Griffith University,Undergrad,01 Natural and Physical Sciences,Domestic,2055.39222
2017,3032,3032-2017,Griffith University,Undergrad,02 Information Technology,Domestic,713.21335
2017,3032,3032-2017,Griffith University,Undergrad,03 Engineering and Related Technologies,Domestic,1468.75606
2017,3032,3032-2017,Griffith University,Undergrad,04 Architecture and Building,Domestic,413.52774
2017,3032,3032-2017,Griffith University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,123.5
2017,3032,3032-2017,Griffith University,Undergrad,06 Health,Domestic,3825.10859
2017,3032,3032-2017,Griffith University,Undergrad,07 Education,Domestic,1528.125
2017,3032,3032-2017,Griffith University,Undergrad,08 Management and Commerce,Domestic,4575.25
2017,3032,3032-2017,Griffith University,Undergrad,09 Society and Culture,Domestic,6659.60937
2017,3032,3032-2017,Griffith University,Undergrad,10 Creative Arts,Domestic,2980.625
2017,3032,3032-2017,Griffith University,Postgrad by course,02 Information Technology,International,170.625
2017,3032,3032-2017,Griffith University,Postgrad by course,03 Engineering and Related Technologies,International,196.625
2017,3032,3032-2017,Griffith University,Postgrad by course,04 Architecture and Building,International,22.375
2017,3032,3032-2017,Griffith University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,20
2017,3032,3032-2017,Griffith University,Postgrad by course,06 Health,International,132.0625
2017,3032,3032-2017,Griffith University,Postgrad by course,07 Education,International,90.5
2017,3032,3032-2017,Griffith University,Postgrad by course,08 Management and Commerce,International,631.75
2017,3032,3032-2017,Griffith University,Postgrad by course,09 Society and Culture,International,43.5
2017,3032,3032-2017,Griffith University,Postgrad by course,10 Creative Arts,International,39
2017,3032,3032-2017,Griffith University,Undergrad,01 Natural and Physical Sciences,International,239.5
2017,3032,3032-2017,Griffith University,Undergrad,02 Information Technology,International,168.875
2017,3032,3032-2017,Griffith University,Undergrad,03 Engineering and Related Technologies,International,311.125
2017,3032,3032-2017,Griffith University,Undergrad,04 Architecture and Building,International,26.625
2017,3032,3032-2017,Griffith University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,15.75
2017,3032,3032-2017,Griffith University,Undergrad,06 Health,International,304.1821
2017,3032,3032-2017,Griffith University,Undergrad,07 Education,International,13.125
2017,3032,3032-2017,Griffith University,Undergrad,08 Management and Commerce,International,1978.875
2017,3032,3032-2017,Griffith University,Undergrad,09 Society and Culture,International,252.12076
2017,3032,3032-2017,Griffith University,Undergrad,10 Creative Arts,International,266.8125
2017,3033,3033-2017,The Australian National University,Postgrad by course,01 Natural and Physical Sciences,Domestic,100.625
2017,3033,3033-2017,The Australian National University,Postgrad by course,02 Information Technology,Domestic,30.125
2017,3033,3033-2017,The Australian National University,Postgrad by course,03 Engineering and Related Technologies,Domestic,6.25
2017,3033,3033-2017,The Australian National University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,38
2017,3033,3033-2017,The Australian National University,Postgrad by course,06 Health,Domestic,388.625
2017,3033,3033-2017,The Australian National University,Postgrad by course,07 Education,Domestic,2.625
2017,3033,3033-2017,The Australian National University,Postgrad by course,08 Management and Commerce,Domestic,61.875
2017,3033,3033-2017,The Australian National University,Postgrad by course,09 Society and Culture,Domestic,1813.64639
2017,3033,3033-2017,The Australian National University,Postgrad by course,10 Creative Arts,Domestic,9.25
2017,3033,3033-2017,The Australian National University,Undergrad,01 Natural and Physical Sciences,Domestic,1028
2017,3033,3033-2017,The Australian National University,Undergrad,02 Information Technology,Domestic,308.125
2017,3033,3033-2017,The Australian National University,Undergrad,03 Engineering and Related Technologies,Domestic,477.375
2017,3033,3033-2017,The Australian National University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,69.875
2017,3033,3033-2017,The Australian National University,Undergrad,06 Health,Domestic,3
2017,3033,3033-2017,The Australian National University,Undergrad,08 Management and Commerce,Domestic,828.0625
2017,3033,3033-2017,The Australian National University,Undergrad,09 Society and Culture,Domestic,4615.3125
2017,3033,3033-2017,The Australian National University,Undergrad,10 Creative Arts,Domestic,320.75
2017,3033,3033-2017,The Australian National University,Postgrad by course,01 Natural and Physical Sciences,International,174.25
2017,3033,3033-2017,The Australian National University,Postgrad by course,02 Information Technology,International,220.625
2017,3033,3033-2017,The Australian National University,Postgrad by course,03 Engineering and Related Technologies,International,127.375
2017,3033,3033-2017,The Australian National University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,117.45
2017,3033,3033-2017,The Australian National University,Postgrad by course,06 Health,International,55.75
2017,3033,3033-2017,The Australian National University,Postgrad by course,07 Education,International,0.25
2017,3033,3033-2017,The Australian National University,Postgrad by course,08 Management and Commerce,International,2233
2017,3033,3033-2017,The Australian National University,Postgrad by course,09 Society and Culture,International,776
2017,3033,3033-2017,The Australian National University,Postgrad by course,10 Creative Arts,International,15.25
2017,3033,3033-2017,The Australian National University,Undergrad,01 Natural and Physical Sciences,International,309.5
2017,3033,3033-2017,The Australian National University,Undergrad,02 Information Technology,International,386.375
2017,3033,3033-2017,The Australian National University,Undergrad,03 Engineering and Related Technologies,International,306.25
2017,3033,3033-2017,The Australian National University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,40
2017,3033,3033-2017,The Australian National University,Undergrad,08 Management and Commerce,International,1099.5
2017,3033,3033-2017,The Australian National University,Undergrad,09 Society and Culture,International,568.5
2017,3033,3033-2017,The Australian National University,Undergrad,10 Creative Arts,International,16.5
2017,3034,3034-2017,RMIT University,Postgrad by course,01 Natural and Physical Sciences,Domestic,187.875
2017,3034,3034-2017,RMIT University,Postgrad by course,02 Information Technology,Domestic,111
2017,3034,3034-2017,RMIT University,Postgrad by course,03 Engineering and Related Technologies,Domestic,191
2017,3034,3034-2017,RMIT University,Postgrad by course,04 Architecture and Building,Domestic,280.375
2017,3034,3034-2017,RMIT University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,25
2017,3034,3034-2017,RMIT University,Postgrad by course,06 Health,Domestic,179
2017,3034,3034-2017,RMIT University,Postgrad by course,07 Education,Domestic,262.625
2017,3034,3034-2017,RMIT University,Postgrad by course,08 Management and Commerce,Domestic,820
2017,3034,3034-2017,RMIT University,Postgrad by course,09 Society and Culture,Domestic,650.625
2017,3034,3034-2017,RMIT University,Postgrad by course,10 Creative Arts,Domestic,316.125
2017,3034,3034-2017,RMIT University,Undergrad,01 Natural and Physical Sciences,Domestic,1531
2017,3034,3034-2017,RMIT University,Undergrad,02 Information Technology,Domestic,1649.625
2017,3034,3034-2017,RMIT University,Undergrad,03 Engineering and Related Technologies,Domestic,3867.375
2017,3034,3034-2017,RMIT University,Undergrad,04 Architecture and Building,Domestic,1690
2017,3034,3034-2017,RMIT University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,163.875
2017,3034,3034-2017,RMIT University,Undergrad,06 Health,Domestic,2407.25
2017,3034,3034-2017,RMIT University,Undergrad,07 Education,Domestic,770.5
2017,3034,3034-2017,RMIT University,Undergrad,08 Management and Commerce,Domestic,5344.625
2017,3034,3034-2017,RMIT University,Undergrad,09 Society and Culture,Domestic,2322.125
2017,3034,3034-2017,RMIT University,Undergrad,10 Creative Arts,Domestic,3710.25
2017,3034,3034-2017,RMIT University,Postgrad by course,01 Natural and Physical Sciences,International,423.5
2017,3034,3034-2017,RMIT University,Postgrad by course,02 Information Technology,International,625.75
2017,3034,3034-2017,RMIT University,Postgrad by course,03 Engineering and Related Technologies,International,726.375
2017,3034,3034-2017,RMIT University,Postgrad by course,04 Architecture and Building,International,356.375
2017,3034,3034-2017,RMIT University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,25.5
2017,3034,3034-2017,RMIT University,Postgrad by course,06 Health,International,1
2017,3034,3034-2017,RMIT University,Postgrad by course,07 Education,International,72.125
2017,3034,3034-2017,RMIT University,Postgrad by course,08 Management and Commerce,International,1498.5
2017,3034,3034-2017,RMIT University,Postgrad by course,09 Society and Culture,International,131.625
2017,3034,3034-2017,RMIT University,Postgrad by course,10 Creative Arts,International,440.875
2017,3034,3034-2017,RMIT University,Undergrad,01 Natural and Physical Sciences,International,236.75
2017,3034,3034-2017,RMIT University,Undergrad,02 Information Technology,International,513.25
2017,3034,3034-2017,RMIT University,Undergrad,03 Engineering and Related Technologies,International,1271.5
2017,3034,3034-2017,RMIT University,Undergrad,04 Architecture and Building,International,630.625
2017,3034,3034-2017,RMIT University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,11.5
2017,3034,3034-2017,RMIT University,Undergrad,06 Health,International,273.25
2017,3034,3034-2017,RMIT University,Undergrad,07 Education,International,67.25
2017,3034,3034-2017,RMIT University,Undergrad,08 Management and Commerce,International,2773.125
2017,3034,3034-2017,RMIT University,Undergrad,09 Society and Culture,International,90.125
2017,3034,3034-2017,RMIT University,Undergrad,10 Creative Arts,International,883.125
2017,3035,3035-2017,Monash University,Postgrad by course,01 Natural and Physical Sciences,Domestic,102.6875
2017,3035,3035-2017,Monash University,Postgrad by course,02 Information Technology,Domestic,215.5
2017,3035,3035-2017,Monash University,Postgrad by course,03 Engineering and Related Technologies,Domestic,39
2017,3035,3035-2017,Monash University,Postgrad by course,04 Architecture and Building,Domestic,72.875
2017,3035,3035-2017,Monash University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,51.25
2017,3035,3035-2017,Monash University,Postgrad by course,06 Health,Domestic,902.625
2017,3035,3035-2017,Monash University,Postgrad by course,07 Education,Domestic,1002.625
2017,3035,3035-2017,Monash University,Postgrad by course,08 Management and Commerce,Domestic,507.25
2017,3035,3035-2017,Monash University,Postgrad by course,09 Society and Culture,Domestic,1929.875
2017,3035,3035-2017,Monash University,Postgrad by course,10 Creative Arts,Domestic,89.25
2017,3035,3035-2017,Monash University,Undergrad,01 Natural and Physical Sciences,Domestic,5017
2017,3035,3035-2017,Monash University,Undergrad,02 Information Technology,Domestic,864.5
2017,3035,3035-2017,Monash University,Undergrad,03 Engineering and Related Technologies,Domestic,2242.875
2017,3035,3035-2017,Monash University,Undergrad,04 Architecture and Building,Domestic,284.75
2017,3035,3035-2017,Monash University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,10.625
2017,3035,3035-2017,Monash University,Undergrad,06 Health,Domestic,5116
2017,3035,3035-2017,Monash University,Undergrad,07 Education,Domestic,2125.8125
2017,3035,3035-2017,Monash University,Undergrad,08 Management and Commerce,Domestic,5291.625
2017,3035,3035-2017,Monash University,Undergrad,09 Society and Culture,Domestic,5766.125
2017,3035,3035-2017,Monash University,Undergrad,10 Creative Arts,Domestic,966.25
2017,3035,3035-2017,Monash University,Postgrad by course,01 Natural and Physical Sciences,International,62.75
2017,3035,3035-2017,Monash University,Postgrad by course,02 Information Technology,International,1344.25
2017,3035,3035-2017,Monash University,Postgrad by course,03 Engineering and Related Technologies,International,268.625
2017,3035,3035-2017,Monash University,Postgrad by course,04 Architecture and Building,International,27.875
2017,3035,3035-2017,Monash University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,73.625
2017,3035,3035-2017,Monash University,Postgrad by course,06 Health,International,204.375
2017,3035,3035-2017,Monash University,Postgrad by course,07 Education,International,994.625
2017,3035,3035-2017,Monash University,Postgrad by course,08 Management and Commerce,International,3772.25
2017,3035,3035-2017,Monash University,Postgrad by course,09 Society and Culture,International,697.625
2017,3035,3035-2017,Monash University,Postgrad by course,10 Creative Arts,International,563.875
2017,3035,3035-2017,Monash University,Undergrad,01 Natural and Physical Sciences,International,425.375
2017,3035,3035-2017,Monash University,Undergrad,02 Information Technology,International,565.125
2017,3035,3035-2017,Monash University,Undergrad,03 Engineering and Related Technologies,International,1204.875
2017,3035,3035-2017,Monash University,Undergrad,04 Architecture and Building,International,140.875
2017,3035,3035-2017,Monash University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,1
2017,3035,3035-2017,Monash University,Undergrad,06 Health,International,1124.875
2017,3035,3035-2017,Monash University,Undergrad,07 Education,International,362.75
2017,3035,3035-2017,Monash University,Undergrad,08 Management and Commerce,International,4012.625
2017,3035,3035-2017,Monash University,Undergrad,09 Society and Culture,International,944.5
2017,3035,3035-2017,Monash University,Undergrad,10 Creative Arts,International,197.75
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,01 Natural and Physical Sciences,Domestic,530
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,02 Information Technology,Domestic,155.625
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,03 Engineering and Related Technologies,Domestic,843.5
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,04 Architecture and Building,Domestic,502.5
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,229.25
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,06 Health,Domestic,3423.4755
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,07 Education,Domestic,1516.6875
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,08 Management and Commerce,Domestic,1391.9375
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,09 Society and Culture,Domestic,2109.6875
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,10 Creative Arts,Domestic,476.375
2017,3036,3036-2017,The University of Melbourne,Undergrad,01 Natural and Physical Sciences,Domestic,6831.6875
2017,3036,3036-2017,The University of Melbourne,Undergrad,02 Information Technology,Domestic,16.125
2017,3036,3036-2017,The University of Melbourne,Undergrad,03 Engineering and Related Technologies,Domestic,1.125
2017,3036,3036-2017,The University of Melbourne,Undergrad,04 Architecture and Building,Domestic,296.5
2017,3036,3036-2017,The University of Melbourne,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,1105.125
2017,3036,3036-2017,The University of Melbourne,Undergrad,06 Health,Domestic,76.375
2017,3036,3036-2017,The University of Melbourne,Undergrad,08 Management and Commerce,Domestic,2883.125
2017,3036,3036-2017,The University of Melbourne,Undergrad,09 Society and Culture,Domestic,4346.875
2017,3036,3036-2017,The University of Melbourne,Undergrad,10 Creative Arts,Domestic,1337.4375
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,01 Natural and Physical Sciences,International,391.75
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,02 Information Technology,International,1093.125
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,03 Engineering and Related Technologies,International,1857.625
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,04 Architecture and Building,International,795.25
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,209.25
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,06 Health,International,777.4375
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,07 Education,International,395.4375
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,08 Management and Commerce,International,2953.375
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,09 Society and Culture,International,797.875
2017,3036,3036-2017,The University of Melbourne,Postgrad by course,10 Creative Arts,International,411.25
2017,3036,3036-2017,The University of Melbourne,Undergrad,01 Natural and Physical Sciences,International,2855.5
2017,3036,3036-2017,The University of Melbourne,Undergrad,02 Information Technology,International,3.25
2017,3036,3036-2017,The University of Melbourne,Undergrad,04 Architecture and Building,International,270.75
2017,3036,3036-2017,The University of Melbourne,Undergrad,"05 Agriculture, Environmental and Related Studies",International,819.25
2017,3036,3036-2017,The University of Melbourne,Undergrad,06 Health,International,23.625
2017,3036,3036-2017,The University of Melbourne,Undergrad,08 Management and Commerce,International,3416
2017,3036,3036-2017,The University of Melbourne,Undergrad,09 Society and Culture,International,1182.3125
2017,3036,3036-2017,The University of Melbourne,Undergrad,10 Creative Arts,International,69
2017,3038,3038-2017,Southern Cross University,Postgrad by course,01 Natural and Physical Sciences,Domestic,6.75
2017,3038,3038-2017,Southern Cross University,Postgrad by course,02 Information Technology,Domestic,38.5
2017,3038,3038-2017,Southern Cross University,Postgrad by course,03 Engineering and Related Technologies,Domestic,50.375
2017,3038,3038-2017,Southern Cross University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,4
2017,3038,3038-2017,Southern Cross University,Postgrad by course,06 Health,Domestic,191.75
2017,3038,3038-2017,Southern Cross University,Postgrad by course,07 Education,Domestic,129.125
2017,3038,3038-2017,Southern Cross University,Postgrad by course,08 Management and Commerce,Domestic,314.375
2017,3038,3038-2017,Southern Cross University,Postgrad by course,09 Society and Culture,Domestic,132.125
2017,3038,3038-2017,Southern Cross University,Undergrad,01 Natural and Physical Sciences,Domestic,246.375
2017,3038,3038-2017,Southern Cross University,Undergrad,02 Information Technology,Domestic,119.625
2017,3038,3038-2017,Southern Cross University,Undergrad,03 Engineering and Related Technologies,Domestic,74.25
2017,3038,3038-2017,Southern Cross University,Undergrad,04 Architecture and Building,Domestic,3.375
2017,3038,3038-2017,Southern Cross University,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,274.875
2017,3038,3038-2017,Southern Cross University,Undergrad,06 Health,Domestic,1733.25
2017,3038,3038-2017,Southern Cross University,Undergrad,07 Education,Domestic,1471.375
2017,3038,3038-2017,Southern Cross University,Undergrad,08 Management and Commerce,Domestic,780.375
2017,3038,3038-2017,Southern Cross University,Undergrad,09 Society and Culture,Domestic,1260.875
2017,3038,3038-2017,Southern Cross University,Undergrad,10 Creative Arts,Domestic,382
2017,3038,3038-2017,Southern Cross University,Postgrad by course,01 Natural and Physical Sciences,International,4
2017,3038,3038-2017,Southern Cross University,Postgrad by course,03 Engineering and Related Technologies,International,7.25
2017,3038,3038-2017,Southern Cross University,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,15.125
2017,3038,3038-2017,Southern Cross University,Postgrad by course,06 Health,International,11.875
2017,3038,3038-2017,Southern Cross University,Postgrad by course,07 Education,International,4.125
2017,3038,3038-2017,Southern Cross University,Postgrad by course,08 Management and Commerce,International,655.375
2017,3038,3038-2017,Southern Cross University,Postgrad by course,09 Society and Culture,International,5.375
2017,3038,3038-2017,Southern Cross University,Undergrad,01 Natural and Physical Sciences,International,13.5
2017,3038,3038-2017,Southern Cross University,Undergrad,02 Information Technology,International,218.125
2017,3038,3038-2017,Southern Cross University,Undergrad,03 Engineering and Related Technologies,International,3.625
2017,3038,3038-2017,Southern Cross University,Undergrad,"05 Agriculture, Environmental and Related Studies",International,6
2017,3038,3038-2017,Southern Cross University,Undergrad,06 Health,International,15
2017,3038,3038-2017,Southern Cross University,Undergrad,07 Education,International,87.875
2017,3038,3038-2017,Southern Cross University,Undergrad,08 Management and Commerce,International,810.625
2017,3038,3038-2017,Southern Cross University,Undergrad,09 Society and Culture,International,12.25
2017,3038,3038-2017,Southern Cross University,Undergrad,10 Creative Arts,International,5.5
2017,3039,3039-2017,The University of New England,Postgrad by course,01 Natural and Physical Sciences,Domestic,39
2017,3039,3039-2017,The University of New England,Postgrad by course,02 Information Technology,Domestic,22.5
2017,3039,3039-2017,The University of New England,Postgrad by course,04 Architecture and Building,Domestic,37.125
2017,3039,3039-2017,The University of New England,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,70.5
2017,3039,3039-2017,The University of New England,Postgrad by course,06 Health,Domestic,125.75
2017,3039,3039-2017,The University of New England,Postgrad by course,07 Education,Domestic,827.125
2017,3039,3039-2017,The University of New England,Postgrad by course,08 Management and Commerce,Domestic,252.625
2017,3039,3039-2017,The University of New England,Postgrad by course,09 Society and Culture,Domestic,867.375
2017,3039,3039-2017,The University of New England,Postgrad by course,10 Creative Arts,Domestic,7.875
2017,3039,3039-2017,The University of New England,Undergrad,01 Natural and Physical Sciences,Domestic,871.25
2017,3039,3039-2017,The University of New England,Undergrad,02 Information Technology,Domestic,141.875
2017,3039,3039-2017,The University of New England,Undergrad,03 Engineering and Related Technologies,Domestic,14.75
2017,3039,3039-2017,The University of New England,Undergrad,04 Architecture and Building,Domestic,116.5
2017,3039,3039-2017,The University of New England,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,590.75
2017,3039,3039-2017,The University of New England,Undergrad,06 Health,Domestic,1040
2017,3039,3039-2017,The University of New England,Undergrad,07 Education,Domestic,1535.625
2017,3039,3039-2017,The University of New England,Undergrad,08 Management and Commerce,Domestic,819.875
2017,3039,3039-2017,The University of New England,Undergrad,09 Society and Culture,Domestic,3208.25
2017,3039,3039-2017,The University of New England,Undergrad,10 Creative Arts,Domestic,200.375
2017,3039,3039-2017,The University of New England,Postgrad by course,01 Natural and Physical Sciences,International,12.875
2017,3039,3039-2017,The University of New England,Postgrad by course,02 Information Technology,International,15.25
2017,3039,3039-2017,The University of New England,Postgrad by course,04 Architecture and Building,International,1
2017,3039,3039-2017,The University of New England,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,46.75
2017,3039,3039-2017,The University of New England,Postgrad by course,06 Health,International,247
2017,3039,3039-2017,The University of New England,Postgrad by course,07 Education,International,8.75
2017,3039,3039-2017,The University of New England,Postgrad by course,08 Management and Commerce,International,24.375
2017,3039,3039-2017,The University of New England,Postgrad by course,09 Society and Culture,International,24.125
2017,3039,3039-2017,The University of New England,Postgrad by course,10 Creative Arts,International,0.625
2017,3039,3039-2017,The University of New England,Undergrad,01 Natural and Physical Sciences,International,8.875
2017,3039,3039-2017,The University of New England,Undergrad,02 Information Technology,International,2.625
2017,3039,3039-2017,The University of New England,Undergrad,04 Architecture and Building,International,5.75
2017,3039,3039-2017,The University of New England,Undergrad,"05 Agriculture, Environmental and Related Studies",International,5.875
2017,3039,3039-2017,The University of New England,Undergrad,06 Health,International,59.25
2017,3039,3039-2017,The University of New England,Undergrad,07 Education,International,16.25
2017,3039,3039-2017,The University of New England,Undergrad,08 Management and Commerce,International,173.625
2017,3039,3039-2017,The University of New England,Undergrad,09 Society and Culture,International,17.25
2017,3040,3040-2017,The University of Sydney,Postgrad by course,01 Natural and Physical Sciences,Domestic,97.5
2017,3040,3040-2017,The University of Sydney,Postgrad by course,02 Information Technology,Domestic,102.875
2017,3040,3040-2017,The University of Sydney,Postgrad by course,03 Engineering and Related Technologies,Domestic,107.375
2017,3040,3040-2017,The University of Sydney,Postgrad by course,04 Architecture and Building,Domestic,253.5
2017,3040,3040-2017,The University of Sydney,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,41.58333333
2017,3040,3040-2017,The University of Sydney,Postgrad by course,06 Health,Domestic,3204.624998
2017,3040,3040-2017,The University of Sydney,Postgrad by course,07 Education,Domestic,434.8958336
2017,3040,3040-2017,The University of Sydney,Postgrad by course,08 Management and Commerce,Domestic,559.125
2017,3040,3040-2017,The University of Sydney,Postgrad by course,09 Society and Culture,Domestic,1168.417917
2017,3040,3040-2017,The University of Sydney,Postgrad by course,10 Creative Arts,Domestic,124.1875
2017,3040,3040-2017,The University of Sydney,Undergrad,01 Natural and Physical Sciences,Domestic,3655.1875
2017,3040,3040-2017,The University of Sydney,Undergrad,02 Information Technology,Domestic,398.25
2017,3040,3040-2017,The University of Sydney,Undergrad,03 Engineering and Related Technologies,Domestic,2485.4375
2017,3040,3040-2017,The University of Sydney,Undergrad,04 Architecture and Building,Domestic,594.3125
2017,3040,3040-2017,The University of Sydney,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,269.75
2017,3040,3040-2017,The University of Sydney,Undergrad,06 Health,Domestic,4256.229167
2017,3040,3040-2017,The University of Sydney,Undergrad,07 Education,Domestic,1518.541666
2017,3040,3040-2017,The University of Sydney,Undergrad,08 Management and Commerce,Domestic,2490.75
2017,3040,3040-2017,The University of Sydney,Undergrad,09 Society and Culture,Domestic,5522.645833
2017,3040,3040-2017,The University of Sydney,Undergrad,10 Creative Arts,Domestic,1149.5625
2017,3040,3040-2017,The University of Sydney,Postgrad by course,01 Natural and Physical Sciences,International,29.5
2017,3040,3040-2017,The University of Sydney,Postgrad by course,02 Information Technology,International,442.625
2017,3040,3040-2017,The University of Sydney,Postgrad by course,03 Engineering and Related Technologies,International,1160.5
2017,3040,3040-2017,The University of Sydney,Postgrad by course,04 Architecture and Building,International,370.5
2017,3040,3040-2017,The University of Sydney,Postgrad by course,"05 Agriculture, Environmental and Related Studies",International,72.25
2017,3040,3040-2017,The University of Sydney,Postgrad by course,06 Health,International,971.8124996
2017,3040,3040-2017,The University of Sydney,Postgrad by course,07 Education,International,170.3333333
2017,3040,3040-2017,The University of Sydney,Postgrad by course,08 Management and Commerce,International,5362.125
2017,3040,3040-2017,The University of Sydney,Postgrad by course,09 Society and Culture,International,683.125
2017,3040,3040-2017,The University of Sydney,Postgrad by course,10 Creative Arts,International,365.75
2017,3040,3040-2017,The University of Sydney,Undergrad,01 Natural and Physical Sciences,International,680.375
2017,3040,3040-2017,The University of Sydney,Undergrad,02 Information Technology,International,386.625
2017,3040,3040-2017,The University of Sydney,Undergrad,03 Engineering and Related Technologies,International,1297.958333
