ref_year,provider_code,code_year,provider_name,citizenship,attrition_rate
2015,4418,4418-2016,Australian School of Management,International,32.73
2015,4420,4420-2016,Kent Institute Australia,International,39.73
2015,4421,4421-2016,Le Cordon Bleu Australia,International,12.37
2015,4423,4423-2016,Tabor College Perth,International,100
2015,4424,4424-2016,Kaplan Higher Education,International,46.77
2015,4425,4425-2016,Australian Institute of Business,International,10
2015,4426,4426-2016,John Paul ll Institute for Marriage and Family,International,0
2015,4428,4428-2016,Nan Tien Institute,International,0
2015,4450,4450-2016,TAFE Queensland,International,28.57
2015,5555,5555-2016,Torrens University Australia,International,0
2015,7001,7001-2016,Collarts,International,0
2015,7067,7067-2016,West Coast Institute of Training,International,54.55
2015,7073,7073-2016,Chisholm Institute,International,19.35
2015,7075,7075-2016,TAFE NSW,International,19.17
2015,7116,7116-2016,Study Group Australia Pty Ltd,International,33.57
2015,7124,7124-2016,Academy of Information Technology,International,29.52
2015,7252,7252-2016,AIPE,International,53.46
2015,7338,7338-2016,TAFE SA,International,50
2016,1019,1019-2017,James Cook University,International,18.79
2016,1034,1034-2017,Murdoch University,International,17.27
2016,1055,1055-2017,The University of Western Australia,International,8.24
2016,1058,1058-2017,University of Wollongong,International,19.84
2016,2148,2148-2017,The National Institute of Dramatic Art,International,0
2016,2154,2154-2017,Federation University Australia,International,40.01
2016,2177,2177-2017,Swinburne University of Technology,International,15.79
2016,2200,2200-2017,CQUniversity,International,27.27
2016,2201,2201-2017,University of Southern Queensland,International,19.59
2016,2235,2235-2017,Edith Cowan University,International,18.86
2016,2236,2236-2017,Curtin University,International,16.93
2016,2241,2241-2017,University of Canberra,International,15.69
2016,2252,2252-2017,Avondale College of Higher Education,International,35.14
2016,3001,3001-2017,Charles Darwin University,International,38.32
2016,3003,3003-2017,Bond University,International,6.55
2016,3004,3004-2017,Western Sydney University,International,15.7
2016,3005,3005-2017,Charles Sturt University,International,14.06
2016,3006,3006-2017,Australian Catholic University,International,16.57
2016,3007,3007-2017,Victoria University,International,19.58
2016,3010,3010-2017,The University of Adelaide,International,4.49
2016,3013,3013-2017,University of New South Wales,International,4.08
2016,3014,3014-2017,The University of Newcastle,International,14.36
2016,3016,3016-2017,University of Technology Sydney,International,8.87
2016,3019,3019-2017,The University of Queensland,International,4.08
2016,3020,3020-2017,La Trobe University,International,20.83
2016,3025,3025-2017,Macquarie University,International,9.09
2016,3027,3027-2017,University of South Australia,International,10.32
2016,3029,3029-2017,Flinders University,International,10.9
2016,3030,3030-2017,Deakin University,International,9.93
2016,3032,3032-2017,Griffith University,International,12.04
2016,3033,3033-2017,The Australian National University,International,3.75
2016,3034,3034-2017,RMIT University,International,7.17
2016,3035,3035-2017,Monash University,International,5.08
2016,3036,3036-2017,The University of Melbourne,International,3.02
2016,3038,3038-2017,Southern Cross University,International,34.49
2016,3039,3039-2017,The University of New England,International,10.6
2016,3040,3040-2017,The University of Sydney,International,4.03
2016,3042,3042-2017,Queensland University of Technology,International,8.06
2016,3043,3043-2017,University of the Sunshine Coast,International,23.08
2016,3044,3044-2017,The University of Notre Dame Australia,International,5.71
2016,3045,3045-2017,University of Tasmania,International,8.61
2016,4331,4331-2017,University of Divinity,International,17.65
2016,4332,4332-2017,Sydney College of Divinity,International,19.57
2016,4333,4333-2017,Christian Heritage College,International,60
2016,4335,4335-2017,Australian College of Theology,International,14.89
2016,4336,4336-2017,Australian College of Applied Psychology,International,8.33
2016,4337,4337-2017,Eastern College Australia,International,26.32
2016,4338,4338-2017,Moore Theological College,International,0
2016,4339,4339-2017,Holmes Institute,International,25.06
2016,4340,4340-2017,Monash College,International,14.57
2016,4341,4341-2017,Harvest Bible College,International,14.29
2016,4343,4343-2017,Australian Institute of Music,International,12.96
2016,4344,4344-2017,South Aust Institute of Business & Technology,International,24.92
2016,4348,4348-2017,Deakin College,International,22.28
2016,4349,4349-2017,Sydney Institute of Business and Technology,International,14.36
2016,4350,4350-2017,Queensland Institute of Business and Technology,International,10.45
2016,4352,4352-2017,The Australian College of Physical Education,International,60
2016,4357,4357-2017,Blue Mountains Intl Hotel Management School,International,100
2016,4359,4359-2017,The College of Law,International,18.18
2016,4360,4360-2017,Perth Bible College,International,100
2016,4361,4361-2017,Endeavour College of Natural Health,International,18.75
2016,4362,4362-2017,International College of Hotel Management,International,16.92
2016,4363,4363-2017,Northern Melbourne Institute of TAFE,International,21.84
2016,4364,4364-2017,Edith Cowan College,International,17.19
2016,4365,4365-2017,Curtin College,International,13.51
2016,4366,4366-2017,Box Hill Institute,International,42.37
2016,4367,4367-2017,Melbourne Institute of Technology,International,20.95
2016,4368,4368-2017,Campion College,International,0
2016,4371,4371-2017,SAE Creative Media Institute,International,18.92
2016,4374,4374-2017,Carnegie Mellon University Australia,International,1.6
2016,4375,4375-2017,Think: Colleges Pty Ltd,International,37.45
2016,4377,4377-2017,UOW College,International,15.96
2016,4380,4380-2017,UTS:INSEARCH,International,10.25
2016,4381,4381-2017,"International College of Management, Sydney",International,20.33
2016,4383,4383-2017,Holmesglen Institute of TAFE,International,33.95
2016,4384,4384-2017,Kaplan Business School,International,23.76
2016,4385,4385-2017,Polytechnic West,International,100
2016,4386,4386-2017,Macleay College,International,14.29
2016,4389,4389-2017,Cairnmillar Institute School,International,100
2016,4391,4391-2017,Eynesbury,International,22.8
2016,4394,4394-2017,William Angliss Institute of TAFE,International,21.76
2016,4396,4396-2017,LCI Melbourne,International,28.57
2016,4401,4401-2017,Whitehouse Institute of Design; Australia,International,21.43
2016,4402,4402-2017,Leo Cussen Institute,International,0
2016,4407,4407-2017,Alphacrucis College,International,46.15
2016,4409,4409-2017,Universal Business School Sydney (UBSS),International,35.09
2016,4411,4411-2017,Stotts Colleges,International,53.11
2016,4412,4412-2017,Morling College,International,50
2016,4413,4413-2017,University College London,International,0
2016,4415,4415-2017,Top Education Institute,International,14.3
2016,4417,4417-2017,La Trobe Melbourne,International,31.86
2016,4418,4418-2017,Australian School of Management,International,97.98
2016,4419,4419-2017,National Art School,International,0
2016,4420,4420-2017,Kent Institute Australia,International,45.71
2016,4421,4421-2017,Le Cordon Bleu Australia,International,11.76
2016,4424,4424-2017,Kaplan Higher Education,International,30
2016,4425,4425-2017,Australian Institute of Business,International,20
2016,4426,4426-2017,John Paul ll Institute for Marriage and Family,International,0
2016,4428,4428-2017,Nan Tien Institute,International,44.44
2016,4450,4450-2017,TAFE Queensland,International,17.14
2016,4468,4468-2017,South Metropolitan TAFE,International,23.6
2016,5555,5555-2017,Torrens University Australia,International,23.88
2016,7001,7001-2017,Collarts,International,0
2016,7035,7035-2017,Photography Studies College (Melbourne),International,0
2016,7041,7041-2017,Sydney Institute of Traditional Chinese Medicine,International,0
2016,7067,7067-2017,West Coast Institute of Training,International,100
2016,7072,7072-2017,Central Institute of Technology,International,100
2016,7073,7073-2017,Chisholm Institute,International,35.29
2016,7075,7075-2017,TAFE NSW,International,39.51
2016,7116,7116-2017,Study Group Australia Pty Ltd,International,15.52
2016,7124,7124-2017,Academy of Information Technology,International,23.22
2016,7221,7221-2017,VIT (Victorian Institute of Technology),International,25.54
2016,7252,7252-2017,AIPE,International,100
2016,7338,7338-2017,TAFE SA,International,16.67
2016,8071,8071-2017,North Metropolitan TAFE,International,6.67
