index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
483,Macleay College Pty Limited,PRV12031,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4386-2015,64.71,50.0,100.0,3.41,2.93,33.33,,,,,,,,,mge_com,280.415545,0.5958395245170878,0.973332350140012,0.48162957108067705,0.0,0.02763744427934621,24.86234022,56.06430155,0.55653884
484,Raffles College Pty Ltd,PRV12039,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4387-2015,83.09,82.77,83.29,13.07,15.38,12.18,,,,,,,,,mge_com,531.125,0.4502235820192987,1.6702073872001353,0.6437880445448075,0.2548835020004707,0.6148505530713109,24.86234022,56.06430155,0.55653884
485,The Cairnmillar Institute School of Psychology Counselling and Psychotherapy Pty Ltd,PRV12119,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4389-2015,98.15,98.41,94.41,12.17,11.61,33.33,,,,,,,,,soc_cult,169.25,1.0,0.0,0.0,1.0,0.057976366322008865,24.86234022,56.06430155,0.55653884
486,Educational Enterprises Australia Pty Ltd,PRV12096,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4391-2015,69.52,63.16,69.6,19.12,20.0,19.1,,,,,,,,,mge_com,387.0,0.6786175710594315,1.2020675822255058,0.4823250722779747,0.0,0.9877260981912145,24.86234022,56.06430155,0.55653884
487,Gestalt Therapy Brisbane Pty Ltd,PRV12075,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4392-2015,90.97,90.97,,8.0,8.0,,,,,,,,,,soc_cult,28.34375,1.0,0.0,0.0,1.0,0.0,24.86234022,56.06430155,0.55653884
488,Academy of Design Australia Pty Ltd,PRV12113,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4396-2015,91.8,91.61,100.0,24.39,23.46,100.0,,,,,,,,,creat_art,197.8,1.0,0.0,0.0,0.0,0.02224469160768453,24.86234022,56.06430155,0.55653884
489,Whitehouse Institute Pty Ltd,PRV12065,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4401-2015,93.16,93.42,86.6,18.18,17.96,22.22,,,,,,,,,creat_art,371.4903,1.0,0.0,0.0,0.040846288584116465,0.03769035153811553,24.86234022,56.06430155,0.55653884
490,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,PRV12083,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4405-2015,79.86,79.76,100.0,41.96,41.96,,,,,,,,,,soc_cult,215.625,1.0,0.0,0.0,0.11304347826086956,0.00463768115942029,24.86234022,56.06430155,0.55653884
491,Group Colleges Australia Pty Ltd,PRV12021,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4409-2015,57.91,,57.91,41.47,,41.47,,,,,,,,,mge_com,483.125,1.0,0.0,0.0,0.18395860284605434,1.0,24.86234022,56.06430155,0.55653884
492,Acknowledge Education Pty Ltd,PRV12146,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4411-2015,60.89,58.33,60.93,43.23,,43.23,,,,,,,,,mge_com,218.375,1.0,0.0,0.0,0.0,0.9862621637092158,24.86234022,56.06430155,0.55653884
493,Top Education Group Limited,PRV12059,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4415-2015,82.67,60.38,83.02,12.09,18.18,12.01,,,,,,,,,mge_com,845.25,0.9997042295178941,0.0038940301589592027,0.0005913660038556547,0.6997929606625258,0.9843241644483881,24.86234022,56.06430155,0.55653884
494,Navitas Bundoora Pty Ltd,PRV12186,NUHEP,current,for_profit,pathway,private,for_profit,2015,4417-2015,78.9,80.17,78.24,22.6,17.33,25.22,,,,,,,,,mge_com,757.875,0.5355434603331684,1.6891649024398598,0.6174763096236562,0.0,0.6605640771895102,24.86234022,56.06430155,0.55653884
495,Australian School of Management Pty Ltd,PRV12156,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4418-2015,85.34,71.62,86.82,30.43,33.33,30.0,,,,,,,,,mge_com,94.875,1.0,0.0,0.0,0.0,0.9025032938076416,24.86234022,56.06430155,0.55653884
496,Kent Institute Australia Pty Ltd,PRV12051,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4420-2015,69.79,0.0,69.83,31.61,,31.61,,,,,,,,,mge_com,581.75,1.0,0.0,0.0,0.0,0.9993553932101418,24.86234022,56.06430155,0.55653884
497,Le Cordon Bleu Australia Pty Limited,PRV12100,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4421-2015,87.28,83.46,87.62,8.47,15.79,7.65,,,,,,,,,mge_com,431.99,1.0,0.0,0.0,0.23958887937220769,0.9172781777355957,24.86234022,56.06430155,0.55653884
498,Kaplan Higher Education Pty Ltd,PRV12030,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4424-2015,81.38,83.5,62.84,30.83,29.37,40.17,,,,,,,,,mge_com,757.3910000000001,0.96204074249628,0.27411629041878005,0.07377524338274867,0.8925587972394707,0.10245566688804066,24.86234022,56.06430155,0.55653884
499,Australian Institute of Business Pty Ltd,PRV12090,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4425-2015,80.72,80.64,81.61,19.08,19.2,12.12,,,,,,,,,mge_com,3196.642857145,1.0,0.0,0.0,0.9993296538772823,0.08243581435942901,24.86234022,56.06430155,0.55653884
500,Australasian College of Health and Wellness,PRV13002,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4453-2015,68.1,68.1,,,,,,,,,,,,,health,15.625,1.0,0.0,0.0,0.0,0.0,24.86234022,56.06430155,0.55653884
501,Australian Institute of Management Education and Training Pty Limited,PRV12071,NUHEP,current,for_profit,for_profit,private,for_profit,2015,4458-2015,80.0,80.0,,,,,,,,,,,,,mge_com,1.875,1.0,0.0,0.0,1.0,0.0,24.86234022,56.06430155,0.55653884
502,Australian College of the Arts Pty Ltd,PRV12187,NUHEP,current,for_profit,for_profit,private,for_profit,2015,7001-2015,81.92,81.63,100.0,25.56,25.56,,,,,,,,,,creat_art,216.082469,0.6860779020439645,0.8976490893982225,0.4307500287418335,0.0,0.015426147319706904,24.86234022,56.06430155,0.55653884
503,Jazz Music Institute Pty Ltd,PRV12084,NUHEP,current,for_profit,for_profit,private,for_profit,2015,7014-2015,89.56,89.56,,0.0,0.0,,,,,,,,,,creat_art,60.1125,1.0,0.0,0.0,0.0,0.0,24.86234022,56.06430155,0.55653884
504,Study Group Australia Pty Limited,PRV12044,NUHEP,current,for_profit,for_profit,private,for_profit,2015,7116-2015,72.29,55.87,76.32,24.16,26.67,23.31,,,,,,,,,mge_com,316.875,0.7633136094674556,0.7894863016958276,0.36133188613844053,0.0,0.790138067061144,24.86234022,56.06430155,0.55653884
505,Academy of Information Technology Pty Ltd,PRV12005,NUHEP,current,for_profit,for_profit,private,for_profit,2015,7124-2015,40.42,33.22,46.19,28.47,28.05,29.09,,,,,,,,,creat_art,306.79166662,0.7737335326451965,0.7714459240720593,0.3501399062111623,0.0,0.5548010321963027,24.86234022,56.06430155,0.55653884
506,Phoenix Institute of Australia Pty Ltd,PRV12144,NUHEP,current,for_profit,for_profit,private,for_profit,2015,7125-2015,100.0,100.0,,41.18,42.42,0.0,,,,,,,,,soc_cult,40.0,1.0,0.0,0.0,0.0,0.003125,24.86234022,56.06430155,0.55653884
507,Australian Institute of Professional Education Pty Ltd,PRV13001,NUHEP,current,for_profit,for_profit,private,for_profit,2015,7252-2015,63.28,64.21,63.23,19.86,50.0,16.0,,,,,,,,,mge_com,240.625,1.0,0.0,0.0,0.0,0.9423376623376624,24.86234022,56.06430155,0.55653884
508,Navitas Professional Institute Pty Ltd,PRV12009,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4336-2016,80.49,79.94,95.03,30.65,30.97,20.31,,,,,,,,,soc_cult,2781.0769999999998,1.0,0.0,0.0,0.30010567848355146,0.03682458270662768,27.23725391,48.30528201,0.436143362
509,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,PRV12128,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4339-2016,66.16,72.54,66.11,32.17,44.64,32.03,,,,,,,,,mge_com,7054.125,0.9796572927187993,0.14336044596605918,0.039857763083344176,0.577374940194567,0.9913525773926604,27.23725391,48.30528201,0.436143362
510,South Australian Institute of Business and Technology Pty Ltd,PRV12102,NUHEP,current,for_profit,pathway,private,for_profit,2016,4344-2016,65.65,55.55,69.24,28.09,32.28,26.44,,,,,,,,,mge_com,996.0794,0.36287940499522425,2.209027760250483,0.7646920552370202,0.0,0.7353401746888852,27.23725391,48.30528201,0.436143362
511,Melbourne Institute of Business and Technology Pty Ltd,PRV12137,NUHEP,current,for_profit,pathway,private,for_profit,2016,4348-2016,63.04,62.38,63.46,26.09,26.23,25.99,,,,,,,,,mge_com,2424.75,0.5174244767501804,1.9626752537446674,0.6616976062478861,0.0,0.6084647901845551,27.23725391,48.30528201,0.436143362
512,Sydney Institute of Business and Technology Pty Ltd,PRV12046,NUHEP,current,for_profit,pathway,private,for_profit,2016,4349-2016,73.78,63.6,76.72,16.66,23.22,14.57,,,,,,,,,mge_com,961.0,0.7323100936524454,1.2471319024845429,0.4378639264835342,0.0,0.7761446409989594,27.23725391,48.30528201,0.436143362
513,Queensland Institute of Business & Technology Pty Ltd,PRV12078,NUHEP,current,for_profit,pathway,private,for_profit,2016,4350-2016,76.33,65.88,80.93,19.21,30.94,14.37,,,,,,,,,mge_com,1851.375,0.5767335088785362,2.010778550580621,0.630797789960994,0.0,0.694281277428938,27.23725391,48.30528201,0.436143362
514,ACPE Limited,PRV12066,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4352-2016,77.58,77.31,93.98,25.18,23.96,87.5,,,,,,,,,health,637.98,0.3326906799586194,2.166727736451658,0.7616299625887946,0.018778018119690272,0.016262265274773504,27.23725391,48.30528201,0.436143362
515,Blue Mountains International Hotel Management School Pty Limited,PRV12016,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4357-2016,85.56,89.55,84.52,79.94,21.79,87.26,,,,,,,,,mge_com,40.424,1.0,0.0,0.0,0.09088660201860281,0.792821096378389,27.23725391,48.30528201,0.436143362
516,Australian College of Natural Medicine Pty Ltd,PRV12070,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4361-2016,78.6,78.42,88.44,25.82,25.94,18.18,,,,,,,,,health,2820.8565,1.0,0.0,0.0,0.0,0.017972555498657942,27.23725391,48.30528201,0.436143362
517,ICHM Pty Ltd,PRV12099,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4362-2016,86.45,87.43,85.83,18.09,22.22,16.42,,,,,,,,,mge_com,390.375,1.0,0.0,0.0,0.0,0.6179955171309638,27.23725391,48.30528201,0.436143362
518,Edith Cowan College Pty Ltd,PRV12166,NUHEP,current,for_profit,pathway,private,for_profit,2016,4364-2016,66.36,56.13,67.05,15.45,29.63,14.6,,,,,,,,,health,541.625,0.2672513270251558,2.423505861186234,0.7967553896057654,0.0,0.9374567274405724,27.23725391,48.30528201,0.436143362
519,Colleges of Business and Technology (WA) Pty Ltd,PRV12157,NUHEP,current,for_profit,pathway,private,for_profit,2016,4365-2016,73.91,67.94,76.93,10.83,17.27,8.32,,,,,,,,,mge_com,1202.5124999999998,0.3073980519953015,2.370174955861624,0.7858565460918949,0.0,0.6635170112576793,27.23725391,48.30528201,0.436143362
520,Melbourne Institute of Technology Pty Ltd,PRV12138,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4367-2016,77.66,75.11,78.23,23.59,30.9,20.26,,,,,,,,,info_tech,1245.31303881,0.47789574753725855,1.2501683620414907,0.5498680030402713,0.40637415897739676,0.8160101172481516,27.23725391,48.30528201,0.436143362
521,SAE Institute Pty Limited,PRV12042,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4371-2016,82.32,81.96,86.31,27.68,28.62,13.1,,,,,,,,,creat_art,2662.625,1.0,0.0,0.0,0.0,0.08262522886249472,27.23725391,48.30528201,0.436143362
522,Think: Colleges Pty Ltd,PRV12058,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4375-2016,80.37,79.66,85.45,32.91,32.91,,,,,,,,,,health,2311.9049999999997,0.36399852070046135,2.108837391574201,0.7431885457057734,0.021140574547829607,0.12235450851137916,27.23725391,48.30528201,0.436143362
523,UOWC Ltd,PRV12027,NUHEP,current,for_profit,pathway,private,for_profit,2016,4377-2016,90.4,94.02,88.74,16.26,18.92,15.12,,,,,,,,,mge_com,145.875,0.7060839760068551,0.8737262499950547,0.41505878966641185,0.0,0.6846615252784919,27.23725391,48.30528201,0.436143362
524,JMC Pty. Limited,PRV12029,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4378-2016,84.74,84.05,99.7,27.48,27.48,,,,,,,,,,creat_art,2579.04,0.8544516564302996,0.5985869866606651,0.24872804650763367,0.0,0.06536657050685525,27.23725391,48.30528201,0.436143362
525,"International College of Management, Sydney Pty. Limited",PRV12025,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4381-2016,84.61,83.88,85.44,22.57,21.28,24.22,,,,,,,,,mge_com,790.8918199999999,0.935377672764399,0.3455268908688166,0.12089256411651178,0.12320707780237251,0.4691478032988127,27.23725391,48.30528201,0.436143362
526,Kaplan Business School Pty Limited,PRV12094,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4384-2016,75.61,72.05,75.82,24.31,25.47,24.19,,,,,,,,,mge_com,1626.125,1.0,0.0,0.0,0.45045737566300253,0.9415020370512722,27.23725391,48.30528201,0.436143362
527,Macleay College Pty Limited,PRV12031,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4386-2016,81.97,81.86,86.75,25.1,25.5,12.5,,,,,,,,,mge_com,306.914515,0.6008676552817973,0.9704407854006061,0.479651432235905,0.0,0.022535828909883916,27.23725391,48.30528201,0.436143362
528,Raffles College Pty Ltd,PRV12039,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4387-2016,81.81,81.81,,58.44,21.51,81.33,,,,,,,,,creat_art,170.8125,0.4643249176728869,1.7865708678486283,0.6733845751583585,0.0,0.0,27.23725391,48.30528201,0.436143362
529,The Cairnmillar Institute School of Psychology Counselling and Psychotherapy Pty Ltd,PRV12119,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4389-2016,97.27,97.09,100.0,4.2,4.2,,,,,,,,,,soc_cult,96.25,1.0,0.0,0.0,1.0,0.05714285714285714,27.23725391,48.30528201,0.436143362
530,Educational Enterprises Australia Pty Ltd,PRV12096,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4391-2016,73.48,72.09,73.5,17.44,60.0,16.85,,,,,,,,,mge_com,413.125,0.6175491679273828,1.3182166856665378,0.5392321266315879,0.0,0.9869894099848714,27.23725391,48.30528201,0.436143362
531,Gestalt Therapy Brisbane Pty Ltd,PRV12075,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4392-2016,93.29,93.29,,12.77,12.77,,,,,,,,,,soc_cult,24.71883333,1.0,0.0,0.0,1.0,0.0,27.23725391,48.30528201,0.436143362
532,Academy of Design Australia Pty Ltd,PRV12113,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4396-2016,88.45,88.47,87.93,21.84,22.35,0.0,,,,,,,,,creat_art,218.10000000000002,1.0,0.0,0.0,0.0,0.02659330582301696,27.23725391,48.30528201,0.436143362
533,Whitehouse Institute Pty Ltd,PRV12065,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4401-2016,93.66,93.85,90.01,31.18,28.93,63.64,,,,,,,,,creat_art,331.3131,1.0,0.0,0.0,0.05244284032234161,0.04848676372893193,27.23725391,48.30528201,0.436143362
534,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,PRV12083,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4405-2016,85.15,85.15,,39.23,39.23,,,,,,,,,,soc_cult,148.25,1.0,0.0,0.0,0.22175379426644182,0.0,27.23725391,48.30528201,0.436143362
535,Group Colleges Australia Pty Ltd,PRV12021,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4409-2016,56.27,,56.27,34.03,,34.03,,,,,,,,,mge_com,714.875,1.0,0.0,0.0,0.272250393425424,1.0,27.23725391,48.30528201,0.436143362
536,Acknowledge Education Pty Ltd,PRV12146,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4411-2016,52.51,33.33,52.55,62.21,50.0,62.3,,,,,,,,,mge_com,232.25,1.0,0.0,0.0,0.0,0.9983853606027987,27.23725391,48.30528201,0.436143362
537,Top Education Group Limited,PRV12059,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4415-2016,79.28,69.31,79.91,10.56,18.18,10.46,,,,,,,,,mge_com,999.5,0.9563531765882941,0.2587698695688364,0.08348355643554647,0.5759129564782391,0.9400950475237618,27.23725391,48.30528201,0.436143362
538,Navitas Bundoora Pty Ltd,PRV12186,NUHEP,current,for_profit,pathway,private,for_profit,2016,4417-2016,75.93,76.18,75.84,21.0,19.85,21.58,,,,,,,,,mge_com,992.375,0.5514548431792418,1.8556598631273322,0.634565067012339,0.0,0.7313263635218541,27.23725391,48.30528201,0.436143362
539,Australian School of Management Pty Ltd,PRV12156,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4418-2016,72.58,62.22,73.07,30.0,0.0,32.73,,,,,,,,,mge_com,131.0,1.0,0.0,0.0,0.0,0.9570610687022901,27.23725391,48.30528201,0.436143362
540,Kent Institute Australia Pty Ltd,PRV12051,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4420-2016,76.45,,76.45,39.84,100.0,39.73,,,,,,,,,mge_com,648.625,1.0,0.0,0.0,0.0,1.0,27.23725391,48.30528201,0.436143362
541,Le Cordon Bleu Australia Pty Limited,PRV12100,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4421-2016,90.97,85.34,91.35,12.87,18.75,12.37,,,,,,,,,mge_com,500.53499999999997,1.0,0.0,0.0,0.27720339237016395,0.9349196359894912,27.23725391,48.30528201,0.436143362
542,Kaplan Higher Education Pty Ltd,PRV12030,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4424-2016,84.8,85.69,73.73,27.48,25.94,46.77,,,,,,,,,mge_com,717.978,0.965179991587486,0.250981788073192,0.06777717416392255,0.9150391794734658,0.07423486513514342,27.23725391,48.30528201,0.436143362
543,Australian Institute of Business Pty Ltd,PRV12090,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4425-2016,83.87,82.8,89.27,23.42,23.51,10.0,,,,,,,,,mge_com,3601.857828586,1.0,0.0,0.0,0.9964302231798395,0.15719568656830488,27.23725391,48.30528201,0.436143362
544,Australasian College of Health and Wellness,PRV13002,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4453-2016,68.91,68.91,,47.06,47.06,,,,,,,,,,health,15.375,1.0,0.0,0.0,0.0,0.0,27.23725391,48.30528201,0.436143362
545,S P Jain School of Global Management Pty Limited,PRV12041,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4455-2016,100.0,100.0,,,,,,,,,,,,,mge_com,0.837,1.0,0.0,0.0,1.0,0.0,27.23725391,48.30528201,0.436143362
546,Australian Institute of Management Education and Training Pty Limited,PRV12071,NUHEP,current,for_profit,for_profit,private,for_profit,2016,4458-2016,89.4,89.43,83.33,26.67,26.67,,,,,,,,,,mge_com,186.625,1.0,0.0,0.0,1.0,0.006697923643670462,27.23725391,48.30528201,0.436143362
547,Australian College of the Arts Pty Ltd,PRV12187,NUHEP,current,for_profit,for_profit,private,for_profit,2016,7001-2016,79.04,78.65,98.51,29.67,30.17,0.0,,,,,,,,,creat_art,308.165434,0.690373174689021,0.8927422225944596,0.42751610871764695,0.0,0.01811790156841536,27.23725391,48.30528201,0.436143362
548,Jazz Music Institute Pty Ltd,PRV12084,NUHEP,current,for_profit,for_profit,private,for_profit,2016,7014-2016,89.93,89.93,,8.0,8.0,,,,,,,,,,creat_art,55.2375,1.0,0.0,0.0,0.0,0.0,27.23725391,48.30528201,0.436143362
549,Photography Holdings Pty Ltd,PRV12200,NUHEP,current,for_profit,for_profit,private,for_profit,2016,7035-2016,92.37,91.91,100.0,18.75,18.75,,,,,,,,,,creat_art,122.02,1.0,0.0,0.0,0.0,0.057367644648418294,27.23725391,48.30528201,0.436143362
550,Study Group Australia Pty Limited,PRV12044,NUHEP,current,for_profit,for_profit,private,for_profit,2016,7116-2016,79.85,57.24,83.73,32.7,29.89,33.57,,,,,,,,,mge_com,190.75,0.7929226736566186,0.735858887502989,0.3283926145157162,0.0,0.6081258191349934,27.23725391,48.30528201,0.436143362
551,Academy of Information Technology Pty Ltd,PRV12005,NUHEP,current,for_profit,for_profit,private,for_profit,2016,7124-2016,82.8,82.45,83.1,28.33,26.67,29.52,,,,,,,,,creat_art,384.12499988,0.7239396899105051,0.8500270099332751,0.39970203056557363,0.0,0.5321618397236821,27.23725391,48.30528201,0.436143362
552,Victorian Institute of Technology Pty Ltd,PRV14007,NUHEP,current,for_profit,for_profit,private,for_profit,2016,7221-2016,66.48,34.38,67.01,,,,,,,,,,,,info_tech,250.25,1.0,0.0,0.0,0.0,0.984015984015984,27.23725391,48.30528201,0.436143362
553,Navitas Professional Institute Pty Ltd,PRV12009,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4336-2017,80.12,79.53,92.26,30.68,31.4,8.33,,,,,,,,,soc_cult,2648.839,1.0,0.0,0.0,0.30196588014598097,0.046606456640060044,25.10544971,46.82892562,0.46389012
554,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,PRV12128,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4339-2017,68.25,85.48,68.18,25.09,35.0,25.06,,,,,,,,,mge_com,8482.0,0.9764501296863947,0.16093297319236186,0.04599054784363536,0.6266505541145956,0.9961978307003065,25.10544971,46.82892562,0.46389012
555,South Australian Institute of Business and Technology Pty Ltd,PRV12102,NUHEP,current,for_profit,pathway,private,for_profit,2017,4344-2017,67.06,60.04,70.73,27.42,33.33,24.92,,,,,,,,,mge_com,986.5,0.3488342625443487,2.225052673260991,0.7701062031289618,0.0,0.656614292954891,25.10544971,46.82892562,0.46389012
556,Melbourne Institute of Business and Technology Pty Ltd,PRV12137,NUHEP,current,for_profit,pathway,private,for_profit,2017,4348-2017,64.42,63.69,64.83,25.44,29.83,22.28,,,,,,,,,mge_com,2463.375,0.5105799969553966,1.9964992170295681,0.6716850121391594,0.0,0.6420053787994113,25.10544971,46.82892562,0.46389012
557,Sydney Institute of Business and Technology Pty Ltd,PRV12046,NUHEP,current,for_profit,pathway,private,for_profit,2017,4349-2017,76.85,70.38,78.42,16.24,21.19,14.36,,,,,,,,,mge_com,402.25000001,0.5742697327389864,1.6459403940592698,0.6073857778827134,0.0,0.8048477315151064,25.10544971,46.82892562,0.46389012
558,Queensland Institute of Business & Technology Pty Ltd,PRV12078,NUHEP,current,for_profit,pathway,private,for_profit,2017,4350-2017,73.84,67.84,77.31,17.55,31.45,10.45,,,,,,,,,mge_com,2027.875,0.5180299574677927,2.17418267035799,0.6850113594115127,0.0,0.6337298896628244,25.10544971,46.82892562,0.46389012
559,ACPE Limited,PRV12066,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4352-2017,78.06,77.71,94.44,31.06,30.66,60.0,,,,,,,,,health,543.25,0.3442245743212149,2.162601247802925,0.759189305895959,0.012195121951219513,0.020708697653014266,25.10544971,46.82892562,0.46389012
560,Australian College of Natural Medicine Pty Ltd,PRV12070,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4361-2017,78.74,78.52,89.33,30.3,30.45,18.75,,,,,,,,,health,2755.8815000000004,1.0,0.0,0.0,0.0,0.020706078980536714,25.10544971,46.82892562,0.46389012
561,ICHM Pty Ltd,PRV12099,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4362-2017,86.59,89.64,85.22,14.95,11.9,16.92,,,,,,,,,mge_com,423.25,1.0,0.0,0.0,0.0,0.6893089190785587,25.10544971,46.82892562,0.46389012
562,Edith Cowan College Pty Ltd,PRV12166,NUHEP,current,for_profit,pathway,private,for_profit,2017,4364-2017,61.45,52.76,62.25,18.16,34.62,17.19,,,,,,,,,mge_com,485.125,0.2708064931718629,2.4149266370080333,0.7960288035694213,0.0,0.9160010306622005,25.10544971,46.82892562,0.46389012
563,Colleges of Business and Technology (WA) Pty Ltd,PRV12157,NUHEP,current,for_profit,pathway,private,for_profit,2017,4365-2017,74.58,70.22,77.8,17.77,25.12,13.51,,,,,,,,,mge_com,1289.75,0.3006396588486141,2.4264813787635697,0.7965512556489636,0.0,0.5748207016863733,25.10544971,46.82892562,0.46389012
564,Melbourne Institute of Technology Pty Ltd,PRV12138,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4367-2017,85.58,78.13,86.27,21.27,23.65,20.95,,,,,,,,,info_tech,2134.481564396,0.5767707649320315,1.218768987822971,0.5287114088558537,0.4520917774565382,0.9147528828399653,25.10544971,46.82892562,0.46389012
565,SAE Institute Pty Limited,PRV12042,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4371-2017,81.22,80.44,89.62,25.71,26.32,18.92,,,,,,,,,creat_art,3067.4375,0.8314146580003667,0.6544583864978623,0.28032864892499987,0.0037694329550316836,0.08476130320503678,25.10544971,46.82892562,0.46389012
566,Think: Colleges Pty Ltd,PRV12058,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4375-2017,79.54,79.24,81.33,33.88,33.45,37.45,,,,,,,,,health,1716.295,0.565051462598213,1.7356101328351277,0.6155336575942618,0.026656256645856333,0.14415761859120954,25.10544971,46.82892562,0.46389012
567,UOWC Ltd,PRV12027,NUHEP,current,for_profit,pathway,private,for_profit,2017,4377-2017,73.54,75.79,72.4,17.27,20.0,15.96,,,,,,,,,mge_com,189.875,0.5371955233706386,1.262187279047725,0.5477426375846692,0.0,0.6655694535878868,25.10544971,46.82892562,0.46389012
568,JMC Pty. Limited,PRV12029,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4378-2017,85.61,84.82,99.7,30.1,30.1,,,,,,,,,,creat_art,2450.4825,0.8789014000304022,0.5325105341863009,0.2128674581100023,0.0,0.07673203134484738,25.10544971,46.82892562,0.46389012
569,"International College of Management, Sydney Pty. Limited",PRV12025,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4381-2017,85.31,85.28,85.33,20.26,20.17,20.33,,,,,,,,,mge_com,957.5276,0.92916048581785,0.36904877245169093,0.13164255482517384,0.17719068358969498,0.513665287559335,25.10544971,46.82892562,0.46389012
570,Kaplan Business School Pty Limited,PRV12094,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4384-2017,82.95,80.78,83.04,23.91,26.39,23.76,,,,,,,,,mge_com,1953.346,1.0,0.0,0.0,0.47634725235570147,0.9584681874076585,25.10544971,46.82892562,0.46389012
571,Macleay College Pty Limited,PRV12031,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4386-2017,86.57,86.52,87.58,26.97,27.24,14.29,,,,,,,,,mge_com,320.073833,0.5964565307030268,0.9729856888568684,0.4813922753694721,0.0,0.039832318938736865,25.10544971,46.82892562,0.46389012
572,Raffles College Pty Ltd,PRV12039,NUHEP,current,for_profit,for_profit,private,for_profit,2017,4387-2017,89.97,89.97,,16.28,16.28,,,,,,,,,,creat_art,161.0,0.4666149068322981,1.7211104100806864,0.6562524111724084,0.0,0.0,25.10544971,46.82892562,0.46389012
