index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
114,University of Canberra,PRV12003,non_aligned,current,not_for_profit,university,public,university,2015,2241-2015,81.67,82.68,78.09,16.04,16.98,13.52,504.07,403.06,148.85,163.0,101.00999999999999,0.20038883488404385,0.29529628821393855,21.100341049854187,mge_com,10636.048913,0.26164556244176423,2.8477612510593397,0.8383983101078981,0.14692956122925646,0.2172446759976648,16.5129845,21.37900595,0.22760747
115,University of Divinity,PRV12135,non_aligned,current,not_for_profit,university,public,university,2015,4331-2015,92.94,92.4,96.89,19.69,20.94,4.55,104.3,88.75,19.6,26.0,15.549999999999997,0.14908916586768933,0.18791946308724833,6.089601150527325,soc_cult,635.1454,1.0,0.0,0.0,0.5255023495407508,0.12051980538629423,16.5129845,21.37900595,0.22760747
116,University of New England,PRV12054,RUN,current,not_for_profit,university,public,university,2015,3039-2015,80.17,79.74,89.1,22.81,23.42,5.12,551.35,513.54,126.6,132.0,37.81000000000006,0.06857712886551202,0.22961820984855352,19.665366826879477,soc_cult,10842.5,0.3524094996541388,2.585018880431876,0.7870995265760741,0.21197832603181924,0.046714318653447086,16.5129845,21.37900595,0.22760747
117,University of New South Wales,PRV12055,Go8,current,not_for_profit,university,public,university,2015,3013-2015,93.04,93.44,91.92,7.76,8.8,4.09,3477.97,2942.35,869.71,1798.0,535.6199999999999,0.15400362855343777,0.25006253647961313,10.346790478353753,mge_com,35985.82688,0.2507821815542508,2.818337888362646,0.8336509095505796,0.21119309875366132,0.25994605046018604,16.5129845,21.37900595,0.22760747
118,University of Newcastle,PRV12056,IRU,former,not_for_profit,university,public,university,2015,3014-2015,87.09,87.06,87.42,16.52,17.54,8.47,1295.08,1034.61,281.81,297.0,260.47,0.20112271056614267,0.21760045711461842,15.634458875127406,health,20247.875,0.26107677966206333,2.9494493573201654,0.8462226018721528,0.13741565472919998,0.08915750418253768,16.5129845,21.37900595,0.22760747
119,University of South Australia,PRV12107,ATN,current,not_for_profit,university,public,university,2015,3027-2015,88.43,88.17,89.71,16.23,17.9,8.05,1463.25,1125.82,217.48,232.0,337.43000000000006,0.23060310951648733,0.14862805398940712,13.919300386126773,health,20367.41629,0.25555524205372837,2.921379825207288,0.8436278969101408,0.1417316840240221,0.1729784941710935,16.5129845,21.37900595,0.22760747
120,University of Southern Queensland,PRV12081,RUN,current,not_for_profit,university,public,university,2015,2201-2015,78.38,77.67,81.62,23.18,24.38,11.4,766.02,530.63,119.69,123.0,235.39,0.30728962690269185,0.15624918409441008,17.186594344795175,education,13165.275,0.21690868591806856,2.7732512732150525,0.837266654326146,0.21535820558248878,0.17904107586054982,16.5129845,21.37900595,0.22760747
121,University of Tasmania,PRV12110,non_aligned,current,not_for_profit,university,public,university,2015,3045-2015,84.2,84.17,84.39,34.68,35.26,3.14,1260.41,1048.26,232.29,246.0,212.1500000000001,0.168318245650225,0.1842971731420728,13.533641037440198,health,17057.9365,0.32084771801090944,2.800939103537782,0.8184484943655428,0.1307624459734623,0.15022221474443878,16.5129845,21.37900595,0.22760747
122,University of Technology Sydney,PRV12060,ATN,current,not_for_profit,university,public,university,2015,3016-2015,91.23,91.95,89.04,9.32,9.53,8.76,1463.5,1040.58,322.64,351.0,422.9200000000001,0.2889784762555518,0.2204578066279467,18.31852864621797,mge_com,26809.166673740005,0.31073016064165,2.8560333974053056,0.8321404593654534,0.22603431659387088,0.2461611388441324,16.5129845,21.37900595,0.22760747
123,University of the Sunshine Coast,PRV12082,RUN,current,not_for_profit,university,public,university,2015,3043-2015,86.15,86.22,85.48,19.41,19.67,17.77,449.09,330.83,76.0,79.0,118.25999999999999,0.263332516867443,0.16923111180387007,17.397542808791112,health,7813.0625,0.3114975721748034,2.751464835475494,0.8177616240708575,0.07708245006359542,0.10660032477661609,16.5129845,21.37900595,0.22760747
124,University of Wollongong,PRV12062,non_aligned,current,not_for_profit,university,public,university,2015,1058-2015,87.91,88.8,84.19,11.24,11.58,10.22,1277.3,1031.54,315.79,336.0,245.76,0.19240585610271665,0.2472324434353715,13.125581662890472,mge_com,16765.30545801,0.2194901637143679,2.901600345650174,0.8535365478127538,0.15321820450892662,0.1935047753919704,16.5129845,21.37900595,0.22760747
125,Victoria University,PRV12152,non_aligned,current,not_for_profit,university,public,university,2015,3007-2015,81.95,82.09,81.37,20.81,18.66,27.77,847.91,620.58,145.27,160.0,227.32999999999993,0.26810628486513893,0.17132714556969492,17.877698301305564,health,15158.67916666,0.2386875175746078,2.5634677735762477,0.8051291147744106,0.1336481328212176,0.1906237433282047,16.5129845,21.37900595,0.22760747
126,Western Sydney University,PRV12061,IRU,current,not_for_profit,university,public,university,2015,3004-2015,81.52,81.46,82.11,13.79,13.6,17.19,1620.69,1085.7,312.5,330.0,534.99,0.3301001425318846,0.1928191079108281,19.67649581351153,soc_cult,31889.5,0.29774494739647844,2.7912601890523554,0.8207504640143124,0.10229660232992051,0.08887721663870553,16.5129845,21.37900595,0.22760747
127,Australian Catholic University Limited,PRV12008,non_aligned,current,not_for_profit,university,public,university,2016,3006-2016,89.64,89.52,90.86,15.41,15.37,15.88,1156.37,738.93,193.35,224.0,417.43999999999994,0.3609917241021472,0.16720426852996878,20.434744069804648,health,23630.125,0.4655180622193069,1.9236639584798259,0.6741528672660939,0.10722012685078898,0.09080040837701875,16.6382392,21.69094913,0.232940933
128,Australian National University,PRV12002,Go8,current,not_for_profit,university,public,university,2016,3033-2016,93.79,93.56,94.21,13.72,16.41,3.97,1852.39,1601.38,579.38,602.0,251.01,0.13550602195002132,0.31277430778615734,7.975282516100821,soc_cult,14773.33358,0.49782830260846245,2.137377842892541,0.6820548238723761,0.36448415997928074,0.34251325014756756,16.6382392,21.69094913,0.232940933
129,Bond University Limited,PRV12072,non_aligned,current,not_for_profit,university,private,university,2016,3003-2016,90.53,89.87,91.83,8.06,8.64,7.0,383.5,250.26,107.29,117.0,133.24,0.3474315514993481,0.27976531942633637,12.536016952513691,soc_cult,4807.5625012890005,0.32012064319233796,2.3585549157148136,0.7741475858823882,0.3861364258480821,0.3349670442325456,16.6382392,21.69094913,0.232940933
130,Carnegie Mellon University,PRV12095,non_aligned,current,not_for_profit,university,private,university,2016,4374-2016,99.24,100.0,99.2,3.94,40.0,2.46,,,,,,,,,info_tech,107.64652426200001,0.8487111319975151,0.6130563210592143,0.2568010928420231,1.0,0.9510634702967405,16.6382392,21.69094913,0.232940933
131,Central Queensland University,PRV12073,RUN,current,not_for_profit,university,public,university,2016,2200-2016,83.74,82.34,87.02,20.17,22.7,14.3,702.73,516.32,104.35,108.0,186.40999999999997,0.26526546468771783,0.14849230856801332,17.90559048852333,health,12582.795603999999,0.2870917921333502,2.697339372684438,0.8068705591741231,0.28453896230038456,0.2963506172519084,16.6382392,21.69094913,0.232940933
132,Charles Darwin University,PRV12069,IRU,current,not_for_profit,university,public,university,2016,3001-2016,81.64,83.07,78.53,29.51,26.29,36.64,391.55,286.99,58.87,67.0,104.56,0.26704124632869364,0.1503511684331503,14.766951858000255,health,5782.0,0.3145754064337599,2.5814095603167075,0.7960735455479087,0.19606105153925976,0.30882480110688343,16.6382392,21.69094913,0.232940933
133,Charles Sturt University,PRV12018,RUN,current,not_for_profit,university,public,university,2016,3005-2016,84.07,84.82,81.13,20.51,22.71,10.13,1015.48,815.91,141.15,165.0,199.57000000000005,0.1965277504234451,0.13899830621971876,20.265231713081498,health,20578.9375,0.22019783577261945,2.7439008429085145,0.8334942452713423,0.3032317630587099,0.1992297950270756,16.6382392,21.69094913,0.232940933
134,Curtin University,PRV12158,ATN,current,not_for_profit,university,public,university,2016,2236-2016,86.22,86.19,86.36,16.49,16.47,16.56,1862.44,1452.58,382.45,410.0,409.8600000000001,0.22006614978200645,0.20534889714567986,14.314588657889649,mge_com,26660.0625,0.22713984635257325,2.7790781098103627,0.8354657524562471,0.13512955942995258,0.18327976537939475,16.6382392,21.69094913,0.232940933
135,Deakin University,PRV12124,non_aligned,current,not_for_profit,university,public,university,2016,3030-2016,84.69,84.96,83.49,14.72,15.76,9.85,2074.93,1597.96,363.4,379.0,476.9699999999998,0.2298728149865296,0.17513843840515103,17.47084781173341,soc_cult,36250.786250000005,0.23016321473579068,2.8668685804543017,0.8362845085399251,0.18496943635257013,0.18755455269608115,16.6382392,21.69094913,0.232940933
136,Edith Cowan University,PRV12160,non_aligned,current,not_for_profit,university,public,university,2016,2235-2016,83.01,83.83,79.72,20.21,21.54,14.33,697.29,505.15,116.2,125.0,192.14,0.2755524960920134,0.16664515481363565,23.882518972410324,health,16653.041654271998,0.23966842897292204,2.8153331329751223,0.8394503557381732,0.20895832295473363,0.19886006796677108,16.6382392,21.69094913,0.232940933
137,Federation University Australia,PRV12151,RUN,current,not_for_profit,university,public,university,2016,2154-2016,83.33,84.67,80.9,27.18,21.86,34.18,517.28,357.1,70.4,74.0,160.17999999999995,0.3096582121868233,0.1360965047943087,16.83295397077018,mge_com,8707.35043,0.24033334213700644,2.7476058823496947,0.8345526250262543,0.266747774615521,0.3495944827845869,16.6382392,21.69094913,0.232940933
138,Flinders University,PRV12097,IRU,current,not_for_profit,university,public,university,2016,3029-2016,87.39,86.83,90.73,16.26,17.36,8.33,1175.91,854.47,269.55,292.0,321.44000000000005,0.27335425330169827,0.22922672653519402,13.01800307829681,health,15307.999999800002,0.3341662311514785,2.5768723485196436,0.7911999749605415,0.22973826320524876,0.143095113674459,16.6382392,21.69094913,0.232940933
139,Griffith University,PRV12076,IRU,current,not_for_profit,university,public,university,2016,3032-2016,86.39,85.82,89.4,16.2,17.06,12.12,1873.39,1420.01,466.9,490.0,453.3800000000001,0.24201047299280987,0.24922733653964202,16.659083148730375,mge_com,31208.959779999997,0.23979091430006003,2.8524876944030613,0.8375363465205068,0.15416366113821175,0.15943184858050405,16.6382392,21.69094913,0.232940933
140,James Cook University,PRV12077,IRU,current,not_for_profit,university,public,university,2016,1019-2016,85.19,85.69,82.39,21.25,20.93,22.73,865.42,717.24,219.59,247.0,148.17999999999995,0.17122322109495963,0.25373806937671883,13.838078620438631,health,11975.7499997,0.38778364612791144,2.543064576416938,0.7748109986185014,0.14265634024948723,0.15174414963952348,16.6382392,21.69094913,0.232940933
141,La Trobe University,PRV12132,IRU,current,not_for_profit,university,public,university,2016,3020-2016,88.45,88.61,87.81,14.12,14.13,14.11,1370.16,1019.59,223.07,249.0,350.57000000000005,0.2558606294155427,0.16280580370175746,19.494985986819056,health,26711.249999699998,0.31589374015797717,2.556734573436349,0.7891259470138258,0.16057060851694216,0.19300700391624884,16.6382392,21.69094913,0.232940933
142,Macquarie University,PRV12032,IRU,former,not_for_profit,university,public,university,2016,3025-2016,84.66,84.93,83.73,9.55,9.78,8.53,1696.3,1154.36,368.42,397.0,541.94,0.3194835819135767,0.21719035547957322,17.202014855862764,soc_cult,29179.777799999996,0.4821181194875309,2.2132099846009043,0.6890749911896129,0.15917201740994752,0.22443029021283367,16.6382392,21.69094913,0.232940933
143,Monash University,PRV12140,Go8,current,not_for_profit,university,public,university,2016,3035-2016,91.99,92.09,91.78,8.51,10.09,4.9,3374.89,2680.25,765.39,857.0,694.6399999999999,0.20582596766116817,0.22678961388371177,13.784504828305515,mge_com,46521.1875,0.2765111058267805,2.799449396383897,0.829960848294316,0.24237074773725412,0.30346656563743135,16.6382392,21.69094913,0.232940933
144,Murdoch University,PRV12163,IRU,current,not_for_profit,university,public,university,2016,1034-2016,84.2,83.41,90.16,18.05,18.75,12.58,776.98,524.67,134.33,145.0,252.31000000000006,0.32473165332440995,0.17288733300728462,11.870827858831627,soc_cult,9223.395829755002,0.3179075856357221,2.5291713952184707,0.7942102603368064,0.10963062685631912,0.11681118895377805,16.6382392,21.69094913,0.232940933
145,Queensland University of Technology,PRV12079,ATN,former,not_for_profit,university,public,university,2016,3042-2016,89.21,89.02,90.2,11.52,11.8,10.14,2173.18,1555.31,481.27,958.0,617.8699999999999,0.28431607137926906,0.2214588759329646,15.728880028345559,mge_com,34181.6875,0.23959466600354357,2.9735866742833266,0.8565887490813209,0.13396244699738713,0.15247016403154467,16.6382392,21.69094913,0.232940933
146,Royal Melbourne Institute of Technology,PRV12145,ATN,current,not_for_profit,university,public,university,2016,3034-2016,90.86,90.39,92.15,11.07,12.13,8.31,1897.1,1316.1,373.25,391.0,581.0,0.30625691845448316,0.19674766749248854,18.322438996362873,mge_com,34759.49902,0.264100469190249,2.9696448779850173,0.8499432352636895,0.18416186080002944,0.26493115751470914,16.6382392,21.69094913,0.232940933
147,Southern Cross University,PRV12043,RUN,current,not_for_profit,university,public,university,2016,3038-2016,77.98,78.7,74.59,25.72,25.32,28.55,447.86,310.72,73.0,77.0,137.14,0.30621176260438526,0.1629973652480686,19.27485709820033,mge_com,8632.4375,0.2731991977932073,2.636143060203778,0.8098052103559904,0.1602965558684902,0.17519675062808157,16.6382392,21.69094913,0.232940933
148,Swinburne University of Technology,PRV12148,non_aligned,current,not_for_profit,university,public,university,2016,2177-2016,83.87,83.2,87.12,22.39,23.42,15.89,1352.09,706.81,195.8,213.0,645.28,0.4772463371521127,0.1448128452987597,15.180017602378541,mge_com,20524.75,0.24820034348774042,2.7728990010793124,0.8356572057304412,0.14288846392769705,0.16883275070341905,16.6382392,21.69094913,0.232940933
149,The University of Adelaide,PRV12105,Go8,current,not_for_profit,university,public,university,2016,3010-2016,89.65,88.93,91.76,9.21,11.05,4.2,1709.46,1458.48,431.82,459.0,250.98000000000002,0.1468182934961918,0.2526060861324629,11.277818381243197,soc_cult,19278.979409999996,0.19529798439677884,2.9586091547521796,0.8514299454123916,0.17057222014015316,0.25562582360784836,16.6382392,21.69094913,0.232940933
150,The University of Melbourne,PRV12150,Go8,current,not_for_profit,university,public,university,2016,3036-2016,94.52,94.57,94.44,5.76,6.99,2.7,4034.78,3332.78,979.23,1086.0,702.0,0.17398718145722938,0.24269724743356513,10.953992386201973,mge_com,44196.9494,0.23046698105367427,2.9083199874110237,0.8395146586580329,0.4469174268394189,0.3618999776486836,16.6382392,21.69094913,0.232940933
151,The University of Notre Dame Australia,PRV12170,non_aligned,current,not_for_profit,university,private,university,2016,3044-2016,93.17,93.14,96.1,11.47,11.46,12.5,395.41,310.5,99.7,153.0,84.91000000000003,0.21473913153435678,0.252143344882527,21.109736225472293,health,8347.000800914,0.3883576841714261,2.077209400388617,0.7236228360151997,0.07517603779974348,0.010643343966646316,16.6382392,21.69094913,0.232940933
152,The University of Queensland,PRV12080,Go8,current,not_for_profit,university,public,university,2016,3019-2016,90.76,89.9,93.33,9.09,11.06,4.04,3217.69,2771.73,774.11,837.0,445.96000000000004,0.1385963222063033,0.2405794218834008,11.299682380838428,health,36358.875,0.22563782570280297,2.8420353955908157,0.8361768459385279,0.18569572078344007,0.2519518962014089,16.6382392,21.69094913,0.232940933
153,The University of Sydney,PRV12057,Go8,current,not_for_profit,university,public,university,2016,3040-2016,91.77,92.08,91.13,7.38,8.91,4.03,3690.17,2776.74,1028.77,1114.0,913.4300000000003,0.2475306015712014,0.278786614166827,11.660840984106422,health,43030.485574319995,0.2144435613946897,2.8540110125811458,0.8376659522509249,0.331388602951533,0.33223877541488617,16.6382392,21.69094913,0.232940933
154,The University of Western Australia,PRV12169,Go8,current,not_for_profit,university,public,university,2016,1055-2016,90.83,90.9,90.56,7.17,7.63,4.47,1574.76,1446.13,475.35,518.0,128.62999999999988,0.08168228809469372,0.30185552084127104,11.197693968166579,nat_phys_sci,17633.680553309998,0.36812011425382907,2.4616083173310104,0.7734598760035652,0.29125214140481614,0.17978379443393713,16.6382392,21.69094913,0.232940933
155,Torrens University Australia Ltd,PRV12209,non_aligned,current,for_profit,university,private,university,2016,5555-2016,83.96,78.77,87.25,48.22,48.55,0.0,,,,,,,,,mge_com,2866.22,0.7302073811500862,1.2764310596815134,0.43796857273320694,0.3253801173671247,0.610553272254049,16.6382392,21.69094913,0.232940933
156,University College London,PRV12106,non_aligned,current,not_for_profit,university,public,university,2016,4413-2016,100.0,100.0,100.0,16.67,0.0,33.33,,,,,,,,,engineering,28.875,1.0,0.0,0.0,1.0,0.44155844155844154,16.6382392,21.69094913,0.232940933
157,University of Canberra,PRV12003,non_aligned,current,not_for_profit,university,public,university,2016,2241-2016,83.25,84.38,78.88,17.39,18.31,14.18,491.67,397.23,140.75,150.0,94.44,0.19208005369455122,0.286269245632233,21.65260191388533,mge_com,10645.934783,0.2513518121746322,2.8660015636337093,0.8416204345766571,0.13825699950279322,0.20025249482124316,16.6382392,21.69094913,0.232940933
158,University of Divinity,PRV12135,non_aligned,current,not_for_profit,university,public,university,2016,4331-2016,91.59,91.31,93.4,20.75,21.53,8.33,97.24,87.84,20.75,28.0,9.399999999999991,0.09666803784450835,0.21338955162484574,6.662832167832168,soc_cult,647.8937999999999,1.0,0.0,0.0,0.5221053203472544,0.13448500356076876,16.6382392,21.69094913,0.232940933
159,University of New England,PRV12054,RUN,current,not_for_profit,university,public,university,2016,3039-2016,80.68,80.24,88.46,25.29,25.83,7.79,567.63,487.42,124.58,134.0,80.20999999999998,0.1413068372002889,0.21947395310325388,18.717518453922448,soc_cult,10624.625,0.3490476134451804,2.5965161353676804,0.7907114006502323,0.21338400178829842,0.05331952892455028,16.6382392,21.69094913,0.232940933
160,University of New South Wales,PRV12055,Go8,current,not_for_profit,university,public,university,2016,3013-2016,92.83,93.39,91.56,7.42,8.2,4.87,3602.68,3028.85,915.47,1790.0,573.8299999999999,0.1592786481175125,0.2541080528939567,10.533580373499728,mge_com,37949.11934,0.28243299255439325,2.7749541602088574,0.8234560660467544,0.22599722889906723,0.3025970180524352,16.6382392,21.69094913,0.232940933
161,University of Newcastle,PRV12056,IRU,former,not_for_profit,university,public,university,2016,3014-2016,87.97,88.09,86.95,16.09,17.01,9.46,1335.13,1067.77,307.76,329.0,267.3600000000001,0.20025016290548495,0.230509388598863,14.849303064121095,health,19825.75,0.26413880937669443,2.9510689559059555,0.8463676837585427,0.12889171910268213,0.10367829716404171,16.6382392,21.69094913,0.232940933
162,University of South Australia,PRV12107,ATN,current,not_for_profit,university,public,university,2016,3027-2016,88.66,88.45,89.65,15.71,17.34,7.68,1387.1,1063.24,222.98,237.0,323.8599999999999,0.23347992213971588,0.16075264941244324,14.70408837863168,health,20396.040989999998,0.26008111096662395,2.9148412764161757,0.8421819799535804,0.1428340731139117,0.1755365171973995,16.6382392,21.69094913,0.232940933
163,University of Southern Queensland,PRV12081,RUN,current,not_for_profit,university,public,university,2016,2201-2016,78.61,77.75,83.35,24.65,25.08,19.91,787.63,546.67,132.28,135.0,240.96000000000004,0.3059304495765779,0.1679468786105151,16.365901501974278,education,12890.275,0.2033121869005898,2.8049989930922115,0.8430616014224779,0.20424312126777747,0.1543052805312532,16.6382392,21.69094913,0.232940933
164,University of Tasmania,PRV12110,non_aligned,current,not_for_profit,university,public,university,2016,3045-2016,86.88,86.24,90.26,34.8,35.81,26.35,1300.12,1094.89,247.08,261.0,205.2299999999998,0.1578546595698857,0.19004399593883645,13.843776728302007,health,17998.571,0.337766398232393,2.774156511858142,0.8116272355505156,0.12714342710874102,0.15813858222411104,16.6382392,21.69094913,0.232940933
165,University of Technology Sydney,PRV12060,ATN,current,not_for_profit,university,public,university,2016,3016-2016,91.54,92.08,90.01,9.73,9.59,10.11,1557.29,1103.61,370.54,400.0,453.68000000000006,0.29132659941308303,0.23793898374740738,18.914026936928895,mge_com,29454.62500861,0.3000957687058034,2.8672224251258127,0.8358735364247105,0.2189731097352162,0.2597745684558313,16.6382392,21.69094913,0.232940933
166,University of the Sunshine Coast,PRV12082,RUN,current,not_for_profit,university,public,university,2016,3043-2016,86.3,86.2,86.87,21.88,22.71,15.33,493.14,360.33,78.7,83.0,132.81,0.26931500182503953,0.15958956888510364,17.79020663503265,health,8773.0625,0.3163376529005692,2.7375683510410735,0.8141468502237554,0.08555307795880857,0.14655657588213922,16.6382392,21.69094913,0.232940933
167,University of Wollongong,PRV12062,non_aligned,current,not_for_profit,university,public,university,2016,1058-2016,88.0,89.1,84.0,12.73,12.16,14.45,1249.52,976.61,305.79,325.0,272.90999999999997,0.2184118701581407,0.24472597477431335,14.460294062151869,mge_com,18068.42663654,0.2240035260300369,2.887548644849721,0.8513997359046223,0.1732049906670396,0.21755952595066444,16.6382392,21.69094913,0.232940933
168,Victoria University,PRV12152,non_aligned,current,not_for_profit,university,public,university,2016,3007-2016,81.28,80.95,82.62,18.52,18.49,18.66,863.29,636.27,149.42,166.0,227.01999999999998,0.26297072826049184,0.17308204658921103,17.826609057558873,health,15389.5333333,0.24082926491217155,2.598220679619926,0.808213307560794,0.12893719973992915,0.19506764337708976,16.6382392,21.69094913,0.232940933
169,Western Sydney University,PRV12061,IRU,current,not_for_profit,university,public,university,2016,3004-2016,81.79,81.6,83.65,15.86,15.63,18.86,1668.26,1130.8,331.6,356.0,537.46,0.32216800738494,0.19876997590303672,18.828862107824918,soc_cult,31411.4375,0.29683057325854634,2.8068745705527767,0.8229626371000189,0.10855719353818176,0.09444012232805328,16.6382392,21.69094913,0.232940933
170,Australian Catholic University Limited,PRV12008,non_aligned,current,not_for_profit,university,public,university,2017,3006-2017,90.55,90.38,92.07,15.48,15.37,16.57,1186.09,743.82,195.1,239.0,442.26999999999987,0.37288064143530414,0.16449004712964446,20.645144972135338,health,24487.0,0.4579011312124801,1.9288389334259168,0.6760148015841025,0.1149232245681382,0.09793972311838935,16.71146152,22.00846542,0.240680293
171,Australian National University,PRV12002,Go8,current,not_for_profit,university,public,university,2017,3033-2017,93.67,93.35,94.16,9.29,11.31,3.75,1900.39,1592.99,599.88,629.0,307.4000000000001,0.16175627108119917,0.3156615221086198,8.707737038186897,soc_cult,16548.09639,0.46974943261132407,2.1685618653240795,0.6969332230226079,0.37291125483950605,0.3895659565952045,16.71146152,22.00846542,0.240680293
172,Bond University Limited,PRV12072,non_aligned,current,not_for_profit,university,private,university,2017,3003-2017,93.58,94.64,91.85,7.04,7.32,6.55,387.33,261.71,112.84,122.0,125.62,0.3243229287687502,0.2913278083288152,12.95487698238195,soc_cult,5017.8125015860005,0.27701729248764284,2.4001142766138623,0.7853246864951364,0.4449523574028135,0.37967656903238867,16.71146152,22.00846542,0.240680293
173,Carnegie Mellon University,PRV12095,non_aligned,current,not_for_profit,university,private,university,2017,4374-2017,98.55,97.79,98.59,2.17,7.69,1.6,,,,,,,,,info_tech,115.944082463,0.8764798168585253,0.5393955804076327,0.2165258949963425,1.0,0.943528085919439,16.71146152,22.00846542,0.240680293
174,Central Queensland University,PRV12073,RUN,current,not_for_profit,university,public,university,2017,2200-2017,84.02,82.27,87.54,23.84,22.98,27.27,803.98,584.78,122.25,128.0,219.20000000000005,0.27264359809945526,0.15205602129406204,16.918642254796136,health,13602.250000011,0.27802385634707066,2.7095289462225427,0.8108951679652925,0.3259662923418856,0.32922862026476346,16.71146152,22.00846542,0.240680293
175,Charles Darwin University,PRV12069,IRU,current,not_for_profit,university,public,university,2017,3001-2017,83.36,82.05,86.71,30.84,27.42,38.32,345.24,282.35,63.52,76.0,62.889999999999986,0.18216313289305985,0.18398795041130808,15.970049820414783,health,5513.5,0.34206946585653397,2.573541108773321,0.7905267351268163,0.18153169493062482,0.27983585744082706,16.71146152,22.00846542,0.240680293
176,Charles Sturt University,PRV12018,RUN,current,not_for_profit,university,public,university,2017,3005-2017,84.06,85.7,79.33,20.81,22.96,14.06,1033.58,838.11,153.31,184.0,195.4699999999999,0.18911937150486652,0.1483291085353819,21.032751456104027,health,21739.03125,0.2113465267685284,2.735493571277473,0.8336945245680336,0.3457131398162004,0.25338353106236045,16.71146152,22.00846542,0.240680293
177,Curtin University,PRV12158,ATN,current,not_for_profit,university,public,university,2017,2236-2017,85.8,85.66,86.5,15.42,15.17,16.93,1808.03,1434.34,401.09,431.0,373.69000000000005,0.20668351741951188,0.22183813321681609,14.736965094605731,health,26644.875,0.22234341500945304,2.781560809204905,0.8358129148942287,0.12395911033547727,0.17022973461125263,16.71146152,22.00846542,0.240680293
178,Deakin University,PRV12124,non_aligned,current,not_for_profit,university,public,university,2017,3030-2017,85.83,85.86,85.72,14.93,16.19,9.93,2204.7,1691.8,399.85,429.0,512.8999999999999,0.23263936136435792,0.18136254365673338,17.312070236313332,soc_cult,38167.92125,0.23655231158285833,2.8825697108740194,0.8379993609257362,0.203728019377005,0.21631450520769452,16.71146152,22.00846542,0.240680293
179,Edith Cowan University,PRV12160,non_aligned,current,not_for_profit,university,public,university,2017,2235-2017,83.92,84.34,82.27,20.4,20.84,18.86,718.34,536.69,124.5,133.0,181.64999999999998,0.25287468329760276,0.17331625692568978,23.77541737794359,health,17078.833319272,0.23799195893453792,2.809031893796268,0.8378291696479945,0.21925287587686434,0.2025606743837854,16.71146152,22.00846542,0.240680293
180,Federation University Australia,PRV12151,RUN,current,not_for_profit,university,public,university,2017,2154-2017,84.94,84.92,84.98,26.33,21.79,40.01,556.25,366.16,76.1,79.0,190.08999999999997,0.3417348314606741,0.13680898876404493,14.75883651235955,mge_com,8209.602809999998,0.19392432823434003,2.7714734910532064,0.8402774854453761,0.22371157807572423,0.3040037402247966,16.71146152,22.00846542,0.240680293
181,Flinders University,PRV12097,IRU,current,not_for_profit,university,public,university,2017,3029-2017,87.81,87.21,91.1,17.52,18.6,10.9,1166.95,830.76,268.5,293.0,336.19000000000005,0.2880928917262951,0.23008697887655855,13.353649828158874,health,15583.041666969999,0.3352281994710049,2.594431689773675,0.7930085464640089,0.23455786607100243,0.15427828862614235,16.71146152,22.00846542,0.240680293
182,Griffith University,PRV12076,IRU,current,not_for_profit,university,public,university,2017,3032-2017,85.66,84.79,90.52,16.23,17.09,12.04,1879.7,1422.65,442.9,464.0,457.04999999999995,0.24315050273979888,0.23562270575091768,17.36546267489493,mge_com,32641.86019,0.23915227118065785,2.832904182422081,0.8340102886753465,0.1446535973291907,0.15083171827040415,16.71146152,22.00846542,0.240680293
183,James Cook University,PRV12077,IRU,current,not_for_profit,university,public,university,2017,1019-2017,86.04,86.23,84.98,21.16,21.58,18.79,878.34,735.6,226.0,254.0,142.74,0.1625111004850058,0.25730354987817927,13.234956470956575,health,11624.791666699999,0.403179268444515,2.526464090493414,0.767915691340133,0.1497266976135064,0.14895965877481976,16.71146152,22.00846542,0.240680293
184,La Trobe University,PRV12132,IRU,current,not_for_profit,university,public,university,2017,3020-2017,88.57,88.63,88.36,16.36,14.99,20.83,1435.42,1113.35,251.22,282.0,322.07000000000016,0.22437335414025172,0.17501497819453538,19.086515909350574,health,27397.166666600002,0.33093598486420356,2.538761185413875,0.7839290127600256,0.15609430415348569,0.1983325526367041,16.71146152,22.00846542,0.240680293
185,Macquarie University,PRV12032,IRU,former,not_for_profit,university,public,university,2017,3025-2017,84.52,84.36,85.0,10.63,11.12,9.09,1709.44,1201.74,390.71,422.0,507.70000000000005,0.29699784724822165,0.22856023025084235,18.156308791183083,soc_cult,31037.1205,0.47542819250903123,2.2235760835394096,0.691879429831424,0.17306091587974468,0.2556221702332212,16.71146152,22.00846542,0.240680293
186,Monash University,PRV12140,Go8,current,not_for_profit,university,public,university,2017,3035-2017,92.42,92.63,92.02,7.78,9.19,5.08,3690.37,2919.96,821.46,924.0,770.4099999999999,0.20876226503033568,0.22259556629823027,13.437168901763238,mge_com,49588.125,0.2739315108203829,2.836752215646481,0.8357381177706587,0.26060296694016966,0.34261478932708184,16.71146152,22.00846542,0.240680293
