provider_code,code_year,provider_name,citizenship,attrition_rate
7041,7041-2015,Sydney Institute of Traditional Chinese Medicine,Domestic,22.78
7073,7073-2015,Chisholm Institute,Domestic,34.09
7075,7075-2015,TAFE NSW,Domestic,27.01
7116,7116-2015,Study Group Australia Pty Ltd,Domestic,26.67
7124,7124-2015,Academy of Information Technology,Domestic,28.05
7125,7125-2015,Phoenix Institute of Australia Pty Ltd,Domestic,42.42
7252,7252-2015,AIPE,Domestic,50
7338,7338-2015,TAFE SA,Domestic,41.18
1019,1019-2016,James Cook University,Domestic,20.93
1034,1034-2016,Murdoch University,Domestic,18.75
1055,1055-2016,The University of Western Australia,Domestic,7.63
1058,1058-2016,University of Wollongong,Domestic,12.16
2148,2148-2016,The National Institute of Dramatic Art,Domestic,2.74
2154,2154-2016,Federation University Australia,Domestic,21.86
2170,2170-2016,Marcus Oldham College,Domestic,9.26
2177,2177-2016,Swinburne University of Technology,Domestic,23.42
2200,2200-2016,CQUniversity,Domestic,22.7
2201,2201-2016,University of Southern Queensland,Domestic,25.08
2235,2235-2016,Edith Cowan University,Domestic,21.54
2236,2236-2016,Curtin University,Domestic,16.47
2241,2241-2016,University of Canberra,Domestic,18.31
2252,2252-2016,Avondale College of Higher Education,Domestic,17.81
2271,2271-2016,"Australian Film, Television and Radio School",Domestic,11.96
3001,3001-2016,Charles Darwin University,Domestic,26.29
3003,3003-2016,Bond University,Domestic,8.64
3004,3004-2016,Western Sydney University,Domestic,15.63
3005,3005-2016,Charles Sturt University,Domestic,22.71
3006,3006-2016,Australian Catholic University,Domestic,15.37
3007,3007-2016,Victoria University,Domestic,18.49
3010,3010-2016,The University of Adelaide,Domestic,11.05
3013,3013-2016,University of New South Wales,Domestic,8.2
3014,3014-2016,The University of Newcastle,Domestic,17.01
3016,3016-2016,University of Technology Sydney,Domestic,9.59
3019,3019-2016,The University of Queensland,Domestic,11.06
3020,3020-2016,La Trobe University,Domestic,14.13
3025,3025-2016,Macquarie University,Domestic,9.78
3027,3027-2016,University of South Australia,Domestic,17.34
3029,3029-2016,Flinders University,Domestic,17.36
3030,3030-2016,Deakin University,Domestic,15.76
3032,3032-2016,Griffith University,Domestic,17.06
3033,3033-2016,The Australian National University,Domestic,16.41
3034,3034-2016,RMIT University,Domestic,12.13
3035,3035-2016,Monash University,Domestic,10.09
3036,3036-2016,The University of Melbourne,Domestic,6.99
3038,3038-2016,Southern Cross University,Domestic,25.32
3039,3039-2016,The University of New England,Domestic,25.83
3040,3040-2016,The University of Sydney,Domestic,8.91
3042,3042-2016,Queensland University of Technology,Domestic,11.8
3043,3043-2016,University of the Sunshine Coast,Domestic,22.71
3044,3044-2016,The University of Notre Dame Australia,Domestic,11.46
3045,3045-2016,University of Tasmania,Domestic,35.81
4331,4331-2016,University of Divinity,Domestic,21.53
4332,4332-2016,Sydney College of Divinity,Domestic,24.51
4333,4333-2016,Christian Heritage College,Domestic,24.52
4334,4334-2016,Tabor Adelaide,Domestic,24.1
4335,4335-2016,Australian College of Theology,Domestic,28.85
4336,4336-2016,Australian College of Applied Psychology,Domestic,30.97
4337,4337-2016,Eastern College Australia,Domestic,25.22
4338,4338-2016,Moore Theological College,Domestic,12.71
4339,4339-2016,Holmes Institute,Domestic,44.64
4340,4340-2016,Monash College,Domestic,9.46
4341,4341-2016,Harvest Bible College,Domestic,22.71
4343,4343-2016,Australian Institute of Music,Domestic,25.18
4344,4344-2016,South Aust Institute of Business & Technology,Domestic,32.28
4346,4346-2016,Excelsia College,Domestic,24.1
4347,4347-2016,Tabor College NSW,Domestic,16.67
4348,4348-2016,Deakin College,Domestic,26.23
4349,4349-2016,Sydney Institute of Business and Technology,Domestic,23.22
4350,4350-2016,Queensland Institute of Business and Technology,Domestic,30.94
4352,4352-2016,The Australian College of Physical Education,Domestic,23.96
4355,4355-2016,Adelaide College of Divinity,Domestic,40
4357,4357-2016,Blue Mountains Intl Hotel Management School,Domestic,21.79
4359,4359-2016,The College of Law,Domestic,24.59
4360,4360-2016,Perth Bible College,Domestic,45.83
4361,4361-2016,Endeavour College of Natural Health,Domestic,25.94
4362,4362-2016,International College of Hotel Management,Domestic,22.22
4363,4363-2016,Northern Melbourne Institute of TAFE,Domestic,27.11
4364,4364-2016,Edith Cowan College,Domestic,29.63
4365,4365-2016,Curtin College,Domestic,17.27
4366,4366-2016,Box Hill Institute,Domestic,22.45
4367,4367-2016,Melbourne Institute of Technology,Domestic,30.9
4368,4368-2016,Campion College,Domestic,17.39
4370,4370-2016,Tabor College Tasmania,Domestic,61.29
4371,4371-2016,SAE Creative Media Institute,Domestic,28.62
4374,4374-2016,Carnegie Mellon University Australia,Domestic,40
4375,4375-2016,Think: Colleges Pty Ltd,Domestic,32.91
4377,4377-2016,UOW College,Domestic,18.92
4378,4378-2016,JMC Academy,Domestic,27.48
4380,4380-2016,UTS:INSEARCH,Domestic,16.08
4381,4381-2016,"International College of Management, Sydney",Domestic,21.28
4382,4382-2016,Australian Guild of Music Education Inc.,Domestic,83.33
4383,4383-2016,Holmesglen Institute of TAFE,Domestic,33.49
4384,4384-2016,Kaplan Business School,Domestic,25.47
4385,4385-2016,Polytechnic West,Domestic,40
4386,4386-2016,Macleay College,Domestic,25.5
4387,4387-2016,Raffles College of Design and Commerce,Domestic,21.51
4388,4388-2016,Australian Academy of Music and Performing Arts,Domestic,23.6
4389,4389-2016,Cairnmillar Institute School,Domestic,4.2
4391,4391-2016,Eynesbury,Domestic,60
4392,4392-2016,Gestalt Therapy Brisbane,Domestic,12.77
4393,4393-2016,MIECAT,Domestic,13.33
4394,4394-2016,William Angliss Institute of TAFE,Domestic,29.25
4395,4395-2016,Adelaide Central School of Art,Domestic,18
4396,4396-2016,LCI Melbourne,Domestic,22.35
4401,4401-2016,Whitehouse Institute of Design; Australia,Domestic,28.93
4402,4402-2016,Leo Cussen Institute,Domestic,0
4405,4405-2016,Australian Institute of Professional Counsellors,Domestic,39.23
4406,4406-2016,Canberra Institute of Technology,Domestic,21.28
4407,4407-2016,Alphacrucis College,Domestic,33.74
4410,4410-2016,Australian Institute of Management SA Division Inc,Domestic,59.91
4411,4411-2016,Stotts Colleges,Domestic,50
4412,4412-2016,Morling College,Domestic,26.92
4413,4413-2016,University College London,Domestic,0
4415,4415-2016,Top Education Institute,Domestic,18.18
4417,4417-2016,La Trobe Melbourne,Domestic,19.85
4418,4418-2016,Australian School of Management,Domestic,0
4419,4419-2016,National Art School,Domestic,11.65
4420,4420-2016,Kent Institute Australia,Domestic,100
4421,4421-2016,Le Cordon Bleu Australia,Domestic,18.75
4423,4423-2016,Tabor College Perth,Domestic,33.33
4424,4424-2016,Kaplan Higher Education,Domestic,25.94
4425,4425-2016,Australian Institute of Business,Domestic,23.51
4426,4426-2016,John Paul ll Institute for Marriage and Family,Domestic,10
4428,4428-2016,Nan Tien Institute,Domestic,45.83
4445,4445-2016,Investment Banking Institute Business School,Domestic,100
4450,4450-2016,TAFE Queensland,Domestic,36.44
4453,4453-2016,Australasian College of Health and Wellness,Domestic,47.06
4458,4458-2016,Australian Institute of Management Education & Training,Domestic,26.67
5555,5555-2016,Torrens University Australia,Domestic,48.55
7001,7001-2016,Collarts,Domestic,30.17
7007,7007-2016,Paramount College of Natural Medicine,Domestic,38.1
7014,7014-2016,Jazz Music Institute,Domestic,8
7035,7035-2016,Photography Studies College (Melbourne),Domestic,18.75
7041,7041-2016,Sydney Institute of Traditional Chinese Medicine,Domestic,13.45
7067,7067-2016,West Coast Institute of Training,Domestic,33.33
7072,7072-2016,Central Institute of Technology,Domestic,21.05
7073,7073-2016,Chisholm Institute,Domestic,19.23
7075,7075-2016,TAFE NSW,Domestic,24.84
7116,7116-2016,Study Group Australia Pty Ltd,Domestic,29.89
7124,7124-2016,Academy of Information Technology,Domestic,26.67
7125,7125-2016,Phoenix Institute of Australia Pty Ltd,Domestic,66.67
7252,7252-2016,AIPE,Domestic,50
7338,7338-2016,TAFE SA,Domestic,21.26
1019,1019-2017,James Cook University,Domestic,21.58
1034,1034-2017,Murdoch University,Domestic,17.66
1055,1055-2017,The University of Western Australia,Domestic,9.18
1058,1058-2017,University of Wollongong,Domestic,12.62
2148,2148-2017,The National Institute of Dramatic Art,Domestic,9.68
2154,2154-2017,Federation University Australia,Domestic,21.79
2170,2170-2017,Marcus Oldham College,Domestic,10.78
2177,2177-2017,Swinburne University of Technology,Domestic,23.57
2200,2200-2017,CQUniversity,Domestic,22.98
2201,2201-2017,University of Southern Queensland,Domestic,26.53
2235,2235-2017,Edith Cowan University,Domestic,20.84
2236,2236-2017,Curtin University,Domestic,15.17
2241,2241-2017,University of Canberra,Domestic,17.56
2252,2252-2017,Avondale College of Higher Education,Domestic,19.04
2271,2271-2017,"Australian Film, Television and Radio School",Domestic,7.89
3001,3001-2017,Charles Darwin University,Domestic,27.42
3003,3003-2017,Bond University,Domestic,7.32
3004,3004-2017,Western Sydney University,Domestic,15.18
3005,3005-2017,Charles Sturt University,Domestic,22.96
3006,3006-2017,Australian Catholic University,Domestic,15.37
3007,3007-2017,Victoria University,Domestic,20.02
3010,3010-2017,The University of Adelaide,Domestic,11.63
3013,3013-2017,University of New South Wales,Domestic,7.93
3014,3014-2017,The University of Newcastle,Domestic,15.95
3016,3016-2017,University of Technology Sydney,Domestic,8.26
3019,3019-2017,The University of Queensland,Domestic,10.95
3020,3020-2017,La Trobe University,Domestic,14.99
3025,3025-2017,Macquarie University,Domestic,11.12
3027,3027-2017,University of South Australia,Domestic,16.83
3029,3029-2017,Flinders University,Domestic,18.6
3030,3030-2017,Deakin University,Domestic,16.19
3032,3032-2017,Griffith University,Domestic,17.09
3033,3033-2017,The Australian National University,Domestic,11.31
3034,3034-2017,RMIT University,Domestic,12.61
3035,3035-2017,Monash University,Domestic,9.19
3036,3036-2017,The University of Melbourne,Domestic,6.82
3038,3038-2017,Southern Cross University,Domestic,24.9
3039,3039-2017,The University of New England,Domestic,23.55
3040,3040-2017,The University of Sydney,Domestic,9.22
3042,3042-2017,Queensland University of Technology,Domestic,12.17
3043,3043-2017,University of the Sunshine Coast,Domestic,19.17
3044,3044-2017,The University of Notre Dame Australia,Domestic,10.93
3045,3045-2017,University of Tasmania,Domestic,32.08
4331,4331-2017,University of Divinity,Domestic,25.52
4332,4332-2017,Sydney College of Divinity,Domestic,23.08
4333,4333-2017,Christian Heritage College,Domestic,23.92
4334,4334-2017,Tabor Adelaide,Domestic,27.13
4335,4335-2017,Australian College of Theology,Domestic,21.25
4336,4336-2017,Australian College of Applied Psychology,Domestic,31.4
4337,4337-2017,Eastern College Australia,Domestic,26.32
4338,4338-2017,Moore Theological College,Domestic,20
4339,4339-2017,Holmes Institute,Domestic,35
4340,4340-2017,Monash College,Domestic,10.91
4341,4341-2017,Harvest Bible College,Domestic,22.5
4343,4343-2017,Australian Institute of Music,Domestic,25.94
4344,4344-2017,South Aust Institute of Business & Technology,Domestic,33.33
4346,4346-2017,Excelsia College,Domestic,18.09
4347,4347-2017,Tabor College NSW,Domestic,52.63
4348,4348-2017,Deakin College,Domestic,29.83
4349,4349-2017,Sydney Institute of Business and Technology,Domestic,21.19
4350,4350-2017,Queensland Institute of Business and Technology,Domestic,31.45
4352,4352-2017,The Australian College of Physical Education,Domestic,30.66
4355,4355-2017,Adelaide College of Divinity,Domestic,19.05
4357,4357-2017,Blue Mountains Intl Hotel Management School,Domestic,33.33
4359,4359-2017,The College of Law,Domestic,15.99
4360,4360-2017,Perth Bible College,Domestic,21.95
4361,4361-2017,Endeavour College of Natural Health,Domestic,30.45
4362,4362-2017,International College of Hotel Management,Domestic,11.9
4363,4363-2017,Northern Melbourne Institute of TAFE,Domestic,24.66
4364,4364-2017,Edith Cowan College,Domestic,34.62
4365,4365-2017,Curtin College,Domestic,25.12
4366,4366-2017,Box Hill Institute,Domestic,24.32
4367,4367-2017,Melbourne Institute of Technology,Domestic,23.65
4368,4368-2017,Campion College,Domestic,9.38
4370,4370-2017,Tabor College Tasmania,Domestic,43.75
4371,4371-2017,SAE Creative Media Institute,Domestic,26.32
4374,4374-2017,Carnegie Mellon University Australia,Domestic,7.69
4375,4375-2017,Think: Colleges Pty Ltd,Domestic,33.45
4377,4377-2017,UOW College,Domestic,20
4378,4378-2017,JMC Academy,Domestic,30.1
4380,4380-2017,UTS:INSEARCH,Domestic,17.14
4381,4381-2017,"International College of Management, Sydney",Domestic,20.17
4382,4382-2017,Australian Guild of Music Education Inc.,Domestic,0
4383,4383-2017,Holmesglen Institute of TAFE,Domestic,27.68
4384,4384-2017,Kaplan Business School,Domestic,26.39
4385,4385-2017,Polytechnic West,Domestic,51.85
4386,4386-2017,Macleay College,Domestic,27.24
4387,4387-2017,Raffles College of Design and Commerce,Domestic,16.28
4388,4388-2017,Australian Academy of Music and Performing Arts,Domestic,11.11
4389,4389-2017,Cairnmillar Institute School,Domestic,10.89
4391,4391-2017,Eynesbury,Domestic,12.5
4392,4392-2017,Gestalt Therapy Brisbane,Domestic,17.02
4393,4393-2017,MIECAT,Domestic,14.29
4394,4394-2017,William Angliss Institute of TAFE,Domestic,25.84
4395,4395-2017,Adelaide Central School of Art,Domestic,31.37
4396,4396-2017,LCI Melbourne,Domestic,30.23
4401,4401-2017,Whitehouse Institute of Design; Australia,Domestic,20.69
4402,4402-2017,Leo Cussen Institute,Domestic,0
4405,4405-2017,Australian Institute of Professional Counsellors,Domestic,44.95
4406,4406-2017,Canberra Institute of Technology,Domestic,25
4407,4407-2017,Alphacrucis College,Domestic,30.26
4412,4412-2017,Morling College,Domestic,28.44
4413,4413-2017,University College London,Domestic,12.5
4415,4415-2017,Top Education Institute,Domestic,27.94
4417,4417-2017,La Trobe Melbourne,Domestic,23.18
4418,4418-2017,Australian School of Management,Domestic,100
4419,4419-2017,National Art School,Domestic,11.54
4421,4421-2017,Le Cordon Bleu Australia,Domestic,25
4424,4424-2017,Kaplan Higher Education,Domestic,25.58
4425,4425-2017,Australian Institute of Business,Domestic,24.14
4426,4426-2017,John Paul ll Institute for Marriage and Family,Domestic,4.08
4428,4428-2017,Nan Tien Institute,Domestic,34.48
4450,4450-2017,TAFE Queensland,Domestic,23.96
4453,4453-2017,Australasian College of Health and Wellness,Domestic,75
4458,4458-2017,Australian Institute of Management Education & Training,Domestic,45.78
4468,4468-2017,South Metropolitan TAFE,Domestic,25.71
5555,5555-2017,Torrens University Australia,Domestic,23.85
6043,6043-2017,The Cairnmillar Institute,Domestic,0.91
7001,7001-2017,Collarts,Domestic,33.83
7007,7007-2017,Paramount College of Natural Medicine,Domestic,37.5
7014,7014-2017,Jazz Music Institute,Domestic,11.76
7035,7035-2017,Photography Studies College (Melbourne),Domestic,32.73
7041,7041-2017,Sydney Institute of Traditional Chinese Medicine,Domestic,17.14
7067,7067-2017,West Coast Institute of Training,Domestic,100
7072,7072-2017,Central Institute of Technology,Domestic,44.34
7073,7073-2017,Chisholm Institute,Domestic,21.95
7075,7075-2017,TAFE NSW,Domestic,24.45
7116,7116-2017,Study Group Australia Pty Ltd,Domestic,52.24
7124,7124-2017,Academy of Information Technology,Domestic,18.09
7221,7221-2017,VIT (Victorian Institute of Technology),Domestic,60
7252,7252-2017,AIPE,Domestic,100
7338,7338-2017,TAFE SA,Domestic,48.48
8071,8071-2017,North Metropolitan TAFE,Domestic,11.63
