"","provider_name","provider_code","prv","affiliation","affil_status","profit","type","ownership","code_year","ref_year","success_all","success_dom","success_int","attrition_all","attrition_dom","attrition_int","all_fte","salaried_fte","senior_fte","senior_headcount","sessional_fte","sessional_prop","senior_prop","eftsl","int_prop","postgrad_prop","first_bfoe","first_bfoe_prop","bfoe_entropy","bfoe_gini_impurity","ssr_all","ssr_salaried"
"97","Morling College",4412,"PRV12034","NUHEP","current","not_for_profit","faith_based","private","4412-2013",2013,96.32,96.38,95.99,45.38,45.22,50,NA,NA,NA,NA,NA,NA,NA,79,0.16,0.98,"education",0.63094,0.949947600390409,0.4657094328,NA,NA
"98","Top Education Institute",4415,"PRV12059","NUHEP","current","for_profit","for_profit","private","4415-2013",2013,70.92,70.29,70.94,27.9,9.09,28.38,NA,NA,NA,NA,NA,NA,NA,725,0.97,0,"mge_com",1,0,0,NA,NA
"99","La Trobe Melbourne",4417,"PRV12186","NUHEP","current","for_profit","pathway","private","4417-2013",2013,62.98,62.43,63.17,20,30.77,18.29,NA,NA,NA,NA,NA,NA,NA,454,0.74,0,"mge_com",0.67558,1.39107556926651,0.5041703926,NA,NA
"100","National Art School",4419,"PRV12036","NUHEP","current","not_for_profit","other","private","4419-2013",2013,94.12,94.08,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,0.01,0,"creat_art",1,0,0,NA,NA
"101","Kent Institute Australia",4420,"PRV12051","NUHEP","current","for_profit","for_profit","private","4420-2013",2013,63.23,NA,63.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,0,"mge_com",1,0,0,NA,NA
"102","Le Cordon Bleu Australia",4421,"PRV12100","NUHEP","current","for_profit","for_profit","private","4421-2013",2013,87.36,84.65,87.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,0.91,0.22,"mge_com",1,0,0,NA,NA
"103","Kaplan Higher Education",4424,"PRV12030","NUHEP","current","for_profit","for_profit","private","4424-2013",2013,84.72,87.55,64.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879,0.13,0.88,"mge_com",0.9576,0.317911659720863,0.0823582902,NA,NA
"104","Australian Institute of Business",4425,"PRV12090","NUHEP","current","for_profit","for_profit","private","4425-2013",2013,80.09,80.33,77.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,0.07,1,"mge_com",1,0,0,NA,NA
"105","John Paul ll Institute for Marriage and Family",4426,"PRV12130","NUHEP","current","not_for_profit","faith_based","private","4426-2013",2013,86.67,84.62,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.23,1,"soc_cult",1,0,0,NA,NA
"106","Nan Tien Institute",4428,"PRV12035","NUHEP","current","not_for_profit","faith_based","private","4428-2013",2013,93.55,92.31,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.17,1,"soc_cult",1,0,0,NA,NA
"107","TAFE Queensland",4450,"PRV13003","NUHEP","current","not_for_profit","TAFE","public","4450-2013",2013,80.96,79.14,90.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,0.16,0,"engineering",1,0,0,NA,NA
"108","Jazz Music Institute",7014,"PRV12084","NUHEP","current","for_profit","for_profit","private","7014-2013",2013,93.45,93.16,100,11.54,12.5,0,NA,NA,NA,NA,NA,NA,NA,49,0.04,0,"creat_art",1,0,0,NA,NA
"109","Photography Studies College (Melbourne)",7035,"PRV12200","NUHEP","current","for_profit","for_profit","private","7035-2013",2013,85.32,85.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,0,0,"creat_art",1,0,0,NA,NA
"110","Sydney Institute of Traditional Chinese Medicine",7041,"PRV12177","NUHEP","current","not_for_profit","other","private","7041-2013",2013,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,"health",1,0,0,NA,NA
"111","Chisholm Institute",7073,"PRV12123","NUHEP","current","not_for_profit","TAFE","public","7073-2013",2013,75.66,75.66,NA,26.58,26.58,NA,NA,NA,NA,NA,NA,NA,NA,110,0,0,"health",0.51118,1.43229058229944,0.6007020856,NA,NA
"112","TAFE NSW",7075,"PRV12049","NUHEP","current","not_for_profit","TAFE","public","7075-2013",2013,97.94,97.63,99.16,24.19,24.92,18.42,NA,NA,NA,NA,NA,NA,NA,511,0.2,0,"info_tech",0.31947,1.93292226465352,0.7293552111,NA,NA
"113","Study Group Australia Pty Ltd",7116,"PRV12044","NUHEP","current","for_profit","for_profit","private","7116-2013",2013,83.96,0,84.12,5.81,100,4.71,NA,NA,NA,NA,NA,NA,NA,132,1,0,"mge_com",0.97421,0.172818116408914,0.0502497518,NA,NA
"114","Academy of Information Technology",7124,"PRV12005","NUHEP","current","for_profit","for_profit","private","7124-2013",2013,74.4,74.5,74.33,24.32,24.32,NA,NA,NA,NA,NA,NA,NA,NA,228,0.59,0,"creat_art",0.98906,0.0869622570773314,0.0216406328,NA,NA
"115","TAFE SA",7338,"PRV14002","NUHEP","current","not_for_profit","TAFE","public","7338-2013",2013,84.69,84.92,78.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0.03,0,"creat_art",0.90222,0.461918596303493,0.1764381432,NA,NA
"116","James Cook University",1019,"PRV12077","IRU","current","not_for_profit","university","public","1019-2014",2014,84.73,85.72,80.2,20.58,20.12,22.39,914.31,765.01,208.09,233,149.3,0.163292537541972,0.227592392077085,12389,0.18,0.17,"health",0.36261,2.62148291284567,0.7912964845,13.5501088252343,16.1945595482412
"117","Murdoch University",1034,"PRV12163","IRU","current","not_for_profit","university","public","1034-2014",2014,82.98,82.47,86.06,20.29,21.43,12.61,713.69,546.76,142.73,154,166.93,0.233897070156511,0.199988790651403,9926,0.14,0.12,"soc_cult",0.31701,2.75579822591908,0.82001217,13.9079992713923,18.1542175726096
"118","The University of Western Australia",1055,"PRV12169","Go8","current","not_for_profit","university","public","1055-2014",2014,91.64,91.66,91.53,8.64,9.08,5.81,1664.17,1538.01,475.51,520,126.16,0.075809562724962,0.285734029576305,18716,0.16,0.15,"nat_phys_sci",0.37471,2.42315766349505,0.7659816294,11.2464471778725,12.1689715931626
"119","University of Wollongong",1058,"PRV12062","non_aligned","current","not_for_profit","university","public","1058-2014",2014,88.68,89.5,85.09,11.73,11.69,11.82,1295.36,1029.04,302.2,320,266.32,0.205595355731225,0.233294219367589,16499,0.19,0.17,"mge_com",0.21932,2.90526315147447,0.8550859336,12.7369997529644,16.0333903443987
"120","The National Institute of Dramatic Art",2148,"PRV12052","NUHEP","current","not_for_profit","other","private","2148-2014",2014,96.13,96.03,100,4.23,4.23,NA,NA,NA,NA,NA,NA,NA,NA,174,0.02,0.09,"creat_art",1,0,0,NA,NA
"121","Federation University Australia",2154,"PRV12151","RUN","current","not_for_profit","university","public","2154-2014",2014,81.84,86.2,75.91,24.16,24.84,23.37,548.42,387.16,71.2,75,161.26,0.294044710258561,0.129827504467379,8586,0.42,0.32,"mge_com",0.29705,2.65513310891405,0.8127232709,15.6558841763612,22.1768777766298
"122","Marcus Oldham College",2170,"PRV12133","NUHEP","current","not_for_profit","other","private","2170-2014",2014,99.54,99.54,NA,2.44,2.44,NA,NA,NA,NA,NA,NA,NA,NA,164,0,0.02,"agri_env",1,0,0,NA,NA
"123","Swinburne University of Technology",2177,"PRV12148","non_aligned","current","not_for_profit","university","public","2177-2014",2014,81.17,80.38,85.04,24.8,26.95,10.68,1122.61,704.59,179.16,191,418.02,0.372364400815956,0.159592378475161,18405,0.17,0.15,"mge_com",0.27197,2.7475704590789,0.8293775932,16.3948299053099,26.1215742488539
"124","CQUniversity",2200,"PRV12073","RUN","current","not_for_profit","university","public","2200-2014",2014,83.57,83.3,84.19,22.17,26.1,11.95,554.9,420.65,90.85,96,134.25,0.241935483870968,0.163723193368174,11174,0.3,0.28,"mge_com",0.31099,2.70775187438335,0.806264148,20.1369616147054,26.563651491739
"125","University of Southern Queensland",2201,"PRV12081","RUN","current","not_for_profit","university","public","2201-2014",2014,78.24,77.27,82.21,25.31,26.3,11.11,729.53,491.34,116.4,118,238.19,0.326497882198128,0.159554781845846,12895,0.2,0.23,"mge_com",0.24,2.74595001620816,0.8299750313,17.6757638479569,26.2445557048073
"126","Edith Cowan University",2235,"PRV12160","non_aligned","current","not_for_profit","university","public","2235-2014",2014,83.38,83.75,81.21,19.98,21.28,11.64,658.96,473.91,104.2,112,185.05,0.280821294160495,0.15812795920845,15686,0.15,0.17,"health",0.23357,2.82308952196851,0.839870369,23.804176277771,33.0991116456711
"127","Curtin University",2236,"PRV12158","ATN","current","not_for_profit","university","public","2236-2014",2014,86.58,86.67,86.22,13.86,15.04,8.9,1830.58,1391.56,373.79,398,439.02,0.239825629035606,0.204192113974806,26823,0.19,0.14,"mge_com",0.23461,2.78262908097719,0.8339590154,14.6527330135804,19.2754893788266
"128","University of Canberra",2241,"PRV12003","non_aligned","current","not_for_profit","university","public","2241-2014",2014,82.1,83.14,78.21,15.25,16.78,9.27,510.38,403.28,145.11,161,107.1,0.20984364591089,0.284317567302794,10496,0.21,0.14,"mge_com",0.25789,2.86522594185954,0.8413426328,20.5650691641522,26.0265820273755
"129","Avondale College of Higher Education",2252,"PRV12015","NUHEP","current","not_for_profit","faith_based","private","2252-2014",2014,90.12,90.05,91.57,17.93,17.41,26.92,97.55,68.97,9,9,28.58,0.292977960020502,0.0922603792926704,984,0.05,0.07,"education",0.50603,1.79765259957001,0.637852853,10.0871348026653,14.2670726402784
"130","Australian Film, Television and Radio School",2271,"PRV12011","NUHEP","current","not_for_profit","government","public","2271-2014",2014,98.91,98.91,NA,4.25,4.25,NA,NA,NA,NA,NA,NA,NA,NA,206,0,0.78,"creat_art",1,0,0,NA,NA
"131","Charles Darwin University",3001,"PRV12069","IRU","current","not_for_profit","university","public","3001-2014",2014,82.68,84.2,77.24,25.46,26.8,17.68,363.24,282.53,50.07,61,80.71,0.222194692214514,0.13784274859597,5382,0.22,0.23,"health",0.24413,2.66632237379243,0.8136718816,14.816650148662,19.0493044986373
"132","Bond University",3003,"PRV12072","non_aligned","current","not_for_profit","university","private","3003-2014",2014,81.23,77.07,91.1,10.3,11.75,7.1,358.48,234.86,110.35,122,123.62,0.34484490069181,0.307827493862977,4755,0.29,0.31,"soc_cult",0.37898,2.28961727289557,0.7497630208,13.2643383173399,20.2461040619944
"133","Western Sydney University",3004,"PRV12061","IRU","current","not_for_profit","university","public","3004-2014",2014,82.41,82.3,83.58,12.77,12.58,17.52,1531.68,1073.6,292.15,308,458.08,0.299070301890734,0.190738274313172,30940,0.09,0.12,"soc_cult",0.28518,2.77877479399116,0.8209861,20.2000417841847,28.8189269746647
"134","Charles Sturt University",3005,"PRV12018","RUN","current","not_for_profit","university","public","3005-2014",2014,84.93,85.24,82.84,19.98,20.98,12.03,1129.72,918.74,156.5,175,210.98,0.18675423998867,0.13852990121446,19611,0.13,0.22,"health",0.23026,2.70073901432799,0.8261765143,17.3591686435577,21.3455384548403
"135","Australian Catholic University",3006,"PRV12008","non_aligned","current","not_for_profit","university","public","3006-2014",2014,88.9,88.81,89.76,14.86,14.64,16.8,1081.26,675.17,172.93,196,406.09,0.375571092984111,0.159933780959251,20767,0.09,0.13,"health",0.42229,1.91719476328428,0.6853325051,19.2062963579528,30.758179421479
"136","Victoria University",3007,"PRV12152","non_aligned","current","not_for_profit","university","public","3007-2014",2014,80.86,81.14,79.66,20.72,21.54,16.97,908.54,669.07,159.44,174,239.47,0.263576727496863,0.175490347150373,15187,0.19,0.12,"mge_com",0.22607,2.57617069149053,0.8086634564,16.7158297928545,22.6986712899995
"137","The University of Adelaide",3010,"PRV12105","Go8","current","not_for_profit","university","public","3010-2014",2014,88.67,87.98,90.94,9.91,11.62,4.42,1785.15,1534.77,425.71,451,250.38,0.140257121250315,0.238472957454556,18764,0.23,0.17,"soc_cult",0.21179,2.91460023324096,0.8465332738,10.5111615270425,12.2259361337529
"138","University of New South Wales",3013,"PRV12055","Go8","current","not_for_profit","university","public","3013-2014",2014,93.15,93.35,92.53,8.44,9.17,5.72,3581.3,3095.01,888.16,1720,486.29,0.135785887806104,0.247999329852288,35384,0.24,0.2,"mge_com",0.23449,2.83442826032946,0.8371290957,9.88021109652919,11.4325963405611
"139","The University of Newcastle",3014,"PRV12056","IRU","former","not_for_profit","university","public","3014-2014",2014,87.18,87.31,85.94,15.01,16.2,7.62,1321.51,1059.63,275.58,293,261.88,0.198167248072281,0.208534176812888,21133,0.1,0.16,"health",0.25154,2.94043412616978,0.8461903233,15.9915551149821,19.9437539518511
"140","University of Technology Sydney",3016,"PRV12060","ATN","current","not_for_profit","university","public","3016-2014",2014,90.66,91.2,88.98,9.67,9.99,8.77,1383.98,993.25,300.28,326,390.73,0.282323443980404,0.216968453301348,25498,0.24,0.23,"mge_com",0.32194,2.85757914407943,0.8292945834,18.4236766427261,25.6712811477473
"141","The University of Queensland",3019,"PRV12080","Go8","current","not_for_profit","university","public","3019-2014",2014,90.46,89.64,93.42,9.71,11.44,4.17,3376.15,2883.22,746.9,808,492.93,0.146003583963983,0.221228322201324,36001,0.22,0.15,"health",0.23014,2.85507412789253,0.8374685387,10.6633295321594,12.4863867481496
"142","La Trobe University",3020,"PRV12132","IRU","current","not_for_profit","university","public","3020-2014",2014,88.34,89.1,85.12,12.38,12.4,12.33,1481.4,1115.22,226.4,249,366.18,0.247185095180235,0.152828405562306,25592,0.19,0.16,"health",0.27144,2.6446877391799,0.8066831187,17.2755501552585,22.9479385233407
"143","Macquarie University",3025,"PRV12032","IRU","former","not_for_profit","university","public","3025-2014",2014,86.22,86.79,84.25,10.19,11.09,6.54,1492.36,1075.75,336.46,370,416.61,0.279161864429494,0.225454984052105,26594,0.22,0.18,"soc_cult",0.46423,2.20958332805857,0.6968195993,17.8200970275269,24.7213571926563
"144","University of South Australia",3027,"PRV12107","ATN","current","not_for_profit","university","public","3027-2014",2014,88.38,88.16,89.43,16.88,19.08,5.48,1490.01,1126.9,215.38,230,363.11,0.243696351031201,0.1445493654405,20188,0.17,0.14,"health",0.24883,2.93297132194039,0.845656998,13.54890235636,17.9146330641583
"145","Flinders University",3029,"PRV12097","IRU","current","not_for_profit","university","public","3029-2014",2014,87.46,86.77,92.96,15.76,16.62,7.14,1153.46,875.39,261.96,279,278.07,0.241074679659459,0.227108005479167,14585,0.11,0.23,"health",0.32423,2.54770969740049,0.7907483782,12.6445650477693,16.6611453180868
"146","Deakin University",3030,"PRV12124","non_aligned","current","not_for_profit","university","public","3030-2014",2014,84.29,84.58,82.78,14.38,15.42,8.55,1929.09,1495.99,343.9,359,433.1,0.224510002125354,0.178270583539389,33951,0.16,0.18,"soc_cult",0.23619,2.8371804856706,0.8317374991,17.599489914934,22.6946704189199
"147","Griffith University",3032,"PRV12076","IRU","current","not_for_profit","university","public","3032-2014",2014,86.58,86.23,88.33,14.1,15.62,7.41,1846.53,1372.36,446.95,464,474.17,0.25678976241924,0.242048599264567,30356,0.16,0.14,"mge_com",0.24011,2.89388152091885,0.8439902295,16.4394837885114,22.1195604651841
"148","The Australian National University",3033,"PRV12002","Go8","current","not_for_profit","university","public","3033-2014",2014,93.49,93.02,94.6,8.89,10.58,2.98,1844.45,1599.98,526.65,549,244.47,0.132543576675974,0.285532272493155,13270,0.29,0.37,"soc_cult",0.50522,2.14440687731514,0.6773124224,7.19455664290168,8.29385367317091
"149","RMIT University",3034,"PRV12145","ATN","current","not_for_profit","university","public","3034-2014",2014,88.58,88.35,89.31,11.32,12.23,8.47,1714.05,1158.84,318.45,341,555.21,0.323917038592807,0.185788045856305,32340,0.24,0.18,"mge_com",0.24211,3.00977417241518,0.8566281288,18.8675942942155,27.90721756239
"150","Monash University",3035,"PRV12140","Go8","current","not_for_profit","university","public","3035-2014",2014,91.63,91.73,91.29,8.8,9.98,4.77,3087.73,2533.38,703.15,782,554.35,0.179533184572485,0.227723926638663,41004,0.24,0.2,"mge_com",0.25406,2.80790784927278,0.8326191101,13.2796585193654,16.1854913198967
"151","The University of Melbourne",3036,"PRV12150","Go8","current","not_for_profit","university","public","3036-2014",2014,95.01,95.04,94.95,5.73,6.58,3.23,3762.28,3155.97,936.45,1026,606.31,0.16115493796315,0.248904919357411,38693,0.3,0.44,"nat_phys_sci",0.22105,2.91663033443236,0.8425562438,10.2844551708007,12.2602559593406
"152","Southern Cross University",3038,"PRV12043","RUN","current","not_for_profit","university","public","3038-2014",2014,78.88,79.4,74.69,25.3,25.81,19.59,463.31,326.03,68.6,74,137.28,0.29630269150245,0.148065010468153,7926,0.11,0.11,"mge_com",0.24705,2.66491175316462,0.8189911787,17.107336340679,24.3106462595467
"153","The University of New England",3039,"PRV12054","RUN","current","not_for_profit","university","public","3039-2014",2014,80.3,79.96,87.5,22.14,22.69,5.88,548.33,512.43,127.49,133,35.9000000000001,0.065471522623238,0.232505972680685,10816,0.05,0.22,"soc_cult",0.36166,2.59543001636152,0.7860367515,19.7253478744552,21.1072731885331
"154","The University of Sydney",3040,"PRV12057","Go8","current","not_for_profit","university","public","3040-2014",2014,91.78,92.06,90.95,7.73,8.83,4.51,3503.63,2752.33,943.79,1025,751.3,0.214434743394708,0.269374905455199,38965,0.25,0.27,"soc_cult",0.23485,2.83086463788629,0.8345008068,11.1213227424129,14.1570959877631
"155","Queensland University of Technology",3042,"PRV12079","ATN","former","not_for_profit","university","public","3042-2014",2014,87.97,87.95,88.04,12.16,12.63,9.98,2107.28,1453.51,438.05,853,653.77,0.310243536691849,0.20787460612733,32669,0.16,0.16,"mge_com",0.23158,2.9955508474909,0.8605270836,15.5029231995748,22.4759375580491
"156","University of the Sunshine Coast",3043,"PRV12082","RUN","current","not_for_profit","university","public","3043-2014",2014,86.78,86.75,87.06,21.08,21.8,15.35,412.82,303.55,64.5,67,109.27,0.264691633157308,0.15624243011482,7099,0.1,0.09,"health",0.30028,2.78892440638521,0.8243774311,17.1963567656606,23.386591994729
"157","The University of Notre Dame Australia",3044,"PRV12170","non_aligned","current","not_for_profit","university","private","3044-2014",2014,91.85,91.83,92.81,12.12,12.17,8.51,379.79,297.5,93.65,140,82.29,0.216672371573764,0.246583638326444,8248,0.01,0.07,"health",0.36365,2.07769239962745,0.7280478705,21.7172648042339,27.7243697478992
"158","University of Tasmania",3045,"PRV12110","non_aligned","current","not_for_profit","university","public","3045-2014",2014,84.65,84.23,87.32,31.32,31.32,NA,1268.46,1066.4,229.08,249,202.06,0.159295523705911,0.180596944326191,16268,0.14,0.14,"health",0.29438,2.86149463178014,0.8318026814,12.8250003941788,15.2550637659415
"159","University of Divinity",4331,"PRV12135","non_aligned","current","not_for_profit","university","public","4331-2014",2014,94.4,94,97.17,20.96,22.06,8.89,110.27,94.87,20.8,27,15.4,0.139657205042169,0.188627913303709,615,0.13,0.54,"soc_cult",1,0,0,5.57721955200871,6.48255507536629
"160","Sydney College of Divinity",4332,"PRV12045","NUHEP","current","not_for_profit","faith_based","private","4332-2014",2014,90.09,90.26,89.38,20.25,20,22.5,NA,NA,NA,NA,NA,NA,NA,496,0.2,0.26,"soc_cult",1,0,0,NA,NA
"161","Christian Heritage College",4333,"PRV12074","NUHEP","current","not_for_profit","faith_based","private","4333-2014",2014,82.56,82.11,93.13,23.93,24.07,0,NA,NA,NA,NA,NA,NA,NA,508,0.04,0.16,"soc_cult",0.48783,1.33916252291334,0.5745390882,NA,NA
"162","Tabor Adelaide",4334,"PRV12103","NUHEP","current","not_for_profit","faith_based","private","4334-2014",2014,85.54,85.54,NA,29.77,29.77,NA,NA,NA,NA,NA,NA,NA,NA,361,0,0.18,"soc_cult",0.53516,1.17174320101268,0.5267863619,NA,NA
"163","Australian College of Theology",4335,"PRV12010","NUHEP","current","not_for_profit","faith_based","private","4335-2014",2014,91.55,91.75,87.79,25.99,26.02,25,NA,NA,NA,NA,NA,NA,NA,1387,0.05,0.47,"soc_cult",1,0,0,NA,NA
"164","Australian College of Applied Psychology",4336,"PRV12009","NUHEP","current","for_profit","for_profit","private","4336-2014",2014,78.73,78.44,89.01,36.74,36.94,28.57,NA,NA,NA,NA,NA,NA,NA,2504,0.03,0.26,"soc_cult",1,0,0,NA,NA
"165","Eastern College Australia",4337,"PRV12149","NUHEP","current","not_for_profit","other","private","4337-2014",2014,90.85,90.34,96.98,21.48,21.55,21.05,NA,NA,NA,NA,NA,NA,NA,146,0.08,0.47,"soc_cult",0.69899,0.882522013786828,0.4208059598,NA,NA
"166","Moore Theological College",4338,"PRV12033","NUHEP","current","not_for_profit","faith_based","private","4338-2014",2014,96.79,96.73,100,14.57,14.19,33.33,NA,NA,NA,NA,NA,NA,NA,321,0.02,0.07,"soc_cult",1,0,0,NA,NA
"167","Holmes Institute",4339,"PRV12128","NUHEP","current","for_profit","for_profit","private","4339-2014",2014,66,69.27,65.89,32.41,41.35,31.97,NA,NA,NA,NA,NA,NA,NA,3019,0.97,0.53,"mge_com",1,0,0,NA,NA
"168","Monash College",4340,"PRV12139","NUHEP","current","not_for_profit","pathway","private","4340-2014",2014,82.7,79,82.82,12.43,17.65,12.13,NA,NA,NA,NA,NA,NA,NA,1556,0.97,0,"mge_com",0.71524,1.31149683344753,0.461182612,NA,NA
"169","Harvest Bible College",4341,"PRV12127","NUHEP","current","not_for_profit","faith_based","private","4341-2014",2014,75.58,75.17,80.57,30.89,30.89,NA,NA,NA,NA,NA,NA,NA,NA,155,0.08,0.27,"soc_cult",1,0,0,NA,NA
"170","Australian Institute of Music",4343,"PRV12050","NUHEP","current","not_for_profit","other","private","4343-2014",2014,81.18,80.98,85.15,24.83,24.75,26.32,NA,NA,NA,NA,NA,NA,NA,1098,0.05,0.03,"creat_art",0.88001,0.529332119913075,0.2111847998,NA,NA
"171","South Aust Institute of Business & Technology",4344,"PRV12102","NUHEP","current","for_profit","pathway","private","4344-2014",2014,63.23,57.43,65.47,25.66,35.43,22.27,NA,NA,NA,NA,NA,NA,NA,953,0.72,0,"mge_com",0.39402,2.15313228283699,0.7474615685,NA,NA
"172","Excelsia College",4346,"PRV12064","NUHEP","current","not_for_profit","faith_based","private","4346-2014",2014,91.51,91.41,97.78,21.93,22.12,0,NA,NA,NA,NA,NA,NA,NA,349,0.02,0.65,"education",0.53359,1.36518087411749,0.5764093494,NA,NA
"173","Tabor College NSW",4347,"PRV12047","NUHEP","current","not_for_profit","faith_based","private","4347-2014",2014,90.99,90.74,100,23.08,23.08,NA,NA,NA,NA,NA,NA,NA,NA,20,0.03,0,"soc_cult",1,0,0,NA,NA
"174","Deakin College",4348,"PRV12137","NUHEP","current","for_profit","pathway","private","4348-2014",2014,62.64,66.91,60.13,20.45,24.46,17.43,NA,NA,NA,NA,NA,NA,NA,2418,0.63,0,"mge_com",0.55925,1.88653157931684,0.6315211895,NA,NA
"175","Sydney Institute of Business and Technology",4349,"PRV12046","NUHEP","current","for_profit","pathway","private","4349-2014",2014,69.14,60.41,72.87,12.54,13.75,12.13,NA,NA,NA,NA,NA,NA,NA,2403,0.7,0,"mge_com",0.7367,1.21203277972429,0.4293541547,NA,NA
"176","Queensland Institute of Business and Technology",4350,"PRV12078","NUHEP","current","for_profit","pathway","private","4350-2014",2014,69.99,61.98,72.38,21.96,29.06,19.96,NA,NA,NA,NA,NA,NA,NA,1998,0.77,0,"mge_com",0.64358,1.77806931227115,0.5584034837,NA,NA
"177","The Australian College of Physical Education",4352,"PRV12066","NUHEP","current","for_profit","for_profit","private","4352-2014",2014,83.28,83.13,93.57,29.23,29.2,33.33,NA,NA,NA,NA,NA,NA,NA,788,0.01,0.08,"health",0.34082,2.08652769633945,0.7484978616,NA,NA
"178","Adelaide College of Divinity",4355,"PRV12088","NUHEP","current","not_for_profit","faith_based","private","4355-2014",2014,76.29,76.11,100,48.39,48.39,NA,NA,NA,NA,NA,NA,NA,NA,37,0.01,0.23,"soc_cult",1,0,0,NA,NA
"179","The College of Law",4359,"PRV12048","NUHEP","current","not_for_profit","other","private","4359-2014",2014,99.1,99.12,98.46,9.38,9.4,8.89,NA,NA,NA,NA,NA,NA,NA,1646,0.03,1,"soc_cult",1,0,0,NA,NA
"180","Perth Bible College",4360,"PRV12165","NUHEP","current","not_for_profit","faith_based","private","4360-2014",2014,86.14,84.8,93.66,48.08,49.02,0,NA,NA,NA,NA,NA,NA,NA,40,0.15,0.08,"soc_cult",1,0,0,NA,NA
"181","Endeavour College of Natural Health",4361,"PRV12070","NUHEP","current","for_profit","for_profit","private","4361-2014",2014,80.32,80.11,89.87,31.7,31.75,28.57,NA,NA,NA,NA,NA,NA,NA,2506,0.02,0,"health",1,0,0,NA,NA
"182","International College of Hotel Management",4362,"PRV12099","NUHEP","current","for_profit","for_profit","private","4362-2014",2014,90.86,93.43,88.58,10.61,17.39,6.98,NA,NA,NA,NA,NA,NA,NA,365,0.56,0,"mge_com",1,0,0,NA,NA
"183","Northern Melbourne Institute of TAFE",4363,"PRV12142","NUHEP","current","not_for_profit","TAFE","public","4363-2014",2014,82.97,86.93,76.91,31.81,31.14,32.98,NA,NA,NA,NA,NA,NA,NA,812,0.4,0,"creat_art",0.30417,2.48876246070565,0.7943898498,NA,NA
"184","Edith Cowan College",4364,"PRV12166","NUHEP","current","for_profit","pathway","private","4364-2014",2014,60.9,61.15,60.87,19.31,24.68,18.25,NA,NA,NA,NA,NA,NA,NA,580,0.91,0,"mge_com",0.32119,2.43917651734748,0.7969571888,NA,NA
"185","Curtin College",4365,"PRV12157","NUHEP","current","for_profit","pathway","private","4365-2014",2014,77.79,75.35,78.64,19.42,19.5,19.39,NA,NA,NA,NA,NA,NA,NA,775,0.74,0,"mge_com",0.32884,2.2804506145509,0.7647919965,NA,NA
"186","Box Hill Institute",4366,"PRV12117","NUHEP","current","not_for_profit","TAFE","public","4366-2014",2014,81.9,82.77,75.72,28.32,22.62,50,NA,NA,NA,NA,NA,NA,NA,512,0.12,0.02,"creat_art",0.55946,1.72421219328797,0.6095723502,NA,NA
"187","Melbourne Institute of Technology",4367,"PRV12138","NUHEP","current","for_profit","for_profit","private","4367-2014",2014,72.71,64.05,76,24.85,31.58,22.45,NA,NA,NA,NA,NA,NA,NA,780,0.72,0.35,"mge_com",0.57022,1.21259062291158,0.5290030642,NA,NA
"188","Campion College",4368,"PRV12017","NUHEP","current","not_for_profit","faith_based","private","4368-2014",2014,95.27,95.2,100,21.21,16.67,66.67,NA,NA,NA,NA,NA,NA,NA,98,0.01,0,"soc_cult",1,0,0,NA,NA
"189","SAE Creative Media Institute",4371,"PRV12042","NUHEP","current","for_profit","for_profit","private","4371-2014",2014,79.56,79.24,85.07,29.33,30.05,15.52,NA,NA,NA,NA,NA,NA,NA,2095,0.06,0,"creat_art",1,0,0,NA,NA
"190","Carnegie Mellon University Australia",4374,"PRV12095","non_aligned","current","not_for_profit","university","public","4374-2014",2014,98.85,100,98.84,0.97,0,0.98,NA,NA,NA,NA,NA,NA,NA,84,0.99,1,"info_tech",0.60215,0.969679023274697,0.479130755,NA,NA
"191","Think: Colleges Pty Ltd",4375,"PRV12058","NUHEP","current","for_profit","for_profit","private","4375-2014",2014,80.68,79.91,89.91,33.04,33.75,17.07,NA,NA,NA,NA,NA,NA,NA,2757,0.08,0.03,"mge_com",0.34083,2.10736375533386,0.7425939813,NA,NA
"192","UOW College",4377,"PRV12027","NUHEP","current","for_profit","pathway","private","4377-2014",2014,72.94,67.02,74.28,34.69,21.05,37.97,NA,NA,NA,NA,NA,NA,NA,64,0.82,0,"mge_com",0.99608,0.0369843936043865,0.00780926720000003,NA,NA
"193","JMC Academy",4378,"PRV12029","NUHEP","current","for_profit","for_profit","private","4378-2014",2014,84.45,84.45,NA,26.93,26.93,NA,NA,NA,NA,NA,NA,NA,NA,2690,0.04,0,"creat_art",0.84734,0.616457117608223,0.2587098488,NA,NA
